player_name,season,player_type,full_name,source
C Green,2024,hitter,Caden Green,Baseball-Reference register
C Halvorson,2024,hitter,Calyn Halvorson,Baseball-Reference register
C Jordan,2024,hitter,Cole Jordan,Baseball-Reference register + current roster
C Mize,2024,hitter,NA,unresolved
C Monroe,2024,hitter,Chris Monroe,Baseball-Reference register
C Perez,2024,hitter,Carlos Perez,Baseball-Reference register
C Runge,2024,hitter,Collin Runge,Baseball-Reference register
C Sargent,2024,hitter,Chris Sargent,Baseball-Reference register
D Brutcher,2024,hitter,Drew Brutcher,Baseball-Reference register
D Crenshaw,2024,hitter,NA,unresolved
D Glancy,2024,hitter,David Glancy,Baseball-Reference register
D Gomez,2024,hitter,Dario Gomez,Baseball-Reference register
D Hubbard,2024,hitter,Dondrei Hubbard,Baseball-Reference register
D Landis,2024,hitter,Dutch Landis,Baseball-Reference register
D Leach,2024,hitter,Dylan Leach,Baseball-Reference register
D Matthews,2024,hitter,Dave Matthews,Baseball-Reference register
D Poteet,2024,hitter,D.J. Poteet,Baseball-Reference register
D Rivera,2024,hitter,NA,unresolved
D Stuart,2024,hitter,Daunte Stuart,Baseball-Reference register
D Tofteland,2024,hitter,Dane Tofteland,Baseball-Reference register
E Bates,2024,hitter,Ethan Bates,Baseball-Reference register
E Blum,2024,hitter,Evan Blum,Baseball-Reference register
E Diaz,2024,hitter,Euro Diaz,Baseball-Reference register
E Good,2024,hitter,Elliot Good,Baseball-Reference register
E Niemann,2024,hitter,Ed Niemann,Baseball-Reference register
E Yake,2024,hitter,Ernie Yake,Baseball-Reference register
F Rojas Jr.,2024,hitter,Freddy Rojas,Baseball-Reference register
G DiGiacomo,2024,hitter,Gio DiGiacomo,Baseball-Reference register
G Howell,2024,hitter,Gabe Howell,Baseball-Reference register
G Lora,2024,hitter,Gary Lora,Baseball-Reference register
G Miller,2024,hitter,Glenn Miller,Baseball-Reference register
G Morgan,2024,hitter,Grady Morgan,Baseball-Reference register
H George,2024,hitter,Henry George,Baseball-Reference register
H Hall,2024,hitter,Hylan Hall,Baseball-Reference register
H Yanez,2024,hitter,Hernan Yanez,Baseball-Reference register
J Cone,2024,hitter,Jack Cone,Baseball-Reference register
J Coutts,2024,hitter,Jackson Coutts,Baseball-Reference register
J Daly,2024,hitter,John Daly,Baseball-Reference register
J Day,2024,hitter,Joshua Day,Baseball-Reference register
J Gates,2024,hitter,J.P. Gates,Baseball-Reference register
J Gonzalez,2024,hitter,Jose Gonzalez,Baseball-Reference register
J Kirby,2024,hitter,NA,unresolved
J Lee,2024,hitter,Jaylon Lee,Baseball-Reference register
J Nicol,2024,hitter,NA,unresolved
J Rooks,2024,hitter,Jason Rooks,Baseball-Reference register
J Shanks,2024,hitter,Jacob Shanks,Baseball-Reference register
K Byrne,2024,hitter,Kurtis Byrne,Baseball-Reference register
K Dugan,2024,hitter,Kelly Dugan,Baseball-Reference register
K Jenkins,2024,hitter,NA,unresolved
K Jimenez,2024,hitter,Kevin Jimenez,Baseball-Reference register
K Johnson,2024,hitter,NA,unresolved
K Kaler,2024,hitter,Kole Kaler,Baseball-Reference register
K Liniak,2024,hitter,Kingston Liniak,Baseball-Reference register
K Willman,2024,hitter,Kamron Willman,Baseball-Reference register
L Barns,2024,hitter,Landen Barns,Baseball-Reference register
L Navarro,2024,hitter,Luis Navarro,Baseball-Reference register
L Navigato,2024,hitter,Luke Navigato,Baseball-Reference register
L Williams,2024,hitter,Logan Williams,Baseball-Reference register
M Backstrom,2024,hitter,Mahki Backstrom,Baseball-Reference register
M Dinesen,2024,hitter,Mason Dinesen,Baseball-Reference register
M Jefferson,2024,hitter,Myles Jefferson,Baseball-Reference register
M Rosario,2024,hitter,Mike Rosario,Baseball-Reference register
M Sykes,2024,hitter,Mason Sykes,Baseball-Reference register
M Yonamine,2024,hitter,Micah Yonamine,Baseball-Reference register
N Adgar,2024,hitter,NA,unresolved
N Klemp,2024,hitter,Nich Klemp,Baseball-Reference register
N Martinez,2024,hitter,Noah Martinez,Baseball-Reference register
N Ultsch,2024,hitter,Nick Ultsch,Baseball-Reference register
O Serratos Jr.,2024,hitter,Oscar Serratos,Baseball-Reference register
P Chung,2024,hitter,Patrick Chung,Baseball-Reference register
P Harden,2024,hitter,Payton Harden,Baseball-Reference register
P Howard,2024,hitter,Pearce Howard,Baseball-Reference register
P Mills,2024,hitter,Pat Mills,Baseball-Reference register + current roster
R Gil,2024,hitter,Ray Gil,Baseball-Reference register
R Gonzalez,2024,hitter,Roberto Gonzalez,Baseball-Reference register
R Holgate,2024,hitter,Ryan Holgate,Baseball-Reference register
R Major,2024,hitter,Ryan Major,Baseball-Reference register
R McCarthy,2024,hitter,Ryan McCarthy,Baseball-Reference register
R Mccarthy,2024,hitter,Ryan McCarthy,Baseball-Reference register
R Orsak,2024,hitter,River Orsak,Baseball-Reference register
R Pena,2024,hitter,Roberto Pena,Baseball-Reference register
S Kuchinski,2024,hitter,Sam Kuchinski,Baseball-Reference register
S Rivas,2024,hitter,Steven Rivas,Baseball-Reference register
S Thompson,2024,hitter,NA,unresolved
S Wilmer,2024,hitter,Stephen Wilmer,Baseball-Reference register
T Best,2024,hitter,NA,unresolved
T Clark,2024,hitter,Tripp Clark,Baseball-Reference register
T Clark-Chiapparelli,2024,hitter,NA,unresolved
T Davis,2024,hitter,NA,unresolved
T Halsema,2024,hitter,Trevor Halsema,Baseball-Reference register
T Hardy,2024,hitter,Theo Hardy,Baseball-Reference register
T Lomack,2024,hitter,Taylor Lomack,Baseball-Reference register
T Rogers,2024,hitter,Trevor Rogers,Baseball-Reference register
T Viola,2024,hitter,Troy Viola,Baseball-Reference register
T Weldon,2024,hitter,NA,unresolved
T Wyatt,2024,hitter,Tyler Wyatt,Baseball-Reference register
W Fuenning,2024,hitter,NA,unresolved
X Washington,2024,hitter,Xane Washington,Baseball-Reference register
A Alger,2024,pitcher,Aydan Alger,Baseball-Reference register
A Atwood,2024,pitcher,Andy Atwood,Baseball-Reference register
A Baker,2024,pitcher,Andrew Baker,Baseball-Reference register
A Coleman,2024,pitcher,Austyn Coleman,Baseball-Reference register
A Cuello-Batista,2024,pitcher,NA,unresolved
A De Leon,2024,pitcher,NA,unresolved
A Edwards,2024,pitcher,Andrew Edwards,Baseball-Reference register
A Garcia,2024,pitcher,NA,unresolved
A McEvoy,2024,pitcher,NA,unresolved
A Santa Cruz,2024,pitcher,NA,unresolved
A Villa,2024,pitcher,Alfredo Villa,Baseball-Reference register
B Bagshaw,2024,pitcher,NA,unresolved
B Blackford,2024,pitcher,Braedon Blackford,Baseball-Reference register
B Bohning,2024,pitcher,Brandon Bohning,Baseball-Reference register
B Bonner,2024,pitcher,Brayden Bonner,Baseball-Reference register
B Burdett,2024,pitcher,NA,unresolved
B Carson,2024,pitcher,Brett Carson,Baseball-Reference register
B Eglite,2024,pitcher,Brody Eglite,Baseball-Reference register
B Ferrer,2024,pitcher,Ben Ferrer,Baseball-Reference register
B Held,2024,pitcher,Brady Held,Baseball-Reference register
B Knoll,2024,pitcher,Brendan Knoll,Baseball-Reference register
B McPherson,2024,pitcher,Brandon McPherson,Baseball-Reference register
B Medoro,2024,pitcher,Brendan Medoro,Baseball-Reference register
B Mitchell,2024,pitcher,Brandon Mitchell,Baseball-Reference register
B Ross,2024,pitcher,Brandon Ross,Baseball-Reference register
B Spagnuolo,2024,pitcher,NA,unresolved
B Spears,2024,pitcher,Brayden Spears,Baseball-Reference register
B Williams,2024,pitcher,Brian Williams,Baseball-Reference register
C Angeroth,2024,pitcher,NA,unresolved
C Barton,2024,pitcher,Connor Barton,Baseball-Reference register
C Benson,2024,pitcher,Cooper Benson,Baseball-Reference register
C Butler,2024,pitcher,NA,unresolved
C Caporale,2024,pitcher,NA,unresolved
C Chatham,2024,pitcher,NA,unresolved
C Ciuffetelli,2024,pitcher,NA,unresolved
C Corliss,2024,pitcher,NA,unresolved
C Cosby,2024,pitcher,Christian Cosby,Baseball-Reference register
C Cowan,2024,pitcher,NA,unresolved
C Czerwinski,2024,pitcher,CJ Czerwinski,Baseball-Reference register + current roster
C David,2024,pitcher,Chandler David,Baseball-Reference register
C Day,2024,pitcher,Christian Day,Baseball-Reference register
C Dayton,2024,pitcher,Cam Dayton,Baseball-Reference register
C Dykstra,2024,pitcher,NA,unresolved
C Gearing,2024,pitcher,Chase Gearing,Baseball-Reference register
C Griffin,2024,pitcher,Christian Griffin,Baseball-Reference register
C Harrison,2024,pitcher,Connor Harrison,Baseball-Reference register
C Jessee,2024,pitcher,Chase Jessee,Baseball-Reference register
C Kafka,2024,pitcher,Cullen Kafka,Baseball-Reference register
C Lambert,2024,pitcher,Carson Lambert,Baseball-Reference register
C Langrell,2024,pitcher,Connor Langrell,Baseball-Reference register
C Linton,2024,pitcher,Carter Linton,Baseball-Reference register
C Lomeli,2024,pitcher,Carlos Lomeli,Baseball-Reference register
C Macca,2024,pitcher,Chris Macca,Baseball-Reference register
C Minchey,2024,pitcher,Casey Minchey,Baseball-Reference register
C Repetti,2024,pitcher,Cameron Repetti,Baseball-Reference register
C Reyes,2024,pitcher,Caleb Reyes,Baseball-Reference register
C Richardson,2024,pitcher,Conner Richardson,Baseball-Reference register
D Baird,2024,pitcher,Dusty Baird,Baseball-Reference register
D Cherry,2024,pitcher,Derrick Cherry,Baseball-Reference register
D Clark,2024,pitcher,NA,unresolved
D Day,2024,pitcher,Dawson Day,Baseball-Reference register
D Galvan,2024,pitcher,Danny Galvan,Baseball-Reference register
D Landis,2024,pitcher,Dutch Landis,Baseball-Reference register
D Lane,2024,pitcher,NA,unresolved
D Nunan,2024,pitcher,Daniel Nunan,Baseball-Reference register
D Reinoso,2024,pitcher,NA,unresolved
D Ross,2024,pitcher,Dalton Ross,Baseball-Reference register
D Schorie,2024,pitcher,NA,unresolved
D Willie,2024,pitcher,NA,unresolved
E Alfonzo,2024,pitcher,NA,unresolved
E Bates,2024,pitcher,Ethan Bates,Baseball-Reference register
E Blum,2024,pitcher,Evan Blum,Baseball-Reference register
E Brown,2024,pitcher,Ethan Brown,Baseball-Reference register
E Elliott,2024,pitcher,NA,unresolved
E Gill,2024,pitcher,Elijah Gill,Baseball-Reference register
E Kowalski,2024,pitcher,Evan Kowalski,Baseball-Reference register
E Massie,2024,pitcher,Evan Massie,Baseball-Reference register
E McRae,2024,pitcher,Ethan McRae,Baseball-Reference register
E Swanson,2024,pitcher,Ethan Swanson,Baseball-Reference register
G Blackman,2024,pitcher,Greg Blackman,Baseball-Reference register
G Crowley,2024,pitcher,Garrett Crowley,Baseball-Reference register
G Cuevas,2024,pitcher,NA,unresolved
G Grosjean,2024,pitcher,Gary Grosjean,Baseball-Reference register
G Pacheco,2024,pitcher,NA,unresolved
G Taylor,2024,pitcher,Grant Taylor,Baseball-Reference register
H Bryan,2024,pitcher,Hunter Bryan,Baseball-Reference register
I Campa,2024,pitcher,NA,unresolved
I Mendez,2024,pitcher,Isaac Mendez,Baseball-Reference register
J Ariza,2024,pitcher,JC Ariza,Baseball-Reference register
J Baez,2024,pitcher,NA,unresolved
J Bollman,2024,pitcher,NA,unresolved
J Bradshaw,2024,pitcher,NA,unresolved
J Clark,2024,pitcher,Jonathan Clark,Baseball-Reference register
J Coleman,2024,pitcher,Justin Coleman,Baseball-Reference register
J Cone,2024,pitcher,NA,unresolved
J Czeslawski,2024,pitcher,NA,unresolved
J Dahle,2024,pitcher,Jake Dahle,Baseball-Reference register
J Fuson,2024,pitcher,Justin Fuson,Baseball-Reference register
J Haab,2024,pitcher,Jonathan Haab,Baseball-Reference register
J Huntzinger,2024,pitcher,Jerry Huntzinger,Baseball-Reference register
J Jones,2024,pitcher,Jestin Jones,Baseball-Reference register
J Kleinsorge,2024,pitcher,Justin Kleinsorge,Baseball-Reference register
J Lynch,2024,pitcher,NA,unresolved
J McCaskey,2024,pitcher,NA,unresolved
J O'Neal,2024,pitcher,NA,unresolved
J Pineda,2024,pitcher,Jason Pineda,Baseball-Reference register
J Zalasky,2024,pitcher,Jack Zalasky,Baseball-Reference register
K Anglin,2024,pitcher,Kris Anglin,Baseball-Reference register
K Carattini,2024,pitcher,NA,unresolved
K Carrillo,2024,pitcher,NA,unresolved
K Pijaszek,2024,pitcher,NA,unresolved
K Sophy,2024,pitcher,Kaleb Sophy,Baseball-Reference register
K Ward,2024,pitcher,Kelsey Ward,Baseball-Reference register
L Barns,2024,pitcher,Landen Barns,Baseball-Reference register
L Cooper,2024,pitcher,Luke Cooper,Baseball-Reference register
L Hempel,2024,pitcher,NA,unresolved
L Malone,2024,pitcher,Luke Malone,Baseball-Reference register
L Rettig,2024,pitcher,NA,unresolved
L Schafer,2024,pitcher,Luke Schafer,Baseball-Reference register
L Trueman,2024,pitcher,Luke Trueman,Baseball-Reference register
M Austin,2024,pitcher,NA,unresolved
M Bathauer,2024,pitcher,NA,unresolved
M Bono,2024,pitcher,NA,unresolved
M Bryant,2024,pitcher,Mason Bryant,Baseball-Reference register
M Castillo,2024,pitcher,NA,unresolved
M Hess,2024,pitcher,Matt Hess,Baseball-Reference register
M Peterson,2024,pitcher,Mike Peterson,Baseball-Reference register
M Quigley,2024,pitcher,Montana Quigley,Baseball-Reference register
M Stone,2024,pitcher,Mitch Stone,Baseball-Reference register
M Timmins,2024,pitcher,Mark Timmins,Baseball-Reference register + current roster
M Tindall,2024,pitcher,Mark Tindall,Baseball-Reference register
N Daniels,2024,pitcher,NA,unresolved
N Draves,2024,pitcher,Nathan Draves,Baseball-Reference register
N Madej,2024,pitcher,Nate Madej,Baseball-Reference register
N Marshall,2024,pitcher,Nick Marshall,Baseball-Reference register
N Parker,2024,pitcher,Nick Parker,Baseball-Reference register
N Powers,2024,pitcher,Nick Powers,Baseball-Reference register
N Saltaformaggio,2024,pitcher,Nico Saltaformaggio,Baseball-Reference register + current roster
N Zegna,2024,pitcher,Nick Zegna,Baseball-Reference register
O Sharts,2024,pitcher,Owen Sharts,Baseball-Reference register
P Maybach,2024,pitcher,Pat Maybach,Baseball-Reference register
P Wicklander,2024,pitcher,Patrick Wicklander,Baseball-Reference register
Q Waterhouse,2024,pitcher,Quinn Waterhouse,Baseball-Reference register
R Adams,2024,pitcher,Robb Adams,Baseball-Reference register
R Bost,2024,pitcher,NA,unresolved
R Brown,2024,pitcher,Robbie Brown,Baseball-Reference register
R Butz,2024,pitcher,Reed Butz,Baseball-Reference register + current roster
R Cloude,2024,pitcher,NA,unresolved
R Cortez,2024,pitcher,NA,unresolved
R Dudzinski,2024,pitcher,Robbie Dudzinski,Baseball-Reference register
R Fields,2024,pitcher,Reece Fields,Baseball-Reference register + current roster
R Garland,2024,pitcher,Reed Garland,Baseball-Reference register
R Vazquez,2024,pitcher,Rafi Vazquez,Baseball-Reference register
S Brinkley,2024,pitcher,NA,unresolved
S Gustafson,2024,pitcher,Shane Gustafson,Baseball-Reference register
S Ordorica,2024,pitcher,Steven Ordorica,Baseball-Reference register
S Spencer,2024,pitcher,NA,unresolved
S Still,2024,pitcher,Stephen Still,Baseball-Reference register
S Triplett,2024,pitcher,NA,unresolved
S Washilewski,2024,pitcher,Steve Washilewski,Baseball-Reference register
T Anderson,2024,pitcher,NA,unresolved
T Baker,2024,pitcher,NA,unresolved
T Bothwell,2024,pitcher,Ty Bothwell,Baseball-Reference register
T Buckner,2024,pitcher,NA,unresolved
T Clayton,2024,pitcher,NA,unresolved
T Cunningham,2024,pitcher,NA,unresolved
T Curtis,2024,pitcher,Tyler Curtis,Baseball-Reference register
T Czyz,2024,pitcher,NA,unresolved
T Davis,2024,pitcher,NA,unresolved
T Dyball,2024,pitcher,NA,unresolved
T Jackson,2024,pitcher,Trevor Jackson,Baseball-Reference register
T Morrill,2024,pitcher,Trey Morrill,Baseball-Reference register
T Naumann,2024,pitcher,Tyler Naumann,Baseball-Reference register
T Robertson,2024,pitcher,NA,unresolved
W Buraconak,2024,pitcher,Will Buraconak,Baseball-Reference register
Z Ottinger,2024,pitcher,Zach Ottinger,Baseball-Reference register
Z St. Pierre,2024,pitcher,Zach St. Pierre,Baseball-Reference register
A Baeza,2023,hitter,Alex Baeza,Baseball-Reference register
A Bernard,2023,hitter,Austin Bernard,Baseball-Reference register
A Chouinard,2023,hitter,Austin Chouinard,Baseball-Reference register
A Figueredo,2023,hitter,Alejandro Figueredo,Baseball-Reference register
A Guadalupe,2023,hitter,Abdel Guadalupe,Baseball-Reference register
A Herron Jr.,2023,hitter,Anthony Herron,Baseball-Reference register
A Meggs,2023,hitter,Andrew Meggs,Baseball-Reference register
A Nielsen,2023,hitter,Alex Nielsen,Baseball-Reference register
A Ray,2023,hitter,Anthony Ray,Baseball-Reference register
A Rios,2023,hitter,Andres Rios,Baseball-Reference register
A Shumaker,2023,hitter,Austin Shumaker,Baseball-Reference register
B Brown,2023,hitter,Bryce Brown,Baseball-Reference register
B Carson,2023,hitter,Brett Carson,Baseball-Reference register
B Crosby,2023,hitter,Brandon Crosby,Baseball-Reference register
B Donovan,2023,hitter,Bryce Donovan,Baseball-Reference register
B Evans,2023,hitter,Blake Evans,Baseball-Reference register
B Fitzgerald,2023,hitter,Ben Fitzgerald,Baseball-Reference register
B Held,2023,hitter,Brady Held,Baseball-Reference register
B Huber,2023,hitter,NA,unresolved
B McPherson,2023,hitter,Brandon McPherson,Baseball-Reference register
B Reyes,2023,hitter,NA,unresolved
B Ryan,2023,hitter,Brendan Ryan,Baseball-Reference register
B Trammell,2023,hitter,NA,unresolved
C Bocchino,2023,hitter,NA,unresolved
C De Guzman,2023,hitter,NA,unresolved
C Denning,2023,hitter,Connor Denning,Baseball-Reference register
C Dunn Jr.,2023,hitter,CJ Dunn,Baseball-Reference register
C Gordon,2023,hitter,Colin Gordon,Baseball-Reference register
C Horner,2023,hitter,NA,unresolved
C Kirtley,2023,hitter,Christian Kirtley,Baseball-Reference register
C Monroe,2023,hitter,Chris Monroe,Baseball-Reference register
C Petersen,2023,hitter,Casey Petersen,Baseball-Reference register
C Phelts,2023,hitter,Cam Phelts,Baseball-Reference register
C Taylor,2023,hitter,Crews Taylor,Baseball-Reference register
C Thompson,2023,hitter,NA,unresolved
D Conners,2023,hitter,Dakota Conners,Baseball-Reference register
D Henderson,2023,hitter,Damian Henderson,Baseball-Reference register
D Hubbard,2023,hitter,Dondrei Hubbard,Baseball-Reference register
D Maiben,2023,hitter,Derek Maiben,Baseball-Reference register
D Matthews,2023,hitter,Dave Matthews,Baseball-Reference register
D Miller,2023,hitter,Dean Miller,Baseball-Reference register
D Perez,2023,hitter,Danny Perez,Baseball-Reference register
D Poteet,2023,hitter,D.J. Poteet,Baseball-Reference register
D Stroup,2023,hitter,Dusty Stroup,Baseball-Reference register
D Williams,2023,hitter,Drew Williams,Baseball-Reference register
E Acosta,2023,hitter,Eduardo Acosta,Baseball-Reference register
E Americaan,2023,hitter,Edmond Americaan,Baseball-Reference register
E Diaz,2023,hitter,Euro Diaz,Baseball-Reference register
E Lopez,2023,hitter,Ethan Lopez,Baseball-Reference register
E McCabe,2023,hitter,Eddie McCabe,Baseball-Reference register
E Peralta,2023,hitter,Elvis Peralta,Baseball-Reference register
E Sanchez,2023,hitter,Emmanuel Sanchez,Baseball-Reference register
E Smith,2023,hitter,Ethan Smith,Baseball-Reference register
G DiGiacomo,2023,hitter,Gio DiGiacomo,Baseball-Reference register
G Howell,2023,hitter,Gabe Howell,Baseball-Reference register
G Wurtz,2023,hitter,Gabe Wurtz,Baseball-Reference register
H George,2023,hitter,Henry George,Baseball-Reference register
J Barfield,2023,hitter,Jacob Barfield,Baseball-Reference register
J Broughton,2023,hitter,Josh Broughton,Baseball-Reference register
J Coutts,2023,hitter,Jackson Coutts,Baseball-Reference register
J Cruce,2023,hitter,Jake Cruce,Baseball-Reference register
J Elvir,2023,hitter,Josh Elvir,Baseball-Reference register
J Faile,2023,hitter,John Michael Faile,Baseball-Reference register
J Guenther,2023,hitter,Jake Guenther,Baseball-Reference register
J Hubbard,2023,hitter,Jaylen Hubbard,Baseball-Reference register
J Johnson,2023,hitter,Joe Johnson,Baseball-Reference register
J McMurray,2023,hitter,Jake McMurray,Baseball-Reference register
J Newman-Dodd,2023,hitter,Jayson Newman-Dodd,Baseball-Reference register
J Pyle,2023,hitter,NA,unresolved
J Raper,2023,hitter,Jackson Raper,Baseball-Reference register
J Smith,2023,hitter,NA,unresolved
J Soto,2023,hitter,Jonathan Soto,Baseball-Reference register
J Teixeira,2023,hitter,Juan Teixeira,Baseball-Reference register
J Urena,2023,hitter,NA,unresolved
J Williams,2023,hitter,Jaylyn Williams,Baseball-Reference register
K Figueiredo,2023,hitter,Kokko Figueiredo,Baseball-Reference register
K Greenwalt,2023,hitter,Keaton Greenwalt,Baseball-Reference register
K Higgins,2023,hitter,Kevin Higgins,Baseball-Reference register
K Jimenez,2023,hitter,Kevin Jimenez,Baseball-Reference register
K O'Brien,2023,hitter,NA,unresolved
K Oyama,2023,hitter,Kenny Oyama,Baseball-Reference register
K Willman,2023,hitter,Kamron Willman,Baseball-Reference register
L Barns,2023,hitter,Landen Barns,Baseball-Reference register
L Fisher,2023,hitter,Lavoisier Fisher,Baseball-Reference register
L Navarro,2023,hitter,Luis Navarro,Baseball-Reference register
L Williams,2023,hitter,Logan Williams,Baseball-Reference register
M Clayton,2023,hitter,Matt Clayton,Baseball-Reference register
M Dinesen,2023,hitter,Mason Dinesen,Baseball-Reference register
M Edie,2023,hitter,Mikey Edie,Baseball-Reference register
M Golda,2023,hitter,Matt Golda,Baseball-Reference register
M Herron Jr.,2023,hitter,Mark Herron,Baseball-Reference register
M Hogan,2023,hitter,Matt Hogan,Baseball-Reference register
M O'Connor,2023,hitter,McClain O'Connor,Baseball-Reference register
M Rodriguez,2023,hitter,NA,unresolved
M Wong,2023,hitter,Matt Wong,Baseball-Reference register
N Marcelo,2023,hitter,Noah Marcelo,Baseball-Reference register
N Michaels,2023,hitter,Nick Michaels,Baseball-Reference register
N Ultsch,2023,hitter,Nick Ultsch,Baseball-Reference register
O Sanchez,2023,hitter,NA,unresolved
P Chung,2023,hitter,Patrick Chung,Baseball-Reference register
P Robertson,2023,hitter,Payton Robertson,Baseball-Reference register
R Alexiades,2023,hitter,Reese Alexiades,Baseball-Reference register
R Cash,2023,hitter,Ryan Cash,Baseball-Reference register
R Jepson,2023,hitter,Riley Jepson,Baseball-Reference register
R McCarthy,2023,hitter,Ryan McCarthy,Baseball-Reference register
R Narea,2023,hitter,Rafael Narea,Baseball-Reference register
R Paller,2023,hitter,Robb Paller,Baseball-Reference register
R Washington Jr.,2023,hitter,Ron Washington,Baseball-Reference register
R Yeargain,2023,hitter,NA,unresolved
S Barmakian,2023,hitter,Steve Barmakian,Baseball-Reference register
S Cullen,2023,hitter,NA,unresolved
S Gozzo,2023,hitter,Sal Gozzo,Baseball-Reference register
S Olsson,2023,hitter,Sam Olsson,Baseball-Reference register
S Troyer,2023,hitter,Sam Troyer,Baseball-Reference register
S Wilmer,2023,hitter,Stephen Wilmer,Baseball-Reference register
T Bouchard,2023,hitter,Tim Bouchard,Baseball-Reference register
T DeBonville,2023,hitter,Thomas DeBonville,Baseball-Reference register
T Halsema,2023,hitter,Trevor Halsema,Baseball-Reference register
T Jeffries,2023,hitter,NA,unresolved
T Lomack,2023,hitter,Taylor Lomack,Baseball-Reference register
T Minder,2023,hitter,Trevor Minder,Baseball-Reference register
T Wyatt,2023,hitter,Tyler Wyatt,Baseball-Reference register
V Rodriguez,2023,hitter,Victor Rodriguez,Baseball-Reference register
W Crenshaw,2023,hitter,NA,unresolved
X Washington,2023,hitter,Xane Washington,Baseball-Reference register
A Atwood,2023,pitcher,Andy Atwood,Baseball-Reference register
A Becerra-Lopez,2023,pitcher,Anthony Becerra-Lopez,Baseball-Reference register
A Bloebaum,2023,pitcher,Adam Bloebaum,Baseball-Reference register
A Buendia,2023,pitcher,Aldo Buendia,Baseball-Reference register
A Cedano,2023,pitcher,NA,unresolved
A Dill,2023,pitcher,Austin Dill,Baseball-Reference register
A Garcia,2023,pitcher,Andrew Garcia,Baseball-Reference register
A Schneider,2023,pitcher,Austin Schneider,Baseball-Reference register
A Smith,2023,pitcher,Alex Smith,Baseball-Reference register
A Villa,2023,pitcher,Alfredo Villa,Baseball-Reference register
B Bagshaw,2023,pitcher,NA,unresolved
B Blessie,2023,pitcher,NA,unresolved
B Bonner,2023,pitcher,Brayden Bonner,Baseball-Reference register
B Brown,2023,pitcher,Bryce Brown,Baseball-Reference register
B Carson,2023,pitcher,Brett Carson,Baseball-Reference register
B Demco,2023,pitcher,Brad Demco,Baseball-Reference register
B Donovan,2023,pitcher,Bryce Donovan,Baseball-Reference register
B Dorman,2023,pitcher,NA,unresolved
B Gilliam,2023,pitcher,Brock Gilliam,Baseball-Reference register
B Held,2023,pitcher,Brady Held,Baseball-Reference register
B Kaminer,2023,pitcher,Brandon Kaminer,Baseball-Reference register
B Lorah,2023,pitcher,NA,unresolved
B McCabe,2023,pitcher,Brandon McCabe,Baseball-Reference register
B McFadden,2023,pitcher,Blake McFadden,Baseball-Reference register + current roster
B McPherson,2023,pitcher,Brandon McPherson,Baseball-Reference register
B Pooler,2023,pitcher,Breonn Pooler,Baseball-Reference register
B Spears,2023,pitcher,Brayden Spears,Baseball-Reference register
B Traxel,2023,pitcher,NA,unresolved
B Williams,2023,pitcher,Brian Williams,Baseball-Reference register
C Allen,2023,pitcher,Chris Allen,Baseball-Reference register
C Barton,2023,pitcher,Connor Barton,Baseball-Reference register
C Carver,2023,pitcher,NA,unresolved
C Day,2023,pitcher,Christian Day,Baseball-Reference register
C Dykstra,2023,pitcher,NA,unresolved
C Housley,2023,pitcher,Connor Housley,Baseball-Reference register
C Jessee,2023,pitcher,Chase Jessee,Baseball-Reference register
C Linton,2023,pitcher,Carter Linton,Baseball-Reference register
C Macca,2023,pitcher,Chris Macca,Baseball-Reference register
C Marley,2023,pitcher,NA,unresolved
C Minchey,2023,pitcher,Casey Minchey,Baseball-Reference register
C Repetti,2023,pitcher,Cameron Repetti,Baseball-Reference register
C Runge,2023,pitcher,Collin Runge,Baseball-Reference register
C Schultz,2023,pitcher,Connor Schultz,Baseball-Reference register
C Stratton,2023,pitcher,Chase Stratton,Baseball-Reference register
C Thompson,2023,pitcher,NA,unresolved
C Wills,2023,pitcher,Cory Wills,Baseball-Reference register
C Woods,2023,pitcher,NA,unresolved
D Baird,2023,pitcher,Dusty Baird,Baseball-Reference register
D Champagne,2023,pitcher,NA,unresolved
D Day,2023,pitcher,Dawson Day,Baseball-Reference register
D Gotto,2023,pitcher,Dylan Gotto,Baseball-Reference register
D Kubiuk,2023,pitcher,NA,unresolved
D Landis,2023,pitcher,Dutch Landis,Baseball-Reference register
D Marrufo,2023,pitcher,Drew Marrufo,Baseball-Reference register
D Ross,2023,pitcher,Dalton Ross,Baseball-Reference register
D Silva,2023,pitcher,NA,unresolved
E Baram,2023,pitcher,Ed Baram,Baseball-Reference register
E Cuevas,2023,pitcher,NA,unresolved
E Kowalski,2023,pitcher,Evan Kowalski,Baseball-Reference register
E McRae,2023,pitcher,Ethan McRae,Baseball-Reference register
E Swanson,2023,pitcher,Ethan Swanson,Baseball-Reference register
F Pace,2023,pitcher,Foster Pace,Baseball-Reference register
F Racioppo,2023,pitcher,Frank Racioppo,Baseball-Reference register
G Blackman,2023,pitcher,Greg Blackman,Baseball-Reference register
G Gorrell,2023,pitcher,Gavin Gorrell,Baseball-Reference register
H Schilperoort,2023,pitcher,Hunter Schilperoort,Baseball-Reference register
I Fuentes,2023,pitcher,Izzy Fuentes,Baseball-Reference register
I Oxnevad,2023,pitcher,NA,unresolved
J Alvarez,2023,pitcher,NA,unresolved
J Ariza,2023,pitcher,JC Ariza,Baseball-Reference register
J Armstrong,2023,pitcher,NA,unresolved
