rk,name,team,gp,ab,h,rbi,bb,x2b,x3b,hr,xbh,k,avg,obp,slg,hbp,sf,sh,hdp,go,fo,go_fo,pa,season,player_type,total_bases,non_hr_xbh,x3b_from_slg,x2b_from_slg,player_name,x1b,ops,iso,bb_rate,k_rate,hr_rate,xbh_rate,woba
86,A Nunez,Rocky Mountain Vibes,62,221,62,18,12,0,0,1,1,49,0.281,0.318,0.294,0,0,NA,NA,NA,NA,NA,233,2021,hitter,65,0,0,0,A Nunez,61,0.612,0.012999999999999956,0.05150214592274678,0.21030042918454936,0.004291845493562232,0.004291845493562232,0.2770343347639485
87,A Armstrong,Ogden Raptors,62,174,48,22,18,0,0,1,1,30,0.276,0.344,0.293,0,0,NA,NA,NA,NA,NA,192,2021,hitter,51,0,0,0,A Armstrong,47,0.637,0.01699999999999996,0.09375,0.15625,0.005208333333333333,0.005208333333333333,0.29300520833333327
88,S Jabusch,Great Falls Voyagers,126,359,99,65,66,0,0,9,9,98,0.276,0.388,0.351,0,0,NA,NA,NA,NA,NA,425,2021,hitter,126,0,0,0,S Jabusch,90,0.739,0.07499999999999996,0.15529411764705883,0.23058823529411765,0.021176470588235293,0.021176470588235293,0.33969176470588236
89,E Rosales,Rocky Mountain Vibes,129,270,74,38,33,0,0,9,9,73,0.274,0.353,0.374,0,0,NA,NA,NA,NA,NA,303,2021,hitter,101,0,0,0,E Rosales,65,0.727,0.09999999999999998,0.10891089108910891,0.24092409240924093,0.0297029702970297,0.0297029702970297,0.32804950495049506
90,T Carranza,Billings Mustangs,76,258,70,41,59,0,0,13,13,83,0.271,0.407,0.422,0,0,NA,NA,NA,NA,NA,317,2021,hitter,109,0,0,0,T Carranza,57,0.829,0.15099999999999997,0.1861198738170347,0.2618296529968454,0.04100946372239748,0.04100946372239748,0.3742555205047319
91,G White,Boise Hawks,62,118,32,18,9,0,0,0,0,33,0.271,0.323,0.271,0,0,NA,NA,NA,NA,NA,127,2021,hitter,32,0,0,0,G White,32,0.5940000000000001,0,0.07086614173228346,0.25984251968503935,0,0,0.27264566929133854
92,A Monge,Grand Junction Jackalopes,45,142,38,19,16,0,0,0,0,38,0.268,0.342,0.268,0,0,NA,NA,NA,NA,NA,158,2021,hitter,38,0,0,0,A Monge,38,0.6100000000000001,0,0.10126582278481013,0.24050632911392406,0,0,0.28344303797468356
93,N Emanuel,Great Falls Voyagers,41,101,27,17,20,0,0,0,0,23,0.267,0.388,0.267,0,0,NA,NA,NA,NA,NA,121,2021,hitter,27,0,0,0,N Emanuel,27,0.655,0,0.1652892561983471,0.19008264462809918,0,0,0.312198347107438
94,C Mink,Ogden Raptors,32,64,17,8,7,0,0,1,1,22,0.266,0.338,0.313,0,0,NA,NA,NA,NA,NA,71,2021,hitter,20,0,0,0,C Mink,16,0.651,0.046999999999999986,0.09859154929577464,0.30985915492957744,0.014084507042253521,0.014084507042253521,0.2977323943661972
95,M Annone,Rocky Mountain Vibes,57,189,50,31,20,0,0,4,4,46,0.265,0.335,0.328,0,0,NA,NA,NA,NA,NA,209,2021,hitter,62,0,0,0,M Annone,46,0.663,0.063,0.09569377990430622,0.22009569377990432,0.019138755980861243,0.019138755980861243,0.3016842105263158
96,C Eusay,Missoula PaddleHeads,33,53,14,10,16,0,0,2,2,16,0.264,0.435,0.377,0,0,NA,NA,NA,NA,NA,69,2021,hitter,20,0,0,0,C Eusay,12,0.812,0.11299999999999999,0.2318840579710145,0.2318840579710145,0.028985507246376812,0.028985507246376812,0.3753333333333333
97,A Elder,Grand Junction Jackalopes,47,167,44,22,18,0,0,1,1,25,0.263,0.335,0.281,0,0,NA,NA,NA,NA,NA,185,2021,hitter,47,0,0,0,A Elder,43,0.6160000000000001,0.018000000000000016,0.0972972972972973,0.13513513513513514,0.005405405405405406,0.005405405405405406,0.2848918918918919
98,H Brown,Idaho Falls Chukars,24,80,21,18,10,0,0,2,2,20,0.263,0.344,0.338,0,0,NA,NA,NA,NA,NA,90,2021,hitter,27,0,0,0,H Brown,19,0.6819999999999999,0.07500000000000001,0.1111111111111111,0.2222222222222222,0.022222222222222223,0.022222222222222223,0.31082222222222217
99,T Sandoval,Grand Junction Jackalopes,18,54,14,9,4,0,0,2,2,22,0.259,0.31,0.37,0,0,NA,NA,NA,NA,NA,58,2021,hitter,20,0,0,0,T Sandoval,12,0.6799999999999999,0.11099999999999999,0.06896551724137931,0.3793103448275862,0.034482758620689655,0.034482758620689655,0.3037586206896552
100,B Perez,Rocky Mountain Vibes,70,290,75,25,13,0,0,3,3,59,0.259,0.29,0.29,0,0,NA,NA,NA,NA,NA,303,2021,hitter,84,0,0,0,B Perez,72,0.58,0.030999999999999972,0.0429042904290429,0.19471947194719472,0.009900990099009901,0.009900990099009901,0.2614158415841584
101,D Cornett,Billings Mustangs,38,97,25,18,9,0,0,1,1,14,0.258,0.321,0.289,0,0,NA,NA,NA,NA,NA,106,2021,hitter,28,0,0,0,D Cornett,24,0.61,0.030999999999999972,0.08490566037735849,0.1320754716981132,0.009433962264150943,0.009433962264150943,0.2794622641509434
102,J Esparza,Rocky Mountain Vibes,73,253,65,38,6,0,0,5,5,70,0.257,0.274,0.316,0,0,NA,NA,NA,NA,NA,259,2021,hitter,80,0,0,0,J Esparza,60,0.5900000000000001,0.059,0.023166023166023165,0.2702702702702703,0.019305019305019305,0.019305019305019305,0.26225868725868723
103,S Skelly,Boise Hawks,16,47,12,7,8,0,0,2,2,14,0.255,0.364,0.383,0,0,NA,NA,NA,NA,NA,55,2021,hitter,18,0,0,0,S Skelly,10,0.747,0.128,0.14545454545454545,0.2545454545454545,0.03636363636363636,0.03636363636363636,0.3382181818181818
104,M Skundrich,Billings Mustangs,67,221,56,34,27,0,0,3,3,60,0.253,0.335,0.294,0,0,NA,NA,NA,NA,NA,248,2021,hitter,65,0,0,0,M Skundrich,53,0.629,0.04099999999999998,0.10887096774193548,0.24193548387096775,0.012096774193548387,0.012096774193548387,0.29031048387096775
105,C Tirado,Rocky Mountain Vibes,30,87,22,7,6,0,0,3,3,27,0.253,0.301,0.356,0,0,NA,NA,NA,NA,NA,93,2021,hitter,31,0,0,0,C Tirado,19,0.657,0.10299999999999998,0.06451612903225806,0.2903225806451613,0.03225806451612903,0.03225806451612903,0.29370967741935483
106,C Comer,Billings Mustangs,53,176,44,18,23,0,0,6,6,44,0.25,0.337,0.352,0,0,NA,NA,NA,NA,NA,199,2021,hitter,62,0,0,0,C Comer,38,0.6890000000000001,0.10199999999999998,0.11557788944723618,0.22110552763819097,0.03015075376884422,0.03015075376884422,0.3126633165829146
106,K Kaufman,Ogden Raptors,32,88,22,21,7,0,0,3,3,9,0.25,0.305,0.352,0,0,NA,NA,NA,NA,NA,95,2021,hitter,31,0,0,0,K Kaufman,19,0.657,0.10199999999999998,0.07368421052631578,0.09473684210526316,0.031578947368421054,0.031578947368421054,0.2947894736842105
106,D Pearce,Ogden Raptors,34,32,8,12,4,0,0,2,2,7,0.25,0.333,0.438,0,0,NA,NA,NA,NA,NA,36,2021,hitter,14,0,0,0,D Pearce,6,0.771,0.188,0.1111111111111111,0.19444444444444445,0.05555555555555555,0.05555555555555555,0.3413888888888889
109,A Bond,Billings Mustangs,25,57,14,5,10,0,0,1,1,25,0.246,0.358,0.298,0,0,NA,NA,NA,NA,NA,67,2021,hitter,17,0,0,0,A Bond,13,0.6559999999999999,0.05199999999999999,0.14925373134328357,0.373134328358209,0.014925373134328358,0.014925373134328358,0.30664179104477607
109,A Eggleston,Great Falls Voyagers,36,57,14,10,4,0,0,1,1,14,0.246,0.295,0.298,0,0,NA,NA,NA,NA,NA,61,2021,hitter,17,0,0,0,A Eggleston,13,0.593,0.05199999999999999,0.06557377049180328,0.22950819672131148,0.01639344262295082,0.01639344262295082,0.2689344262295082
111,J Talamante,Missoula PaddleHeads,18,29,7,2,6,0,0,0,0,9,0.241,0.371,0.241,0,0,NA,NA,NA,NA,NA,35,2021,hitter,7,0,0,0,J Talamante,7,0.612,0,0.17142857142857143,0.2571428571428571,0,0,0.2958857142857143
112,M Harris,Boise Hawks,57,160,38,27,25,0,0,6,6,60,0.237,0.341,0.35,0,0,NA,NA,NA,NA,NA,185,2021,hitter,56,0,0,0,M Harris,32,0.6910000000000001,0.11299999999999999,0.13513513513513514,0.32432432432432434,0.032432432432432434,0.032432432432432434,0.3149837837837838
113,B Smith,Boise Hawks,46,154,35,34,21,0,0,8,8,33,0.227,0.32,0.383,0,0,NA,NA,NA,NA,NA,175,2021,hitter,59,0,0,0,B Smith,27,0.7030000000000001,0.156,0.12,0.18857142857142858,0.045714285714285714,0.045714285714285714,0.31585142857142856
114,J Malec,Great Falls Voyagers,45,128,29,11,24,0,0,1,1,51,0.227,0.349,0.25,0,0,NA,NA,NA,NA,NA,152,2021,hitter,32,0,0,0,J Malec,28,0.599,0.022999999999999993,0.15789473684210525,0.3355263157894737,0.006578947368421052,0.006578947368421052,0.2863486842105263
115,C Gallardo,Rocky Mountain Vibes,58,166,37,13,28,0,0,1,1,43,0.223,0.335,0.241,0,0,NA,NA,NA,NA,NA,194,2021,hitter,40,0,0,0,C Gallardo,36,0.5760000000000001,0.017999999999999988,0.14432989690721648,0.22164948453608246,0.005154639175257732,0.005154639175257732,0.27520103092783504
116,G Bautista,Billings Mustangs,32,90,20,12,8,0,0,1,1,18,0.222,0.286,0.256,0,0,NA,NA,NA,NA,NA,98,2021,hitter,23,0,0,0,G Bautista,19,0.542,0.034,0.08163265306122448,0.1836734693877551,0.01020408163265306,0.01020408163265306,0.24992857142857142
117,B Broussard,Billings Mustangs,70,220,46,29,42,0,0,4,4,58,0.209,0.336,0.264,0,0,NA,NA,NA,NA,NA,262,2021,hitter,58,0,0,0,B Broussard,42,0.6000000000000001,0.05500000000000002,0.16030534351145037,0.22137404580152673,0.015267175572519083,0.015267175572519083,0.2850381679389313
118,T Budnick,Ogden Raptors,42,24,5,0,4,0,0,0,0,10,0.208,0.321,0.208,0,0,NA,NA,NA,NA,NA,28,2021,hitter,5,0,0,0,T Budnick,5,0.529,0,0.14285714285714285,0.35714285714285715,0,0,0.2571428571428572
119,F Rodriguez,Rocky Mountain Vibes,28,77,15,8,5,0,0,0,0,24,0.195,0.244,0.195,0,0,NA,NA,NA,NA,NA,82,2021,hitter,15,0,0,0,F Rodriguez,15,0.439,0,0.06097560975609756,0.2926829268292683,0,0,0.2045121951219512
120,A Kern,Great Falls Voyagers,41,27,5,3,3,0,0,0,0,18,0.185,0.267,0.185,0,0,NA,NA,NA,NA,NA,30,2021,hitter,5,0,0,0,A Kern,5,0.452,0,0.1,0.6,0,0,0.217
121,E Carrillo,Rocky Mountain Vibes,18,30,5,2,1,0,0,0,0,11,0.167,0.194,0.167,0,0,NA,NA,NA,NA,NA,31,2021,hitter,5,0,0,0,E Carrillo,5,0.361,0,0.03225806451612903,0.3548387096774194,0,0,0.16548387096774195
122,Q Jones,Great Falls Voyagers,25,20,3,1,1,0,0,0,0,7,0.15,0.19,0.15,0,0,NA,NA,NA,NA,NA,21,2021,hitter,3,0,0,0,Q Jones,3,0.33999999999999997,0,0.047619047619047616,0.3333333333333333,0,0,0.15971428571428573
123,A Kaufman,Billings Mustangs,32,28,4,2,2,0,0,0,0,13,0.143,0.2,0.143,0,0,NA,NA,NA,NA,NA,30,2021,hitter,4,0,0,0,A Kaufman,4,0.34299999999999997,0,0.06666666666666667,0.43333333333333335,0,0,0.16440000000000002
123,C Stratton,Grand Junction Jackalopes,13,21,3,2,1,0,0,0,0,5,0.143,0.182,0.143,0,0,NA,NA,NA,NA,NA,22,2021,hitter,3,0,0,0,C Stratton,3,0.32499999999999996,0,0.045454545454545456,0.22727272727272727,0,0,0.15245454545454545
123,M Thomas,Great Falls Voyagers,29,14,2,1,1,0,0,0,0,7,0.143,0.2,0.143,0,0,NA,NA,NA,NA,NA,15,2021,hitter,2,0,0,0,M Thomas,2,0.34299999999999997,0,0.06666666666666667,0.4666666666666667,0,0,0.16440000000000002
1,C Grant-Debose,Great Falls Voyagers,15,1,1,0,NA,NA,NA,NA,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,1,2022,hitter,1,NA,NA,NA,C Grant-Debose,NA,2,0,NA,NA,NA,0,NA
1,B Pooler,Great Falls Voyagers,14,1,1,1,NA,NA,NA,NA,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,1,2022,hitter,1,NA,NA,NA,B Pooler,NA,2,0,NA,NA,NA,0,NA
3,D Day,Glacier Range Riders,13,5,4,1,1,0,0,1,1,1,0.8,0.833,1.4,0,0,NA,NA,NA,NA,NA,6,2022,hitter,7,0,0,0,D Day,3,2.2329999999999997,0.5999999999999999,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.9091666666666667
4,D Jacob,Grand Junction Jackalopes,1,3,2,1,NA,NA,NA,NA,0,NA,0.667,0.667,0.667,0,0,NA,NA,1,NA,NA,3,2022,hitter,2,NA,NA,NA,D Jacob,NA,1.334,0,NA,NA,NA,0,NA
5,B Demco,Great Falls Voyagers,36,2,1,0,NA,NA,NA,NA,0,1,0.5,0.5,0.5,0,0,NA,NA,NA,NA,NA,2,2022,hitter,1,NA,NA,NA,B Demco,NA,1,0,NA,0.5,NA,0,NA
5,Q Jones,Great Falls Voyagers,20,2,1,1,NA,NA,NA,NA,0,1,0.5,0.5,0.5,0,0,NA,NA,NA,NA,NA,2,2022,hitter,1,NA,NA,NA,Q Jones,NA,1,0,NA,0.5,NA,0,NA
5,J Reinhardt,Idaho Falls Chukars,2,6,3,0,3,NA,NA,NA,0,1,0.5,0.667,0.5,0,0,NA,NA,1,1,1,9,2022,hitter,3,NA,NA,NA,J Reinhardt,NA,1.167,0,0.3333333333333333,0.1111111111111111,NA,0,NA
8,C Estrada,Idaho Falls Chukars,55,208,89,66,37,23,0,13,36,28,0.428,0.51,0.726,1,3,NA,3,51,41,1.24,249,2022,hitter,151,23,0,23,C Estrada,53,1.236,0.298,0.14859437751004015,0.11244979919678715,0.05220883534136546,0.14457831325301204,0.5215341365461847
9,H Hudson,Idaho Falls Chukars,10,27,11,14,3,4,0,2,6,8,0.407,0.467,0.778,0,0,NA,NA,5,3,1.67,30,2022,hitter,21,4,0,4,H Hudson,5,1.245,0.37100000000000005,0.1,0.26666666666666666,0.06666666666666667,0.2,0.5265333333333333
9,R Jepson,Great Falls Voyagers,66,243,99,55,61,17,4,12,33,32,0.407,0.524,0.658,2,3,NA,7,68,44,1.55,309,2022,hitter,160,21,4,17,R Jepson,66,1.182,0.25100000000000006,0.19741100323624594,0.10355987055016182,0.038834951456310676,0.10679611650485436,0.5029935275080906
11,N Popa,Grand Junction Jackalopes,93,392,159,85,23,19,5,6,30,58,0.406,0.449,0.526,12,5,1,2,88,80,1.1,433,2022,hitter,206,24,5,19,N Popa,129,0.9750000000000001,0.12,0.053117782909930716,0.13394919168591224,0.013856812933025405,0.06928406466512702,0.4257430555555556
12,J Agnew,Grand Junction Jackalopes,25,5,2,2,NA,0,0,1,1,1,0.4,0.4,1,0,0,NA,NA,1,1,1,5,2022,hitter,5,0,0,0,J Agnew,1,1.4,0.6,NA,0.2,0.2,0.2,NA
12,G Buhner,Ogden Raptors,9,25,10,2,3,4,NA,NA,4,5,0.4,0.5,0.56,2,0,NA,1,7,3,2.33,30,2022,hitter,14,NA,NA,NA,G Buhner,NA,1.06,0.16000000000000003,0.1,0.16666666666666666,NA,0.13333333333333333,NA
12,A Ludwick,Missoula PaddleHeads,5,10,4,3,NA,NA,NA,NA,0,2,0.4,0.4,0.4,0,0,NA,NA,2,2,1,10,2022,hitter,4,NA,NA,NA,A Ludwick,NA,0.8,0,NA,0.2,NA,0,NA
15,L Sparks,Missoula PaddleHeads,88,346,138,85,49,28,5,18,51,60,0.399,0.461,0.665,0,11,NA,5,63,80,0.79,406,2022,hitter,230,33,5,28,L Sparks,87,1.1260000000000001,0.266,0.1206896551724138,0.1477832512315271,0.04433497536945813,0.12561576354679804,0.4742660098522168
16,A Guadalupe,Colorado Springs Sky Sox,35,128,51,28,17,13,0,6,19,22,0.398,0.484,0.641,6,2,1,4,35,22,1.59,154,2022,hitter,82,13,0,13,A Guadalupe,32,1.125,0.243,0.11038961038961038,0.14285714285714285,0.03896103896103896,0.12337662337662338,0.4810915032679738
17,L Williams,Ogden Raptors,22,71,28,8,8,3,0,2,5,25,0.394,0.457,0.521,1,1,NA,NA,9,10,0.9,81,2022,hitter,37,3,0,3,L Williams,23,0.978,0.127,0.09876543209876543,0.30864197530864196,0.024691358024691357,0.06172839506172839,0.4281604938271605
18,G Diaz,Rocky Mountain Vibes,88,376,148,41,32,16,2,2,20,26,0.394,0.446,0.463,6,3,2,11,112,87,1.29,419,2022,hitter,174,18,2,16,G Diaz,128,0.909,0.069,0.07637231503579953,0.06205250596658711,0.00477326968973747,0.0477326968973747,0.40250839328537164
19,D Molinari,Colorado Springs Sky Sox,6,23,9,5,5,1,0,1,2,5,0.391,0.483,0.565,0,1,NA,NA,4,5,0.8,29,2022,hitter,13,1,0,1,D Molinari,7,1.048,0.17399999999999993,0.1724137931034483,0.1724137931034483,0.034482758620689655,0.06896551724137931,0.4495862068965517
20,P Chung,Missoula PaddleHeads,33,95,37,20,6,5,3,2,10,5,0.389,0.419,0.568,1,3,NA,1,26,28,0.93,105,2022,hitter,54,8,3,5,P Chung,27,0.9869999999999999,0.17899999999999994,0.05714285714285714,0.047619047619047616,0.01904761904761905,0.09523809523809523,0.4213619047619047
21,C Steele,Colorado Springs Sky Sox,9,18,7,1,1,NA,NA,NA,0,NA,0.389,0.421,0.389,0,0,1,1,7,5,1.4,20,2022,hitter,7,NA,NA,NA,C Steele,NA,0.81,0,0.05,NA,NA,0,NA
22,B Trammell,Glacier Range Riders,12,44,17,12,3,2,1,2,5,13,0.386,0.438,0.614,1,0,NA,1,8,5,1.6,48,2022,hitter,27,3,1,2,B Trammell,12,1.052,0.22799999999999998,0.0625,0.2708333333333333,0.041666666666666664,0.10416666666666667,0.4543333333333333
23,J Broughton,Ogden Raptors,88,365,139,71,39,25,8,14,47,56,0.381,0.437,0.608,2,6,NA,3,69,95,0.73,412,2022,hitter,222,33,8,25,J Broughton,92,1.045,0.22699999999999998,0.09466019417475728,0.13592233009708737,0.03398058252427184,0.11407766990291263,0.447007281553398
24,L Navarro,Rocky Mountain Vibes,60,211,79,44,46,19,2,6,27,25,0.374,0.49,0.569,4,2,NA,4,67,36,1.86,263,2022,hitter,120,21,2,19,L Navarro,52,1.059,0.19499999999999995,0.17490494296577946,0.09505703422053231,0.022813688212927757,0.10266159695817491,0.4592813688212928
25,C LeBron,Boise Hawks,10,43,16,14,4,5,NA,NA,5,13,0.372,0.417,0.488,0,1,NA,NA,9,5,1.8,48,2022,hitter,21,NA,NA,NA,C LeBron,NA,0.905,0.11599999999999999,0.08333333333333333,0.2708333333333333,NA,0.10416666666666667,NA
26,D Stroup,Idaho Falls Chukars,92,386,143,105,25,24,3,23,50,94,0.37,0.413,0.627,12,13,NA,15,65,94,0.69,436,2022,hitter,242,27,3,24,D Stroup,93,1.04,0.257,0.05733944954128441,0.21559633027522937,0.052752293577981654,0.11467889908256881,0.44076376146789
27,M Warkentin,Ogden Raptors,15,46,17,19,10,5,0,4,9,13,0.37,0.538,0.739,8,1,NA,NA,7,8,0.88,65,2022,hitter,34,5,0,5,M Warkentin,8,1.2770000000000001,0.369,0.15384615384615385,0.2,0.06153846153846154,0.13846153846153847,0.5313692307692308
28,J Valdez,Ogden Raptors,94,379,140,109,33,25,2,21,48,55,0.369,0.433,0.612,14,6,5,8,75,105,0.71,437,2022,hitter,232,27,2,25,J Valdez,92,1.045,0.243,0.07551487414187644,0.12585812356979406,0.04805491990846682,0.10983981693363844,0.44838425925925923
29,J Newman,Missoula PaddleHeads,88,355,131,115,43,19,2,32,53,63,0.369,0.441,0.704,7,5,NA,13,84,68,1.24,410,2022,hitter,250,21,2,19,J Newman,78,1.145,0.33499999999999996,0.1048780487804878,0.15365853658536585,0.07804878048780488,0.12926829268292683,0.48439268292682924
30,J Lara,Rocky Mountain Vibes,15,41,15,4,4,2,1,NA,3,16,0.366,0.449,0.463,3,1,NA,NA,6,4,1.5,49,2022,hitter,19,NA,NA,NA,J Lara,NA,0.912,0.09700000000000003,0.08163265306122448,0.32653061224489793,NA,0.061224489795918366,NA
31,T Bouchard,Colorado Springs Sky Sox,67,257,94,53,32,21,5,12,38,76,0.366,0.438,0.626,2,1,NA,4,50,37,1.35,292,2022,hitter,161,26,5,21,T Bouchard,56,1.064,0.26,0.1095890410958904,0.2602739726027397,0.0410958904109589,0.13013698630136986,0.4562842465753424
32,J Reyes,Idaho Falls Chukars,69,281,102,56,24,20,3,6,29,39,0.363,0.412,0.52,0,1,2,8,88,44,2,308,2022,hitter,146,23,3,20,J Reyes,73,0.9319999999999999,0.15700000000000003,0.07792207792207792,0.1266233766233766,0.01948051948051948,0.09415584415584416,0.40607189542483657
33,A Don,Idaho Falls Chukars,16,69,25,13,5,4,NA,NA,4,15,0.362,0.421,0.42,2,0,NA,NA,19,10,1.9,76,2022,hitter,29,NA,NA,NA,A Don,NA,0.841,0.057999999999999996,0.06578947368421052,0.19736842105263158,NA,0.05263157894736842,NA
34,A Elder,Grand Junction Jackalopes,34,116,42,15,19,6,NA,NA,6,9,0.362,0.475,0.414,6,0,NA,1,31,29,1.07,141,2022,hitter,48,NA,NA,NA,A Elder,NA,0.889,0.05199999999999999,0.1347517730496454,0.06382978723404255,NA,0.0425531914893617,NA
35,C Petersen,Grand Junction Jackalopes,74,264,95,75,46,15,6,14,35,79,0.36,0.469,0.621,10,2,1,4,48,35,1.37,323,2022,hitter,164,21,6,15,C Petersen,60,1.0899999999999999,0.261,0.14241486068111456,0.24458204334365324,0.043343653250773995,0.10835913312693499,0.4671273291925466
36,G Howell,Glacier Range Riders,23,81,29,25,16,7,0,5,12,18,0.358,0.485,0.63,4,0,NA,1,16,14,1.14,101,2022,hitter,51,7,0,7,G Howell,17,1.115,0.272,0.15841584158415842,0.1782178217821782,0.04950495049504951,0.1188118811881188,0.4794653465346535
37,S Strong,Colorado Springs Sky Sox,4,14,5,5,2,1,1,NA,2,4,0.357,0.412,0.571,0,1,NA,NA,3,3,1,17,2022,hitter,8,NA,NA,NA,S Strong,NA,0.9829999999999999,0.21399999999999997,0.11764705882352941,0.23529411764705882,NA,0.11764705882352941,NA
37,S Troyer,Idaho Falls Chukars,26,112,40,19,7,14,2,NA,16,26,0.357,0.438,0.518,9,0,NA,2,23,19,1.21,128,2022,hitter,58,NA,NA,NA,S Troyer,NA,0.956,0.16100000000000003,0.0546875,0.203125,NA,0.125,NA
39,A Sequera,Boise Hawks,46,197,70,38,26,25,0,2,27,28,0.355,0.431,0.513,1,1,NA,5,46,44,1.05,225,2022,hitter,101,25,0,25,A Sequera,43,0.944,0.15800000000000003,0.11555555555555555,0.12444444444444444,0.008888888888888889,0.12,0.4125466666666666
40,M Feinstein,Idaho Falls Chukars,28,113,40,22,26,7,0,7,14,29,0.354,0.486,0.602,4,1,NA,4,21,22,0.95,144,2022,hitter,68,7,0,7,M Feinstein,26,1.088,0.248,0.18055555555555555,0.2013888888888889,0.04861111111111111,0.09722222222222222,0.46888888888888886
40,N Scantlin,Grand Junction Jackalopes,26,113,40,13,15,7,1,NA,8,17,0.354,0.443,0.434,3,0,NA,NA,23,26,0.88,131,2022,hitter,49,NA,NA,NA,N Scantlin,NA,0.877,0.08000000000000002,0.11450381679389313,0.1297709923664122,NA,0.061068702290076333,NA
42,B Bohning,Idaho Falls Chukars,25,85,30,12,15,2,1,NA,3,17,0.353,0.467,0.4,4,1,1,2,20,17,1.18,106,2022,hitter,34,NA,NA,NA,B Bohning,NA,0.867,0.04700000000000004,0.14150943396226415,0.16037735849056603,NA,0.02830188679245283,NA
43,K Higgins,Colorado Springs Sky Sox,85,335,118,57,13,13,3,3,19,62,0.352,0.379,0.436,2,1,1,8,90,57,1.58,352,2022,hitter,146,16,3,13,K Higgins,99,0.815,0.08400000000000002,0.036931818181818184,0.17613636363636365,0.008522727272727272,0.05397727272727273,0.358974358974359
44,C Dunn,Glacier Range Riders,44,166,58,25,10,12,1,3,16,22,0.349,0.386,0.488,0,0,2,7,54,27,2,178,2022,hitter,81,13,1,12,C Dunn,42,0.874,0.139,0.056179775280898875,0.12359550561797752,0.016853932584269662,0.0898876404494382,0.3827670454545454
45,U Cantu,Rocky Mountain Vibes,83,337,116,77,41,21,1,14,36,71,0.344,0.417,0.537,4,4,NA,10,82,58,1.41,386,2022,hitter,181,22,1,21,U Cantu,80,0.954,0.19300000000000006,0.10621761658031088,0.18393782383419688,0.03626943005181347,0.09326424870466321,0.41434974093264254
46,J Fitzpatrick,Grand Junction Jackalopes,42,160,55,35,13,11,0,7,18,35,0.344,0.398,0.544,2,1,1,1,26,41,0.63,177,2022,hitter,87,11,0,11,J Fitzpatrick,37,0.9420000000000001,0.20000000000000007,0.07344632768361582,0.1977401129943503,0.03954802259887006,0.1016949152542373,0.4088522727272727
47,B Dansereau,Ogden Raptors,86,335,115,93,32,23,6,12,41,77,0.343,0.425,0.555,19,5,NA,4,59,82,0.72,391,2022,hitter,186,29,6,23,B Dansereau,74,0.98,0.21200000000000002,0.08184143222506395,0.1969309462915601,0.030690537084398978,0.10485933503836317,0.42365984654731453
48,J Teixeira,Boise Hawks,90,352,120,84,37,28,3,15,46,31,0.341,0.411,0.565,10,7,NA,16,83,111,0.75,406,2022,hitter,199,31,3,28,J Teixeira,74,0.976,0.22399999999999992,0.09113300492610837,0.07635467980295567,0.03694581280788178,0.11330049261083744,0.41973645320197045
49,C Lopez,Rocky Mountain Vibes,63,244,83,46,28,17,0,4,21,28,0.34,0.406,0.459,1,3,2,5,74,60,1.23,278,2022,hitter,112,17,0,17,C Lopez,62,0.865,0.119,0.10071942446043165,0.10071942446043165,0.014388489208633094,0.07553956834532374,0.3808297101449275
50,A Garcia,Rocky Mountain Vibes,17,62,21,14,7,4,1,NA,5,13,0.339,0.403,0.435,1,2,NA,1,14,15,0.93,72,2022,hitter,27,NA,NA,NA,A Garcia,NA,0.8380000000000001,0.09599999999999997,0.09722222222222222,0.18055555555555555,NA,0.06944444444444445,NA
51,T Kelly,Idaho Falls Chukars,38,133,45,27,22,12,1,4,17,13,0.338,0.447,0.534,5,1,NA,3,32,41,0.78,161,2022,hitter,71,13,1,12,T Kelly,28,0.9810000000000001,0.196,0.13664596273291926,0.08074534161490683,0.024844720496894408,0.10559006211180125,0.42811180124223597
52,N Gatewood,Missoula PaddleHeads,94,403,136,96,20,36,2,14,52,67,0.337,0.369,0.541,5,8,NA,8,91,113,0.81,436,2022,hitter,218,38,2,36,N Gatewood,84,0.91,0.20400000000000001,0.045871559633027525,0.1536697247706422,0.03211009174311927,0.11926605504587157,0.3908348623853211
53,A Atwood,Great Falls Voyagers,22,92,31,20,11,6,1,3,10,14,0.337,0.411,0.522,2,2,NA,3,25,21,1.19,107,2022,hitter,48,7,1,6,A Atwood,21,0.933,0.185,0.102803738317757,0.1308411214953271,0.028037383177570093,0.09345794392523364,0.4039906542056074
54,T DeBonville,Idaho Falls Chukars,31,119,40,25,8,7,2,4,13,34,0.336,0.375,0.529,0,1,NA,2,20,21,0.95,128,2022,hitter,63,9,2,7,T DeBonville,27,0.904,0.193,0.0625,0.265625,0.03125,0.1015625,0.39085156249999997
55,E Lopez,Rocky Mountain Vibes,64,259,87,48,22,10,8,10,28,50,0.336,0.388,0.552,2,3,NA,7,64,56,1.14,286,2022,hitter,143,18,8,10,E Lopez,59,0.9400000000000001,0.21600000000000003,0.07692307692307693,0.17482517482517482,0.03496503496503497,0.0979020979020979,0.40441958041958037
