player_name,team,season,gp,pa,ab,h,x2b,x3b,hr,bb,hbp,sf,k,x1b,avg,obp,slg,ops,iso,bb_rate,k_rate,hr_rate,xbh,xbh_rate,lg_obp,lg_slg,ops_plus
A Davis,Rocky Mountain Vibes,2024,88,429,366,120,27,3,10,54,4,2,77,80,0.32786885245901637,0.4178403755868544,0.5,0.9178403755868544,0.17213114754098363,0.1258741258741259,0.1794871794871795,0.02331002331002331,40,0.09324009324009323,0.42426261705187107,0.5369379014989293,92
A Don,Idaho Falls Chukars,2021,62,287,255,72,0,0,4,32,0,0,72,68,0.2823529411764706,0.3623693379790941,0.32941176470588235,0.6917811026849765,0.04705882352941176,0.11149825783972124,0.2508710801393728,0.01393728222996515,4,0.01393728222996515,0.38673711547933554,0.40390518846560314,75
A Don,Idaho Falls Chukars,2022,16,76,69,25,4,0,0,5,2,0,15,21,0.36231884057971014,0.42105263157894735,0.42028985507246375,0.8413424866514111,0.0579710144927536,0.06578947368421052,0.1973684210526316,0,4,0.05263157894736842,0.40321965362020296,0.5054686478713669,88
A Eggleston,Great Falls Voyagers,2021,36,61,57,14,0,0,1,4,0,0,14,13,0.24561403508771928,0.29508196721311475,0.2982456140350877,0.5933275812482024,0.05263157894736842,0.06557377049180328,0.22950819672131148,0.01639344262295082,1,0.01639344262295082,0.38673711547933554,0.40390518846560314,50
A Elder,Grand Junction Jackalopes,2021,47,185,167,44,0,0,1,18,0,0,25,43,0.2634730538922156,0.33513513513513515,0.281437125748503,0.6165722608836381,0.0179640718562874,0.0972972972972973,0.13513513513513514,0.0054054054054054,1,0.0054054054054054,0.38673711547933554,0.40390518846560314,56
A Elder,Grand Junction Jackalopes,2022,34,141,116,42,6,0,0,19,6,0,9,36,0.3620689655172414,0.475177304964539,0.41379310344827586,0.8889704084128149,0.05172413793103447,0.1347517730496454,0.06382978723404255,0,6,0.0425531914893617,0.40321965362020296,0.5054686478713669,100
A Fernandes,Glacier Range Riders,2026,28,131,98,36,10,3,2,30,2,0,11,21,0.3673469387755102,0.5230769230769231,0.5918367346938775,1.1149136577708003,0.22448979591836732,0.22900763358778625,0.08396946564885496,0.01526717557251908,15,0.11450381679389313,0.45414410662224075,0.5942808322444467,115
A Figueredo,Billings Mustangs,2023,33,155,129,37,9,0,9,17,8,1,18,19,0.2868217054263566,0.4,0.5658914728682171,0.9658914728682172,0.27906976744186046,0.10967741935483873,0.11612903225806452,0.05806451612903226,18,0.11612903225806452,0.4157126208267636,0.5195080916519789,105
A Figueredo,Yuba-Sutter Freebirds,2024,69,286,234,72,16,0,7,43,1,8,46,49,0.3076923076923077,0.4055944055944056,0.4658119658119658,0.8714063714063713,0.1581196581196581,0.15034965034965034,0.16083916083916083,0.02447552447552447,23,0.08041958041958042,0.42426261705187107,0.5369379014989293,82
A Fishberg,Idaho Falls Chukars,2021,33,86,79,28,0,0,3,7,0,0,11,25,0.35443037974683544,0.4069767441860465,0.4683544303797468,0.8753311745657933,0.1139240506329114,0.08139534883720931,0.12790697674418605,0.03488372093023256,3,0.03488372093023256,0.38673711547933554,0.40390518846560314,121
A Fogel,Missoula PaddleHeads,2024,89,428,348,135,27,1,35,61,16,3,88,72,0.3879310344827586,0.4953271028037383,0.7729885057471264,1.268315608550865,0.3850574712643678,0.1425233644859813,0.205607476635514,0.08177570093457943,63,0.14719626168224298,0.42426261705187107,0.5369379014989293,161
A Fogel,Missoula PaddleHeads,2025,79,376,320,124,21,2,34,38,12,6,63,67,0.3875,0.4627659574468085,0.784375,1.2471409574468084,0.396875,0.10106382978723404,0.1675531914893617,0.09042553191489362,57,0.15159574468085107,0.43016503667481665,0.5454872866095224,151
A Fritz,Great Falls Voyagers,2024,17,46,41,14,2,0,1,4,0,1,9,11,0.34146341463414637,0.391304347826087,0.4634146341463415,0.8547189819724285,0.12195121951219512,0.08695652173913043,0.1956521739130435,0.0217391304347826,3,0.06521739130434782,0.42426261705187107,0.5369379014989293,79
A Fritz,Great Falls Voyagers,2025,82,335,286,94,21,2,12,40,1,8,38,59,0.32867132867132864,0.40298507462686567,0.541958041958042,0.9449431165849076,0.21328671328671336,0.11940298507462686,0.11343283582089551,0.03582089552238806,35,0.1044776119402985,0.43016503667481665,0.5454872866095224,93
A Garcia,Rocky Mountain Vibes,2022,17,72,62,21,4,1,0,7,1,2,13,16,0.3387096774193548,0.4027777777777778,0.43548387096774194,0.8382616487455197,0.09677419354838712,0.09722222222222222,0.18055555555555555,0,5,0.06944444444444445,0.40321965362020296,0.5054686478713669,86
A Gauna,Great Falls Voyagers,2026,14,51,44,16,2,0,1,3,4,0,6,13,0.3636363636363637,0.4509803921568627,0.4772727272727273,0.92825311942959,0.11363636363636365,0.0588235294117647,0.1176470588235294,0.0196078431372549,3,0.0588235294117647,0.45414410662224075,0.5942808322444467,80
A Guadalupe,Colorado Springs Sky Sox,2022,35,154,128,51,13,0,6,17,6,2,22,32,0.3984375,0.48366013071895425,0.640625,1.1242851307189543,0.2421875,0.11038961038961038,0.14285714285714285,0.03896103896103896,19,0.12337662337662338,0.40321965362020296,0.5054686478713669,147
A Guadalupe,Colorado Springs Sky Sox,2023,85,366,333,117,21,4,17,23,3,5,39,75,0.35135135135135137,0.3928571428571429,0.5915915915915916,0.9844487344487344,0.2402402402402402,0.06284153005464481,0.10655737704918032,0.04644808743169399,42,0.11475409836065574,0.4157126208267636,0.5195080916519789,108
A Guadalupe,Colorado Springs Sky Sox,2024,21,78,65,24,5,0,3,12,1,0,11,16,0.3692307692307693,0.47435897435897434,0.5846153846153846,1.058974358974359,0.2153846153846154,0.15384615384615383,0.14102564102564102,0.03846153846153846,8,0.10256410256410256,0.42426261705187107,0.5369379014989293,121
A Hanson,Rocky Mountain Vibes,2022,63,221,197,58,13,3,4,18,3,2,50,38,0.29441624365482233,0.35909090909090907,0.4517766497461929,0.8108675588371019,0.1573604060913706,0.08144796380090498,0.22624434389140272,0.01809954751131222,20,0.09049773755656108,0.40321965362020296,0.5054686478713669,78
A Herron Jr.,Rocky Mountain Vibes,2023,64,268,235,76,16,1,7,26,4,3,49,52,0.32340425531914896,0.3955223880597014,0.4893617021276595,0.884884090187361,0.1659574468085106,0.09701492537313432,0.1828358208955224,0.02611940298507462,24,0.08955223880597014,0.4157126208267636,0.5195080916519789,89
A Kaufman,Billings Mustangs,2021,32,30,28,4,0,0,0,2,0,0,13,4,0.14285714285714285,0.2,0.14285714285714285,0.34285714285714286,0,0.06666666666666667,0.43333333333333335,0,0,0,0.38673711547933554,0.40390518846560314,-13
A Kern,Great Falls Voyagers,2021,41,30,27,5,0,0,0,3,0,0,18,5,0.18518518518518515,0.26666666666666666,0.18518518518518515,0.45185185185185184,0,0.1,0.6,0,0,0,0.38673711547933554,0.40390518846560314,15
A Kirchner,Yuba-Sutter Freebirds,2026,34,141,131,47,9,1,8,9,0,1,32,29,0.35877862595419846,0.3971631205673759,0.6259541984732825,1.0231173190406584,0.267175572519084,0.06382978723404255,0.22695035460992907,0.05673758865248227,18,0.1276595744680851,0.45414410662224075,0.5942808322444467,93
A Ludwick,Missoula PaddleHeads,2022,5,10,10,4,0,0,0,0,0,0,2,4,0.4,0.4,0.4,0.8,0,0,0.2,0,0,0,0.40321965362020296,0.5054686478713669,78
A MacKenzie,Great Falls Voyagers,2025,2,3,3,1,0,0,0,0,0,0,2,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0.6666666666666666,0,0,0,0.43016503667481665,0.5454872866095224,39
A Manisero,Great Falls Voyagers,2026,48,175,148,52,11,2,6,18,8,1,28,33,0.35135135135135137,0.4457142857142858,0.5743243243243243,1.02003861003861,0.22297297297297297,0.10285714285714286,0.16,0.03428571428571429,19,0.10857142857142855,0.45414410662224075,0.5942808322444467,95
A Mata,Idaho Falls Chukars,2024,35,156,137,42,4,2,3,16,0,1,32,33,0.30656934306569344,0.37662337662337664,0.4306569343065693,0.807280310929946,0.12408759124087589,0.10256410256410256,0.20512820512820512,0.01923076923076923,9,0.05769230769230769,0.42426261705187107,0.5369379014989293,69
A Mata,Idaho Falls Chukars,2025,71,309,280,97,20,4,5,21,3,4,46,68,0.3464285714285714,0.3928571428571429,0.5,0.8928571428571428,0.15357142857142858,0.06796116504854369,0.1488673139158576,0.01618122977346278,29,0.09385113268608414,0.43016503667481665,0.5454872866095224,83
A Meggs,Grand Junction Jackalopes,2023,49,223,192,60,10,0,1,23,1,5,23,49,0.3125,0.38009049773755654,0.3802083333333333,0.7602988310708898,0.06770833333333331,0.1031390134529148,0.1031390134529148,0.00448430493273542,11,0.04932735426008968,0.4157126208267636,0.5195080916519789,65
A Monge,Grand Junction Jackalopes,2021,45,158,142,38,0,0,0,16,0,0,38,38,0.2676056338028169,0.34177215189873417,0.2676056338028169,0.609377785701551,0,0.10126582278481013,0.24050632911392408,0,0,0,0.38673711547933554,0.40390518846560314,55
A Mow,Billings Mustangs,2022,35,99,84,25,7,1,3,12,3,0,15,14,0.2976190476190476,0.404040404040404,0.5119047619047619,0.9159451659451658,0.21428571428571425,0.12121212121212122,0.15151515151515152,0.0303030303030303,11,0.1111111111111111,0.40321965362020296,0.5054686478713669,101
A Nielsen,Grand Junction Jackalopes,2022,68,295,262,83,13,0,2,22,4,3,36,68,0.31679389312977096,0.3745704467353952,0.3893129770992366,0.7638834238346318,0.07251908396946566,0.07457627118644068,0.12203389830508476,0.00677966101694915,15,0.05084745762711865,0.40321965362020296,0.5054686478713669,70
A Nielsen,Grand Junction Jackalopes,2023,20,45,40,12,2,0,1,3,0,0,7,9,0.3,0.3488372093023256,0.425,0.7738372093023256,0.125,0.06666666666666667,0.15555555555555556,0.02222222222222222,3,0.06666666666666667,0.4157126208267636,0.5195080916519789,66
A Noviello,Missoula PaddleHeads,2022,49,193,162,49,11,0,3,28,1,2,32,35,0.30246913580246915,0.4041450777202073,0.42592592592592593,0.8300710036461332,0.12345679012345678,0.14507772020725387,0.16580310880829016,0.0155440414507772,14,0.07253886010362694,0.40321965362020296,0.5054686478713669,84
A Nunez,Rocky Mountain Vibes,2021,62,233,221,62,0,0,1,12,0,0,49,61,0.28054298642533937,0.31759656652360513,0.29411764705882354,0.6117142135824287,0.01357466063348417,0.05150214592274678,0.21030042918454936,0.00429184549356223,1,0.00429184549356223,0.38673711547933554,0.40390518846560314,55
A Pimentel,Grand Junction Jackalopes,2025,83,394,313,103,29,1,17,61,11,5,68,56,0.329073482428115,0.44871794871794873,0.5910543130990416,1.0397722618169902,0.26198083067092653,0.1548223350253807,0.17258883248730963,0.04314720812182741,47,0.11928934010152284,0.43016503667481665,0.5454872866095224,113
A Ray,Grand Junction Jackalopes,2023,66,250,223,73,12,1,5,22,1,2,38,55,0.3273542600896861,0.3870967741935484,0.45739910313901344,0.8444958773325618,0.13004484304932734,0.088,0.152,0.02,18,0.072,0.4157126208267636,0.5195080916519789,81
A Ray,Ogden Raptors,2022,17,74,66,19,4,1,0,5,1,0,4,14,0.2878787878787879,0.3472222222222222,0.3787878787878788,0.726010101010101,0.09090909090909088,0.06756756756756757,0.05405405405405406,0,5,0.06756756756756757,0.40321965362020296,0.5054686478713669,61
A Redahan,Great Falls Voyagers,2026,24,124,111,51,13,1,5,11,0,1,6,32,0.4594594594594595,0.5040650406504065,0.7297297297297297,1.2337947703801362,0.27027027027027023,0.08870967741935484,0.04838709677419355,0.04032258064516129,19,0.1532258064516129,0.45414410662224075,0.5942808322444467,134
A Rios,Grand Junction Jackalopes,2024,87,399,341,120,23,2,16,49,5,2,61,79,0.3519061583577713,0.43828715365239296,0.5718475073313783,1.0101346609837714,0.21994134897360704,0.12280701754385964,0.15288220551378445,0.04010025062656641,41,0.10275689223057644,0.42426261705187107,0.5369379014989293,110
A Rios,Rocky Mountain Vibes,2023,4,17,16,10,2,0,1,1,0,0,2,7,0.625,0.6470588235294118,0.9375,1.5845588235294117,0.3125,0.0588235294117647,0.1176470588235294,0.0588235294117647,3,0.17647058823529413,0.4157126208267636,0.5195080916519789,236
A Rivero,Ogden Raptors,2022,8,39,37,11,3,0,1,1,1,0,10,7,0.2972972972972973,0.3333333333333333,0.4594594594594595,0.7927927927927928,0.16216216216216217,0.02564102564102564,0.2564102564102564,0.02564102564102564,4,0.10256410256410256,0.40321965362020296,0.5054686478713669,74
A Sanchez,Missoula PaddleHeads,2024,76,353,306,101,22,2,20,42,2,2,77,57,0.3300653594771242,0.4119318181818182,0.6111111111111112,1.0230429292929293,0.281045751633987,0.1189801699716714,0.21813031161473087,0.05665722379603399,44,0.12464589235127478,0.42426261705187107,0.5369379014989293,111
A Sequera,Boise Hawks,2022,46,225,197,70,25,0,2,26,1,1,28,43,0.3553299492385787,0.4311111111111111,0.5126903553299492,0.9438014664410604,0.15736040609137053,0.11555555555555556,0.12444444444444444,0.00888888888888888,27,0.12,0.40321965362020296,0.5054686478713669,108
A Shaver,Billings Mustangs,2025,75,314,264,79,13,2,10,32,15,2,86,54,0.29924242424242425,0.402555910543131,0.4772727272727273,0.8798286378158583,0.17803030303030304,0.10191082802547773,0.27388535031847133,0.03184713375796178,25,0.07961783439490445,0.43016503667481665,0.5454872866095224,81
A Shaver,Billings Mustangs,2026,70,307,260,114,23,11,16,26,10,5,48,64,0.43846153846153846,0.4983388704318937,0.7961538461538461,1.2944927165857398,0.35769230769230764,0.08469055374592833,0.1563517915309446,0.05211726384364821,50,0.16286644951140064,0.45414410662224075,0.5942808322444467,144
A Shumaker,Grand Junction Jackalopes,2023,27,97,79,29,6,1,0,8,8,0,20,22,0.3670886075949367,0.47368421052631576,0.4683544303797468,0.9420386409060626,0.10126582278481013,0.08247422680412371,0.20618556701030927,0,7,0.07216494845360824,0.4157126208267636,0.5195080916519789,104
A Shumaker,Grand Junction Jackalopes,2024,29,93,78,26,2,0,1,11,0,1,17,23,0.3333333333333333,0.4111111111111111,0.3974358974358974,0.8085470085470086,0.0641025641025641,0.11827956989247312,0.1827956989247312,0.01075268817204301,3,0.03225806451612903,0.42426261705187107,0.5369379014989293,71
A Swenda,Great Falls Voyagers,2025,67,291,234,73,17,3,7,43,7,7,61,46,0.31196581196581197,0.422680412371134,0.5,0.922680412371134,0.18803418803418803,0.147766323024055,0.20962199312714777,0.02405498281786941,27,0.09278350515463918,0.43016503667481665,0.5454872866095224,90
A Swenda,Great Falls Voyagers,2026,68,322,245,79,23,0,8,72,1,4,68,48,0.3224489795918367,0.4720496894409938,0.5142857142857142,0.986335403726708,0.19183673469387752,0.2236024844720497,0.2111801242236025,0.0248447204968944,31,0.09627329192546584,0.45414410662224075,0.5942808322444467,90
B Barrera,Oakland Ballers,2024,89,407,348,124,22,0,23,53,2,4,63,79,0.3563218390804598,0.4398034398034398,0.617816091954023,1.0576195317574628,0.2614942528735632,0.13022113022113022,0.1547911547911548,0.05651105651105651,45,0.11056511056511056,0.42426261705187107,0.5369379014989293,119
B Bishop,RedPocket Mobiles,2026,43,199,168,54,13,3,9,25,3,3,49,29,0.32142857142857145,0.4120603015075377,0.5952380952380952,1.0072983967456328,0.2738095238095238,0.12562814070351758,0.24623115577889448,0.04522613065326633,25,0.12562814070351758,0.45414410662224075,0.5942808322444467,91
B Blackford,Yuba-Sutter Freebirds,2024,83,343,285,93,26,1,13,44,3,6,78,53,0.3263157894736842,0.4142011834319526,0.5614035087719298,0.9756046922038824,0.23508771929824557,0.1282798833819242,0.2274052478134111,0.03790087463556851,40,0.11661807580174928,0.42426261705187107,0.5369379014989293,102
B Bohning,Idaho Falls Chukars,2022,25,106,85,30,2,1,0,15,4,1,17,27,0.35294117647058826,0.4666666666666667,0.4,0.8666666666666667,0.04705882352941176,0.14150943396226415,0.16037735849056603,0,3,0.02830188679245283,0.40321965362020296,0.5054686478713669,95
B Bohning,Ogden Raptors,2022,22,84,71,21,6,0,1,6,6,0,16,14,0.29577464788732394,0.39759036144578314,0.4225352112676056,0.8201255727133887,0.1267605633802817,0.07142857142857142,0.1904761904761905,0.0119047619047619,7,0.08333333333333333,0.40321965362020296,0.5054686478713669,82
B Broussard,Billings Mustangs,2021,70,262,220,46,0,0,4,42,0,0,58,42,0.20909090909090908,0.33587786259541985,0.2636363636363636,0.5995142262317834,0.05454545454545453,0.16030534351145037,0.22137404580152673,0.01526717557251908,4,0.01526717557251908,0.38673711547933554,0.40390518846560314,52
B Brown,Idaho Falls Chukars,2023,59,274,225,79,15,4,3,39,9,0,58,57,0.3511111111111111,0.4652014652014652,0.49333333333333335,0.9585347985347984,0.14222222222222225,0.14233576642335766,0.2116788321167883,0.01094890510948905,22,0.08029197080291971,0.4157126208267636,0.5195080916519789,107
B Cannon,Modesto Roadsters,2026,71,342,259,85,15,2,15,75,4,4,52,53,0.3281853281853282,0.47953216374269,0.5752895752895753,1.0548217390322652,0.24710424710424703,0.21929824561403508,0.152046783625731,0.04385964912280701,32,0.0935672514619883,0.45414410662224075,0.5942808322444467,102
B Capps,Glacier Range Riders,2026,5,25,21,8,5,0,1,4,0,0,1,2,0.380952380952381,0.48,0.7619047619047619,1.2419047619047618,0.380952380952381,0.16,0.04,0.04,6,0.24,0.45414410662224075,0.5942808322444467,134
B Carson,Oakland Ballers,2024,87,413,350,111,24,3,13,59,2,1,98,71,0.3171428571428571,0.4174757281553398,0.5142857142857142,0.931761442441054,0.19714285714285712,0.14285714285714285,0.23728813559322037,0.03147699757869249,40,0.09685230024213076,0.42426261705187107,0.5369379014989293,94
B Carson,Rocky Mountain Vibes,2023,18,91,70,27,8,0,2,17,0,2,15,17,0.3857142857142858,0.4943820224719101,0.5857142857142857,1.0800963081861958,0.2,0.1868131868131868,0.16483516483516483,0.02197802197802198,10,0.10989010989010987,0.4157126208267636,0.5195080916519789,132
B Cermenelli,Missoula PaddleHeads,2026,37,191,156,63,20,1,6,30,2,3,15,36,0.40384615384615385,0.4973821989528796,0.6602564102564102,1.1576386092092898,0.2564102564102564,0.15706806282722513,0.078534031413612565,0.03141361256544502,27,0.14136125654450263,0.45414410662224075,0.5942808322444467,121
B Crosby,Colorado Springs Sky Sox,2022,76,331,295,89,19,6,11,28,8,0,91,53,0.3016949152542373,0.3776435045317221,0.5186440677966102,0.8962875723283323,0.2169491525423729,0.08459214501510574,0.27492447129909364,0.03323262839879154,36,0.10876132930513596,0.40321965362020296,0.5054686478713669,96
B Crosby,Rocky Mountain Vibes,2023,73,334,276,85,16,3,6,43,13,2,76,60,0.3079710144927536,0.4221556886227545,0.4528985507246377,0.8750542393473921,0.1449275362318841,0.12874251497005987,0.2275449101796407,0.01796407185628742,25,0.0748502994011976,0.4157126208267636,0.5195080916519789,89
B Daniel,Great Falls Voyagers,2021,37,154,137,39,0,0,3,17,0,0,36,36,0.2846715328467153,0.3636363636363637,0.35036496350364965,0.7140013271400133,0.06569343065693434,0.11038961038961038,0.23376623376623376,0.01948051948051948,3,0.01948051948051948,0.38673711547933554,0.40390518846560314,81
B Daniel,Great Falls Voyagers,2022,88,410,338,108,20,4,12,59,11,2,81,72,0.31952662721893493,0.43414634146341463,0.5088757396449705,0.9430220811083851,0.18934911242603553,0.14390243902439023,0.1975609756097561,0.02926829268292683,36,0.08780487804878048,0.40321965362020296,0.5054686478713669,108
B Dansereau,Ogden Raptors,2022,86,391,335,115,23,6,12,32,19,5,77,74,0.34328358208955223,0.4245524296675192,0.5552238805970149,0.979776310264534,0.21194029850746263,0.08184143222506395,0.1969309462915601,0.03069053708439897,41,0.10485933503836316,0.40321965362020296,0.5054686478713669,115
B Demco,Great Falls Voyagers,2022,36,2,2,1,0,0,0,0,0,0,1,1,0.5,0.5,0.5,1,0,0,0.5,0,0,0,0.40321965362020296,0.5054686478713669,123
B Donovan,Billings Mustangs,2023,62,164,149,43,3,1,4,11,2,1,46,35,0.28859060402684567,0.34355828220858897,0.4026845637583893,0.7462428459669782,0.11409395973154356,0.06707317073170732,0.2804878048780488,0.02439024390243902,8,0.04878048780487805,0.4157126208267636,0.5195080916519789,60
B Evans,Billings Mustangs,2023,30,113,96,29,6,0,2,7,4,4,15,21,0.3020833333333333,0.36036036036036034,0.4270833333333333,0.7874436936936937,0.125,0.06194690265486725,0.13274336283185842,0.01769911504424778,8,0.07079646017699115,0.4157126208267636,0.5195080916519789,69
B Fitzgerald,Glacier Range Riders,2023,77,307,268,82,23,2,13,29,6,4,80,44,0.30597014925373134,0.3811074918566775,0.5522388059701493,0.9333462978268268,0.24626865671641796,0.09446254071661238,0.26058631921824105,0.04234527687296417,38,0.1237785016286645,0.4157126208267636,0.5195080916519789,98
B Fitzgerald,Glacier Range Riders,2024,77,315,254,75,23,1,17,38,18,2,69,34,0.2952755905511811,0.4198717948717949,0.594488188976378,1.014359983848173,0.29921259842519693,0.12063492063492064,0.21904761904761905,0.05396825396825397,41,0.13015873015873017,0.42426261705187107,0.5369379014989293,110
B Harding,Grand Junction Jackalopes,2024,25,99,81,27,3,0,0,14,3,1,12,24,0.3333333333333333,0.4444444444444444,0.3703703703703703,0.8148148148148148,0.03703703703703703,0.1414141414141414,0.12121212121212122,0,3,0.0303030303030303,0.42426261705187107,0.5369379014989293,74
B Held,Great Falls Voyagers,2023,35,6,6,3,0,0,0,0,0,0,2,3,0.5,0.5,0.5,1,0,0,0.3333333333333333,0,0,0,0.4157126208267636,0.5195080916519789,117
B Huber,Glacier Range Riders,2023,17,66,55,17,4,0,1,10,1,0,18,12,0.3090909090909091,0.42424242424242425,0.43636363636363634,0.8606060606060606,0.12727272727272726,0.15151515151515152,0.2727272727272727,0.01515151515151515,5,0.07575757575757576,0.4157126208267636,0.5195080916519789,86
B Hueth,Idaho Falls Chukars,2022,64,291,254,81,21,3,2,33,0,4,32,55,0.3188976377952756,0.3917525773195876,0.44881889763779526,0.8405714749573829,0.12992125984251968,0.1134020618556701,0.1099656357388316,0.00687285223367697,26,0.08934707903780069,0.40321965362020296,0.5054686478713669,86
B Lada,Yuba-Sutter Freebirds,2024,87,388,342,112,25,4,17,22,15,7,80,66,0.32748538011695905,0.3860103626943005,0.5730994152046783,0.9591097778989788,0.24561403508771928,0.05670103092783505,0.20618556701030927,0.04381443298969072,46,0.11855670103092784,0.42426261705187107,0.5369379014989293,98
B Lada,Yuba-Sutter Freebirds,2025,89,433,391,122,19,2,21,31,7,3,81,80,0.31202046035805625,0.3703703703703703,0.5319693094629157,0.902339679833286,0.2199488491048594,0.07159353348729793,0.18706697459584296,0.04849884526558892,42,0.09699769053117784,0.43016503667481665,0.5454872866095224,84
B Marine,Yuba-Sutter Freebirds,2024,84,381,337,129,21,1,9,38,2,3,65,98,0.3827893175074184,0.4447368421052631,0.5311572700296736,0.9758941121349368,0.1483679525222552,0.09973753280839896,0.17060367454068243,0.02362204724409448,31,0.08136482939632546,0.42426261705187107,0.5369379014989293,104
B McConnell,Glacier Range Riders,2022,90,430,375,111,17,1,4,38,6,5,58,89,0.296,0.36556603773584906,0.37866666666666665,0.7442327044025157,0.08266666666666667,0.08837209302325581,0.13488372093023257,0.00930232558139534,22,0.05116279069767442,0.40321965362020296,0.5054686478713669,66
B McPherson,Billings Mustangs,2023,10,10,7,3,0,0,0,2,0,1,3,3,0.42857142857142855,0.5,0.42857142857142855,0.9285714285714286,0,0.2,0.3,0,0,0,0.4157126208267636,0.5195080916519789,103
B Nigh,Boise Hawks,2026,24,110,79,27,5,1,5,23,4,3,20,16,0.34177215189873417,0.4954128440366973,0.620253164556962,1.1156660085936592,0.27848101265822783,0.20909090909090908,0.18181818181818185,0.04545454545454545,11,0.1,0.45414410662224075,0.5942808322444467,113
B Norman,Great Falls Voyagers,2021,53,175,158,55,0,0,13,17,0,0,28,42,0.34810126582278483,0.4114285714285714,0.5949367088607594,1.0063652802893308,0.2468354430379746,0.09714285714285714,0.16,0.07428571428571429,13,0.07428571428571429,0.38673711547933554,0.40390518846560314,154
B O'Saben,Glacier Range Riders,2024,4,15,13,5,1,0,0,1,1,0,1,4,0.38461538461538464,0.4666666666666667,0.4615384615384616,0.9282051282051282,0.07692307692307693,0.06666666666666667,0.06666666666666667,0,1,0.06666666666666667,0.42426261705187107,0.5369379014989293,96
