rk,name,team,era,w,l,app,gs,sv,ip,h,r,er,bb,k,k_9,hr,whip,bf,wp,hbp,season,player_type,ip_raw,bb_9,hr_9,h_9,k_bb,k_pct,bb_pct,k_minus_bb_pct,gs_pct,league_era,league_fip_component,fip_constant,fip,pitcher_role,eligible,k_bb_pct,era_score,fip_score,whip_score,command_score,workload_score,pitcher_score_0_1,reliability,pitcher_signal,pitcher_z,pitcher_scout_grade
14,C Day,Rocky Mountain Vibes,6.49,7,5,19,14,0,87.33333333333333,121,71,63,30,59,6.08,9,1.73,406,5,5,2024,pitcher,87.1,3.0916030534351147,0.9274809160305344,12.469465648854962,1.9666666666666663,0.14532019704433496,0.07389162561576355,0.07142857142857141,0.7368421052631579,6.322036836403034,1.6614084507042253,4.660628385698809,5.851468080355297,Starter,TRUE,0.07142857142857142,0.5227272727272727,0.6875,0.5344827586206896,0.4117647058823529,0.9261363636363636,0.628130762493085,0.7443181818181818,0.09537005617383028,0.6028629626895353,45
15,T Curtis,Colorado Springs Sky Sox,7.03,4,5,20,15,0,87,128,80,68,23,72,7.45,17,1.74,410,4,7,2024,pitcher,87,2.3793103448275863,1.7586206896551724,13.241379310344827,3.130434782608696,0.17560975609756097,0.05609756097560976,0.1195121951219512,0.75,6.322036836403034,1.6614084507042253,4.660628385698809,6.580168615583866,Starter,TRUE,0.11951219512195121,0.44886363636363635,0.4513888888888889,0.5172413793103449,0.6529411764705882,0.9204545454545454,0.5682656560534349,0.7435897435897436,0.050761641680759306,0.2226840727889387,40
16,S Still,Grand Junction Jackalopes,7.79,5,5,18,14,0,84.33333333333333,116,84,73,32,117,12.49,16,1.75,406,9,12,2024,pitcher,84.1,3.41501976284585,1.707509881422925,12.379446640316209,3.65625,0.2881773399014778,0.07881773399014778,0.20935960591133,0.7777777777777778,6.322036836403034,1.6614084507042253,4.660628385698809,5.91754538174624,Starter,TRUE,0.20935960591133004,0.3181818181818182,0.6805555555555556,0.5,0.9588235294117647,0.9147727272727273,0.698930109922757,0.7376093294460642,0.14673270498675658,1.040605371379843,50
17,K Sophy,Glacier Range Riders,5.68,5,6,17,17,0,84,94,62,53,46,92,9.86,8,1.67,394,18,5,2024,pitcher,84,4.928571428571429,0.8571428571428571,10.071428571428571,2,0.233502538071066,0.116751269035533,0.116751269035533,1,6.322036836403034,1.6614084507042253,4.660628385698809,5.5296760047464275,Starter,TRUE,0.116751269035533,0.625,0.7847222222222222,0.5977011494252874,0.6294117647058823,0.9090909090909091,0.7296549931362305,0.7368421052631579,0.16921946862669615,1.232250668242327,50
18,Z St. Pierre,Oakland Ballers,5.33,7,5,24,10,0,82.66666666666667,87,60,49,39,87,9.47,7,1.52,370,6,3,2024,pitcher,82.2,4.245967741935484,0.7620967741935484,9.471774193548386,2.230769230769231,0.23513513513513515,0.1054054054054054,0.12972972972972974,0.4166666666666667,6.322036836403034,1.6614084507042253,4.660628385698809,5.18078967602139,Reliever,TRUE,0.12972972972972974,0.6704545454545454,0.8680555555555556,0.7413793103448276,0.7058823529411765,0.9034090909090909,0.7986161692994858,0.7337278106508875,0.21910298812506646,1.6573870754143636,55
19,J Pineda,Great Falls Voyagers,5.47,6,4,22,9,0,82.33333333333333,82,55,50,43,71,7.76,16,1.52,382,12,18,2024,pitcher,82.1,4.700404858299596,1.7489878542510122,8.963562753036438,1.6511627906976745,0.18586387434554977,0.112565445026178,0.07329842931937174,0.4090909090909091,6.322036836403034,1.6614084507042253,4.660628385698809,7.684919883674517,Reliever,TRUE,0.07329842931937172,0.6420454545454546,0.2013888888888889,0.7413793103448276,0.4176470588235294,0.8920454545454546,0.46833653471838066,0.7329376854599406,-0.023207346957151268,-0.4077227306583973,35
19,N Zegna,Glacier Range Riders,6.34,5,3,26,13,0,82.33333333333333,88,63,58,42,74,8.09,16,1.58,376,5,8,2024,pitcher,82.1,4.591093117408907,1.7489878542510122,9.619433198380568,1.761904761904762,0.19680851063829788,0.11170212765957446,0.08510638297872342,0.5,6.322036836403034,1.6614084507042253,4.660628385698809,7.211235673148202,Starter,TRUE,0.0851063829787234,0.5454545454545454,0.2847222222222222,0.6954022988505747,0.4764705882352941,0.8920454545454546,0.4943482364210051,0.7329376854599406,-0.004142390516355301,-0.24524006773409887,40
21,C Cosby,Oakland Ballers,4.59,7,3,19,14,0,80.33333333333333,74,45,41,31,124,13.89,15,1.31,349,6,4,2024,pitcher,80.1,3.4730290456431536,1.6804979253112031,8.29045643153527,4,0.3553008595988539,0.08882521489971347,0.2664756446991404,0.7368421052631579,6.322036836403034,1.6614084507042253,4.660628385698809,5.307931290263125,Starter,TRUE,0.2664756446991404,0.7840909090909091,0.8402777777777778,0.9022988505747126,0.9941176470588236,0.8806818181818182,0.8748804346712562,0.7280966767371602,0.2729491986579237,2.1162958436001342,55
21,B Mitchell,Yuba-Sutter Freebirds,7.28,5,2,17,17,0,80.33333333333333,92,69,65,49,62,6.95,7,1.76,371,13,4,2024,pitcher,80.1,5.4896265560165975,0.7842323651452283,10.307053941908714,1.2653061224489797,0.16711590296495957,0.1320754716981132,0.03504043126684636,1,6.322036836403034,1.6614084507042253,4.660628385698809,6.229093115989265,Starter,TRUE,0.03504043126684636,0.4034090909090909,0.5833333333333334,0.4885057471264368,0.2,0.8806818181818182,0.51479754440961345,0.7280966767371602,0.010774042908510096,-0.11811353420481718,40
23,J Jones,Missoula PaddleHeads,6.24,3,3,41,1,0,79.33333333333333,91,66,55,52,91,10.32,9,1.8,380,6,5,2024,pitcher,79.1,5.899159663865547,1.021008403361345,10.323529411764708,1.75,0.2394736842105263,0.1368421052631579,0.1026315789473684,0.024390243902439025,6.322036836403034,1.6614084507042253,4.660628385698809,5.996762839480322,Reliever,TRUE,0.10263157894736842,0.5625,0.6319444444444444,0.46551724137931033,0.5705882352941176,0.875,0.6290721489745323,0.725609756097561,0.09365601053639847,0.5882548674437604,45
24,N Madej,Great Falls Voyagers,4.46,8,3,16,16,0,78.66666666666667,67,47,39,65,82,9.38,6,1.68,373,14,13,2024,pitcher,78.2,7.436440677966101,0.6864406779661016,7.665254237288135,1.2615384615384615,0.2198391420911528,0.1742627345844504,0.04557640750670241,1,6.322036836403034,1.6614084507042253,4.660628385698809,6.541984317902198,Starter,TRUE,0.045576407506702415,0.8125,0.4791666666666667,0.5862068965517241,0.25882352941176473,0.8693181818181818,0.5543247894769192,0.7239263803680982,0.03932714821028507,0.12523265956160334,40
25,K Ward,Rocky Mountain Vibes,7.88,4,4,22,15,0,77.66666666666667,77,76,68,68,87,10.08,7,1.87,382,24,7,2024,pitcher,77.2,7.879828326180257,0.8111587982832618,8.92274678111588,1.2794117647058822,0.22774869109947643,0.17801047120418848,0.04973821989528795,0.6818181818181818,6.322036836403034,1.6614084507042253,4.660628385698809,6.48895456595632,Starter,TRUE,0.049738219895287955,0.29545454545454547,0.5,0.40229885057471265,0.27647058823529413,0.8636363636363636,0.4693876390681665,0.7213622291021672,-0.022082600919867513,-0.3981369898349692,35
26,B Medoro,Billings Mustangs,4.72,6,1,35,0,1,76.33333333333333,103,46,40,28,47,5.54,4,1.72,353,5,3,2024,pitcher,76.1,3.3013100436681224,0.4716157205240175,12.14410480349345,1.6785714285714286,0.13314447592067988,0.07932011331444759,0.05382436260623229,0,6.322036836403034,1.6614084507042253,4.660628385698809,5.328750656441167,Reliever,TRUE,0.053824362606232294,0.7670454545454546,0.8333333333333334,0.5459770114942529,0.3,0.8579545454545454,0.6916810344827586,0.7178683385579937,0.13760174575721545,0.9627860186172883,50
27,R Adams,Colorado Springs Sky Sox,4.97,6,5,15,14,0,76,94,57,42,31,82,9.71,8,1.64,354,8,7,2024,pitcher,76,3.6710526315789473,0.9473684210526316,11.13157894736842,2.6451612903225805,0.23163841807909605,0.08757062146892655,0.1440677966101695,0.9333333333333333,6.322036836403034,1.6614084507042253,4.660628385698809,5.371154701488282,Starter,TRUE,0.1440677966101695,0.7443181818181818,0.8263888888888888,0.632183908045977,0.7705882352941177,0.8522727272727273,0.7873802297826131,0.71698113207547165,0.20604620248564715,1.5461095434403112,50
28,M Tindall,Colorado Springs Sky Sox,8.84,4,6,21,14,0,75.33333333333333,115,84,74,44,55,6.57,16,2.11,384,12,8,2024,pitcher,75.1,5.2566371681415935,1.9115044247787611,13.738938053097346,1.25,0.14322916666666666,0.11458333333333331,0.02864583333333333,0.6666666666666666,6.322036836403034,1.6614084507042253,4.660628385698809,8.032309801628013,Starter,TRUE,0.028645833333333332,0.19886363636363635,0.1597222222222222,0.20689655172413793,0.18823529411764706,0.8465909090909091,0.27904378470301394,0.7151898734177216,-0.15802564764911028,-1.5567228123204628,30
29,E McRae,Billings Mustangs,8.23,2,5,18,12,0,74.33333333333333,101,73,68,25,38,4.6,12,1.7,354,6,10,2024,pitcher,74.1,3.0269058295964126,1.4529147982062782,12.228699551569507,1.52,0.10734463276836158,0.07062146892655367,0.0367231638418079,0.6666666666666666,6.322036836403034,1.6614084507042253,4.660628385698809,7.14941762336697,Starter,TRUE,0.03672316384180791,0.25,0.3055555555555556,0.5632183908045977,0.20588235294117646,0.8409090909090909,0.3833568955272809,0.7124600638977636,-0.08310355366586696,-0.918193089996393,35
30,C Macca,Ogden Raptors,6.72,4,4,15,15,0,73.66666666666667,101,63,55,35,48,5.86,10,1.85,351,7,4,2024,pitcher,73.2,4.276018099547511,1.2217194570135743,12.339366515837105,1.3714285714285714,0.13675213675213677,0.09971509971509972,0.03703703703703705,1,6.322036836403034,1.6614084507042253,4.660628385698809,6.710402141354917,Starter,TRUE,0.037037037037037035,0.5,0.4375,0.42528735632183906,0.21176470588235294,0.8352272727272727,0.4601657677177454,0.7106109324758842,-0.028306640946553895,-0.4511818840535265,35
31,C Benson,Glacier Range Riders,4.33,4,1,14,14,0,70.66666666666667,66,35,34,29,78,9.93,11,1.34,308,2,6,2024,pitcher,70.2,3.693396226415094,1.400943396226415,8.40566037735849,2.689655172413793,0.2532467532467532,0.09415584415584416,0.15909090909090906,1,6.322036836403034,1.6614084507042253,4.660628385698809,5.962515178151639,Starter,TRUE,0.1590909090909091,0.8352272727272727,0.6597222222222222,0.8850574712643678,0.8235294117647058,0.8238636363636364,0.7659641547319032,0.7019867549668874,0.18670331391775985,1.381258181050989,50
31,N Parker,Missoula PaddleHeads,5.86,6,3,15,14,0,70.66666666666667,76,52,46,37,89,11.33,8,1.6,325,7,8,2024,pitcher,70.2,4.712264150943396,1.018867924528302,9.679245283018869,2.4054054054054053,0.27384615384615385,0.11384615384615385,0.16,0.9333333333333333,6.322036836403034,1.6614084507042253,4.660628385698809,5.52383593286862,Starter,TRUE,0.16,0.5965909090909091,0.7916666666666666,0.6724137931034483,0.8294117647058824,0.8238636363636364,0.7628585807363697,0.7019867549668874,0.18452324210632576,1.3626783393194848,50
33,B Williams,Idaho Falls Chukars,7.53,7,5,17,13,0,69.33333333333333,84,62,58,35,60,7.79,12,1.72,322,6,3,2024,pitcher,69.1,4.543269230769231,1.5576923076923077,10.903846153846157,1.7142857142857142,0.1863354037267081,0.10869565217391304,0.07763975155279502,0.7647058823529411,6.322036836403034,1.6614084507042253,4.660628385698809,6.824089924160347,Starter,TRUE,0.07763975155279502,0.3409090909090909,0.4027777777777778,0.5459770114942529,0.4294117647058823,0.8181818181818182,0.47545480156534925,0.697986577181208,-0.01713221904163542,-0.35594695218315703,35
34,R Butz,Oakland Ballers,6.59,1,1,27,10,0,68.33333333333333,73,53,50,30,75,9.88,11,1.51,305,NA,3,2024,pitcher,68.1,3.9512195121951224,1.4487804878048782,9.614634146341464,2.5,0.2459016393442623,0.09836065573770492,0.14754098360655735,0.37037037037037035,6.322036836403034,1.6614084507042253,4.660628385698809,6.006969849113443,Reliever,TRUE,0.14754098360655737,0.5170454545454546,0.6180555555555556,0.7586206896551724,0.788235294117647,0.8125,0.6801631681930871,0.6949152542372882,0.12519813382909442,0.85707521344345,45
35,N Powers,Rocky Mountain Vibes,7.83,3,5,14,14,0,66.66666666666667,92,67,58,31,53,7.15,9,1.84,317,NA,3,2024,pitcher,66.2,4.185,1.215,12.42,1.7096774193548387,0.167192429022082,0.09779179810725552,0.06940063091482648,1,6.322036836403034,1.6614084507042253,4.660628385698809,6.355628385698809,Starter,TRUE,0.0694006309148265,0.3125,0.5416666666666666,0.4367816091954023,0.4,0.8068181818181818,0.5082425548589342,0.6896551724137931,0.0056845205923684245,-0.16148940770903256,40
36,N Marshall,Great Falls Voyagers,6.65,3,6,13,13,0,65,77,54,48,34,71,9.83,8,1.71,305,9,4,2024,pitcher,65,4.707692307692308,1.1076923076923078,10.66153846153846,2.088235294117647,0.23278688524590163,0.11147540983606558,0.12131147540983606,1,6.322036836403034,1.6614084507042253,4.660628385698809,5.829859154929578,Starter,TRUE,0.12131147540983607,0.5113636363636364,0.6944444444444444,0.5574712643678161,0.6705882352941176,0.8011363636363636,0.664517551273383,0.6842105263157895,0.11256464034494625,0.7494052237576267,45
37,J Kleinsorge,Oakland Ballers,3.94,5,4,12,12,0,64,63,29,28,18,67,9.42,7,1.27,263,3,1,2024,pitcher,64,2.53125,0.984375,8.859375,3.7222222222222223,0.25475285171102663,0.06844106463878327,0.18631178707224336,1,6.322036836403034,1.6614084507042253,4.660628385698809,4.879378385698809,Starter,TRUE,0.18631178707224336,0.8806818181818182,0.9097222222222222,0.9310344827586207,0.9117647058823529,0.7897727272727273,0.8899134601594034,0.6808510638297872,0.26547299415108316,2.052579274374793,55
37,C Lambert,Oakland Ballers,6.89,2,4,24,9,7,64,75,51,49,18,65,9.14,14,1.45,283,5,5,2024,pitcher,64,2.53125,1.96875,10.546875,3.611111111111111,0.22968197879858657,0.0636042402826855,0.16607773851590107,0.375,6.322036836403034,1.6614084507042253,4.660628385698809,6.551253385698809,Reliever,TRUE,0.16607773851590105,0.4772727272727273,0.4722222222222222,0.8045977011494253,0.8588235294117647,0.7897727272727273,0.6311701830680025,0.6808510638297872,0.08930735868459748,0.5511931235470193,45
39,D Galvan,Great Falls Voyagers,7.21,1,5,13,13,0,63.666666666666664,98,67,51,25,49,6.93,9,1.93,317,7,4,2024,pitcher,63.2,3.5340314136125657,1.2722513089005236,13.853403141361255,1.96,0.15457413249211358,0.07886435331230283,0.07570977917981074,1,6.322036836403034,1.6614084507042253,4.660628385698809,6.325549851667395,Starter,TRUE,0.07570977917981073,0.42613636363636365,0.5486111111111112,0.3390804597701149,0.4235294117647059,0.7840909090909091,0.519592463683488,0.6797153024911032,0.013317297379167996,-0.09643843832039302,40
40,A Edwards,Boise Hawks,4.55,6,0,34,3,0,63.333333333333336,61,41,32,24,76,10.8,4,1.34,285,3,10,2024,pitcher,63.1,3.4105263157894736,0.5684210526315789,8.66842105263158,3.1666666666666665,0.26666666666666666,0.08421052631578947,0.1824561403508772,0.08823529411764706,6.322036836403034,1.6614084507042253,4.660628385698809,4.69220733306723,Reliever,TRUE,0.1824561403508772,0.7897727272727273,0.9375,0.8850574712643678,0.9,0.7784090909090909,0.8787330198537096,0.6785714285714285,0.2569974063293029,1.980345378461726,55
41,I Mendez,Boise Hawks,3.14,6,2,11,11,0,63,58,23,22,15,73,10.43,8,1.16,253,2,2,2024,pitcher,63,2.142857142857143,1.1428571428571428,8.285714285714286,4.866666666666666,0.2885375494071146,0.05928853754940711,0.22924901185770752,1,6.322036836403034,1.6614084507042253,4.660628385698809,4.803485528555952,Starter,TRUE,0.22924901185770752,0.9375,0.9236111111111112,0.9770114942528736,0.9705882352941176,0.7727272727272727,0.9177973318376462,0.6774193548387096,0.2830239989867926,2.2021591599391286,60
42,E Kowalski,Boise Hawks,5.89,2,1,37,1,3,62.666666666666664,75,44,41,25,49,7.04,5,1.6,284,6,6,2024,pitcher,62.2,3.5904255319148937,0.7180851063829787,10.77127659574468,1.96,0.17253521126760565,0.0880281690140845,0.08450704225352113,0.02702702702702703,6.322036836403034,1.6614084507042253,4.660628385698809,5.618075194209447,Reliever,TRUE,0.08450704225352113,0.5909090909090909,0.7430555555555556,0.6724137931034483,0.4647058823529412,0.7670454545454546,0.6610979598213371,0.6762589928057554,0.10894394405183949,0.718547541120322,45
43,N Saltaformaggio,Ogden Raptors,7.51,2,2,19,8,0,62.333333333333336,89,60,52,20,60,8.66,8,1.75,298,13,2,2024,pitcher,62.1,2.8877005347593583,1.1550802139037433,12.850267379679144,3,0.20134228187919465,0.06711409395973154,0.13422818791946306,0.42105263157894735,6.322036836403034,1.6614084507042253,4.660628385698809,5.462767423131964,Reliever,TRUE,0.1342281879194631,0.3522727272727273,0.7986111111111112,0.5,0.7176470588235294,0.7613636363636364,0.6800193107546049,0.6750902527075812,0.12152928198957079,0.8258071211920089,45
44,D Nunan,Rocky Mountain Vibes,8.17,3,3,21,11,0,61.666666666666664,92,66,56,33,52,7.59,5,2.03,316,8,6,2024,pitcher,61.2,4.816216216216216,0.7297297297297297,13.427027027027028,1.5757575757575757,0.16455696202531644,0.10443037974683544,0.060126582278481,0.5238095238095238,6.322036836403034,1.6614084507042253,4.660628385698809,5.925493250563674,Starter,TRUE,0.060126582278481014,0.26704545454545453,0.6736111111111112,0.25287356321839083,0.32941176470588235,0.7556818181818182,0.514023244616551,0.6727272727272727,0.009433819105679779,-0.1295357020484542,40
45,C Harrison,Idaho Falls Chukars,4.28,4,3,26,4,0,61,73,36,29,17,49,7.23,6,1.48,279,3,1,2024,pitcher,61,2.5081967213114753,0.8852459016393442,10.770491803278688,2.8823529411764706,0.17562724014336917,0.06093189964157706,0.11469534050179211,0.15384615384615385,6.322036836403034,1.6614084507042253,4.660628385698809,5.218005434879137,Reliever,TRUE,0.11469534050179211,0.8465909090909091,0.8611111111111112,0.7816091954022989,0.6058823529411764,0.75,0.7832704709365461,0.6703296703296703,0.1898846013970254,1.4083709658487924,50
46,S Washilewski,Great Falls Voyagers,9.2,3,2,19,4,0,60.666666666666664,79,66,62,38,43,6.38,19,1.93,300,2,6,2024,pitcher,60.2,5.637362637362638,2.818681318681319,11.71978021978022,1.131578947368421,0.14333333333333334,0.12666666666666668,0.01666666666666666,0.21052631578947367,6.322036836403034,1.6614084507042253,4.660628385698809,9.49029871536914,Reliever,TRUE,0.016666666666666666,0.1875,0.04861111111111111,0.3390804597701149,0.16470588235294117,0.7443181818181818,0.22606639416477142,0.6691176470588236,-0.18329380978680737,-1.7720728071702043,25
47,Z Ottinger,Rocky Mountain Vibes,7.89,1,7,16,12,0,59.333333333333336,73,63,52,41,39,5.92,6,1.92,301,6,6,2024,pitcher,59.1,6.219101123595506,0.9101123595505618,11.073033707865168,0.951219512195122,0.12956810631229235,0.1362126245847176,-0.00664451827242526,0.75,6.322036836403034,1.6614084507042253,4.660628385698809,7.037032880080831,Starter,TRUE,-0.006644518272425249,0.2897727272727273,0.3263888888888889,0.3505747126436782,0.1,0.7386363636363636,0.339874390456287,0.6641791044776119,-0.10635208395067505,-1.1163306058875182,30
48,D Willie,Billings Mustangs,7.25,1,2,29,2,0,58.333333333333336,79,51,47,26,42,6.48,13,1.8,283,NA,7,2024,pitcher,58.1,4.011428571428572,2.005714285714286,12.188571428571429,1.6153846153846154,0.14840989399293286,0.09187279151943464,0.05653710247349823,0.06896551724137931,6.322036836403034,1.6614084507042253,4.660628385698809,7.814914099984524,Reliever,TRUE,0.05653710247349823,0.4090909090909091,0.19444444444444445,0.46551724137931033,0.31176470588235294,0.7329545454545454,0.3579892612739976,0.660377358490566,-0.09378067651717138,-1.0091897496864999,30
49,G Pacheco,Ogden Raptors,7.38,1,3,25,6,1,57.333333333333336,76,59,47,43,49,7.69,11,2.08,296,7,10,2024,pitcher,57.1,6.75,1.7267441860465116,11.930232558139537,1.1395348837209305,0.16554054054054054,0.14527027027027026,0.02027027027027028,0.24,6.322036836403034,1.6614084507042253,4.660628385698809,8.218767920582529,Reliever,TRUE,0.02027027027027027,0.38636363636363635,0.125,0.22413793103448276,0.17058823529411765,0.7215909090909091,0.2727246219804536,0.6564885496183206,-0.14920368328000755,-1.4815368937286004,30
49,B Ross,Grand Junction Jackalopes,6.91,5,4,15,11,0,57.333333333333336,80,53,44,34,50,7.85,8,1.99,288,7,5,2024,pitcher,57.1,5.337209302325581,1.255813953488372,12.55813953488372,1.4705882352941178,0.1736111111111111,0.11805555555555557,0.05555555555555555,0.7333333333333333,6.322036836403034,1.6614084507042253,4.660628385698809,6.771093501977878,Starter,TRUE,0.05555555555555555,0.4715909090909091,0.4305555555555556,0.28735632183908044,0.3058823529411765,0.7215909090909091,0.44111159772163827,0.6564885496183206,-0.0386595618010619,-0.5394155054996993,35
51,H Bryan,Grand Junction Jackalopes,6.75,4,2,30,7,7,56,80,52,42,26,58,9.32,13,1.89,270,6,3,2024,pitcher,56,4.178571428571429,2.0892857142857144,12.857142857142858,2.230769230769231,0.2148148148148148,0.0962962962962963,0.11851851851851852,0.23333333333333334,6.322036836403034,1.6614084507042253,4.660628385698809,7.160628385698809,Reliever,TRUE,0.11851851851851852,0.4943181818181818,0.2986111111111111,0.3620689655172414,0.6470588235294118,0.7159090909090909,0.46659719661114185,0.6511627906976745,-0.02175066267181461,-0.39530801875194843,35
52,J Ariza,Grand Junction Jackalopes,7.69,2,7,22,10,0,55,73,53,47,23,47,7.69,15,1.75,261,4,6,2024,pitcher,55,3.763636363636364,2.4545454545454546,11.945454545454544,2.0434782608695654,0.1800766283524904,0.08812260536398467,0.09195402298850576,0.45454545454545453,6.322036836403034,1.6614084507042253,4.660628385698809,8.078810203880627,Reliever,TRUE,0.09195402298850575,0.32954545454545453,0.14583333333333334,0.5,0.5176470588235295,0.7102272727272727,0.36782865418894833,0.6470588235294118,-0.08552263552479814,-0.93880991456096,30
53,G Blackman,Billings Mustangs,4.17,4,3,11,9,0,54,49,30,25,19,57,9.5,11,1.26,230,NA,5,2024,pitcher,54,3.1666666666666665,1.8333333333333333,8.166666666666666,3,0.24782608695652175,0.08260869565217391,0.16521739130434784,0.8181818181818182,6.322036836403034,1.6614084507042253,4.660628385698809,6.530998756069179,Starter,TRUE,0.16521739130434782,0.8636363636363636,0.4861111111111111,0.9367816091954023,0.8529411764705882,0.6988636363636364,0.6930858406581023,0.6428571428571429,0.1241266118516372,0.8479430790575246,45
53,D Ross,Colorado Springs Sky Sox,4.67,1,2,50,1,0,54,62,33,28,25,54,9,5,1.61,250,2,7,2024,pitcher,54,4.166666666666667,0.8333333333333334,10.333333333333334,2.16,0.216,0.1,0.116,0.02,6.322036836403034,1.6614084507042253,4.660628385698809,5.642109867180291,Reliever,TRUE,0.116,0.7784090909090909,0.7222222222222222,0.6551724137931034,0.6176470588235294,0.6988636363636364,0.6995264511238143,0.6428571428571429,0.12826700429388063,0.8832299149680328,45
55,S Gustafson,Ogden Raptors,5.7,4,3,36,0,0,53.666666666666664,68,52,34,31,67,11.24,9,1.84,270,3,9,2024,pitcher,53.2,5.198757763975156,1.5093167701863357,11.403726708074537,2.161290322580645,0.24814814814814817,0.1148148148148148,0.13333333333333333,0,6.322036836403034,1.6614084507042253,4.660628385698809,6.5798830440839025,Reliever,TRUE,0.13333333333333333,0.6193181818181818,0.4583333333333333,0.4367816091954023,0.711764705882353,0.6931818181818182,0.5662394354293442,0.6414342629482073,0.04248824344272675,0.1521733542712622,40
56,J Huntzinger,Glacier Range Riders,6.41,3,4,31,4,0,53.333333333333336,62,43,38,27,64,10.8,8,1.67,256,6,10,2024,pitcher,53.1,4.5562499999999995,1.35,10.4625,2.3703703703703702,0.25,0.10546875,0.14453125,0.12903225806451613,6.322036836403034,1.6614084507042253,4.660628385698809,6.2918783856988085,Reliever,TRUE,0.14453125,0.5340909090909091,0.5555555555555556,0.5977011494252874,0.7764705882352941,0.6875,0.6205250911754462,0.6399999999999999,0.07713605835228554,0.44746221309953255,45
57,G Crowley,Idaho Falls Chukars,5.6,3,3,40,0,4,53,72,44,33,34,83,14.09,5,2,270,13,4,2024,pitcher,53,5.773584905660377,0.8490566037735849,12.226415094339623,2.4411764705882355,0.3074074074074074,0.1259259259259259,0.1814814814814815,0,6.322036836403034,1.6614084507042253,4.660628385698809,4.905911404566734,Reliever,TRUE,0.1814814814814815,0.6306818181818182,0.8958333333333334,0.27586206896551724,0.8823529411764706,0.6704545454545454,0.7575605830106338,0.6385542168674698,0.1644663963802842,1.1917422181933144,50
57,B Knoll,Yuba-Sutter Freebirds,4.25,2,5,10,10,0,53,60,38,25,24,30,5.09,5,1.58,240,7,6,2024,pitcher,53,4.0754716981132075,0.8490566037735849,10.18867924528302,1.25,0.125,0.1,0.02499999999999999,1,6.322036836403034,1.6614084507042253,4.660628385698809,6.453081215887488,Starter,TRUE,0.025,0.8522727272727273,0.5138888888888888,0.6954022988505747,0.17647058823529413,0.6704545454545454,0.5387989939967628,0.6385542168674698,0.024775261226848526,0.0012130031315102368,40
57,B Spears,Boise Hawks,3.74,6,2,10,10,0,53,46,27,22,20,56,9.51,2,1.25,228,5,7,2024,pitcher,53,3.39622641509434,0.33962264150943394,7.811320754716981,2.8,0.24561403508771928,0.08771929824561403,0.15789473684210523,1,6.322036836403034,1.6614084507042253,4.660628385698809,4.566288763057299,Starter,TRUE,0.15789473684210525,0.8977272727272727,0.9444444444444444,0.9425287356321839,0.8117647058823529,0.6704545454545454,0.8696108652447395,0.6385542168674698,0.23601657660206257,1.8015345275148795,55
60,C Reyes,Idaho Falls Chukars,7.86,4,5,12,12,0,52.666666666666664,74,53,46,33,35,5.98,10,2.03,262,NA,3,2024,pitcher,52.2,5.639240506329114,1.7088607594936709,12.645569620253164,1.0606060606060606,0.133587786259542,0.12595419847328243,0.00763358778625955,1,6.322036836403034,1.6614084507042253,4.660628385698809,7.850501803420328,Starter,TRUE,0.007633587786259542,0.3068181818181818,0.1875,0.25287356321839083,0.15294117647058825,0.6647727272727273,0.2766142279795931,0.6370967741935484,-0.14231835475493665,-1.4228561137679279,30
61,B Held,Glacier Range Riders,7.14,3,6,16,10,0,51.666666666666664,71,51,41,32,59,10.28,11,1.99,263,11,5,2024,pitcher,51.2,5.574193548387097,1.9161290322580649,12.367741935483872,1.84375,0.22433460076045628,0.12167300380228135,0.10266159695817492,0.625,6.322036836403034,1.6614084507042253,4.660628385698809,7.292886450214938,Starter,TRUE,0.10266159695817491,0.4431818181818182,0.2708333333333333,0.28735632183908044,0.5764705882352941,0.6534090909090909,0.41685171952793654,0.6326530612244898,-0.05260401417620342,-0.6582582504055174,35
61,M Hess,Ogden Raptors,5.4,5,5,12,12,0,51.666666666666664,64,35,31,22,38,6.62,9,1.66,247,7,5,2024,pitcher,51.2,3.8322580645161297,1.567741935483871,11.148387096774194,1.7272727272727273,0.15384615384615383,0.08906882591093117,0.06477732793522269,1,6.322036836403034,1.6614084507042253,4.660628385698809,7.021918708279454,Starter,TRUE,0.06477732793522267,0.6590909090909091,0.3333333333333333,0.6091954022988506,0.36470588235294116,0.6534090909090909,0.4640690500338066,0.6326530612244898,-0.022731825488816228,-0.40367005974395365,35
63,C Linton,Colorado Springs Sky Sox,7.01,5,3,47,0,1,51.333333333333336,56,41,40,33,68,11.92,13,1.73,243,11,5,2024,pitcher,51.1,5.785714285714286,2.279220779220779,9.818181818181818,2.060606060606061,0.27983539094650206,0.13580246913580246,0.1440329218106996,0,6.322036836403034,1.6614084507042253,4.660628385698809,7.524264749335172,Reliever,TRUE,0.1440329218106996,0.45454545454545453,0.2361111111111111,0.5344827586206896,0.7647058823529411,0.6477272727272727,0.46617480586801074,0.6311475409836065,-0.021348688099698133,-0.39188215732351217,35
