rk,name,team,era,w,l,app,gs,sv,ip,h,r,er,bb,k,k_9,hr,whip,bf,wp,hbp,season,player_type,ip_raw,bb_9,hr_9,h_9,k_bb,k_pct,bb_pct,k_minus_bb_pct,gs_pct,league_era,league_fip_component,fip_constant,fip
78,C Trout,Boise Hawks,4.71,3,0,42,0,1,36.333333333333336,42,24,19,13,18,4.46,4,1.51,160,2,1,2026,pitcher,36.1,3.2201834862385317,0.9908256880733944,10.40366972477064,1.3846153846153846,0.1125,0.08125,0.03125,0,7.548464236369433,2.4978212349877777,5.050643001381656,6.646973276611013
80,M Collins,Idaho Falls Chukars,7,2,3,19,0,0,36,55,39,28,21,15,3.75,9,2.11,186,6,3,2026,pitcher,36,5.25,2.25,13.75,0.7142857142857143,0.08064516129032258,0.11290322580645161,-0.03225806451612903,0,7.548464236369433,2.4978212349877777,5.050643001381656,9.467309668048323
80,C Cressend,Glacier Range Riders,6.75,1,4,12,10,0,36,53,34,27,14,25,6.25,5,1.86,174,NA,1,2026,pitcher,36,3.5,1.25,13.25,1.7857142857142858,0.14367816091954022,0.08045977011494253,0.0632183908045977,0.8333333333333334,7.548464236369433,2.4978212349877777,5.050643001381656,6.717309668048323
80,E Roarke,Modesto Roadsters,4.5,5,0,7,6,0,36,30,18,18,14,39,9.75,1,1.22,149,1,2,2026,pitcher,36,3.5,0.25,7.5,2.7857142857142856,0.26174496644295303,0.09395973154362416,0.16778523489932887,0.8571428571428571,7.548464236369433,2.4978212349877777,5.050643001381656,4.578420779159433
83,C Anziani,Boise Hawks,6.56,3,1,25,0,1,35.666666666666664,45,26,26,26,32,8.07,1,1.99,180,5,4,2026,pitcher,35.2,6.560747663551402,0.25233644859813087,11.35514018691589,1.2307692307692308,0.17777777777777778,0.14444444444444443,0.033333333333333354,0,7.548464236369433,2.4978212349877777,5.050643001381656,6.1441009453068895
84,T McEvoy,Billings Mustangs,6.88,4,0,7,7,0,35.333333333333336,38,29,27,22,28,7.13,4,1.7,162,1,2,2026,pitcher,35.1,5.60377358490566,1.0188679245283019,9.679245283018867,1.2727272727272727,0.1728395061728395,0.13580246913580246,0.037037037037037035,1,7.548464236369433,2.4978212349877777,5.050643001381656,6.975171303268448
85,K Worek,Great Falls Voyagers,8.23,0,2,23,0,1,35,39,39,32,35,31,7.97,5,2.11,186,6,10,2026,pitcher,35,9,1.2857142857142858,10.028571428571428,0.8857142857142857,0.16666666666666666,0.1881720430107527,-0.02150537634408603,0,7.548464236369433,2.4978212349877777,5.050643001381656,8.993500144238798
86,J Dixon,Long Beach Coast,5.45,2,0,33,0,0,34.666666666666664,47,29,21,20,32,8.31,6,1.93,173,3,2,2026,pitcher,34.2,5.1923076923076925,1.5576923076923077,12.201923076923078,1.6,0.18497109826589594,0.11560693641618497,0.06936416184971098,0,7.548464236369433,2.4978212349877777,5.050643001381656,7.358335309073963
87,L Burkett,Oakland Ballers,7.15,3,1,32,1,2,34,26,35,27,33,50,13.24,6,1.74,164,6,6,2026,pitcher,34,8.735294117647058,1.588235294117647,6.882352941176471,1.5151515151515151,0.3048780487804878,0.20121951219512196,0.10365853658536583,0.03125,7.548464236369433,2.4978212349877777,5.050643001381656,7.844760648440479
87,J Hasty,Glacier Range Riders,7.41,1,1,36,0,1,34,32,36,28,40,48,12.71,1,2.12,181,7,8,2026,pitcher,34,10.588235294117647,0.2647058823529412,8.470588235294118,1.2,0.26519337016574585,0.22099447513812154,0.04419889502762431,0,7.548464236369433,2.4978212349877777,5.050643001381656,6.844760648440479
87,K Lewis,Ogden Raptors,8.21,3,3,33,0,0,34,49,42,31,25,32,8.47,11,2.18,182,4,5,2026,pitcher,34,6.617647058823529,2.911764705882353,12.970588235294118,1.28,0.17582417582417584,0.13736263736263737,0.038461538461538464,0,7.548464236369433,2.4978212349877777,5.050643001381656,10.021231236675774
90,J Hamberg,RedPocket Mobiles,10.96,1,4,13,7,0,33.666666666666664,39,45,41,41,50,13.37,7,2.38,185,1,3,2026,pitcher,33.2,10.96039603960396,1.8712871287128714,10.425742574257427,1.2195121951219512,0.2702702702702703,0.22162162162162163,0.04864864864864865,0.5384615384615384,7.548464236369433,2.4978212349877777,5.050643001381656,8.704108347916309
90,A Moreno,Modesto Roadsters,6.42,5,3,29,0,5,33.666666666666664,41,29,24,17,36,9.62,6,1.72,162,1,1,2026,pitcher,33.2,4.544554455445545,1.603960396039604,10.96039603960396,2.1176470588235294,0.2222222222222222,0.10493827160493827,0.11728395061728394,0,7.548464236369433,2.4978212349877777,5.050643001381656,6.832821219203438
90,C Murphy,Great Falls Voyagers,12.03,0,3,11,4,0,33.666666666666664,62,49,45,25,37,9.89,7,2.58,189,2,2,2026,pitcher,33.2,6.683168316831684,1.8712871287128714,16.574257425742577,1.48,0.19576719576719576,0.13227513227513227,0.06349206349206349,0.36363636363636365,7.548464236369433,2.4978212349877777,5.050643001381656,7.9615340904905665
93,C Peguero,Great Falls Voyagers,13.36,2,1,7,6,0,33,61,50,49,18,37,10.09,5,2.39,183,6,5,2026,pitcher,33,4.909090909090909,1.3636363636363635,16.636363636363637,2.0555555555555554,0.20218579234972678,0.09836065573770492,0.10382513661202186,0.8571428571428571,7.548464236369433,2.4978212349877777,5.050643001381656,6.868824819563474
94,C Canada,Glacier Range Riders,6.89,2,3,12,5,0,32.666666666666664,33,30,25,32,41,11.3,7,1.99,166,6,4,2026,pitcher,32.2,8.816326530612246,1.9285714285714286,9.091836734693878,1.28125,0.2469879518072289,0.1927710843373494,0.0542168674698795,0.4166666666666667,7.548464236369433,2.4978212349877777,5.050643001381656,8.63227565444288
95,C Barker,Yuba-Sutter Freebirds,4.5,1,1,30,0,0,32,17,17,16,39,42,11.81,2,1.75,158,3,10,2026,pitcher,32,10.96875,0.5625,4.78125,1.0769230769230769,0.26582278481012656,0.2468354430379747,0.01898734177215186,0,7.548464236369433,2.4978212349877777,5.050643001381656,7.831893001381656
95,J Berenti,Idaho Falls Chukars,16.03,1,1,15,4,0,32,61,58,57,30,16,4.5,9,2.84,190,8,10,2026,pitcher,32,8.4375,2.53125,17.15625,0.5333333333333333,0.08421052631578947,0.15789473684210525,-0.07368421052631578,0.26666666666666666,7.548464236369433,2.4978212349877777,5.050643001381656,11.456893001381655
97,A Miranda,RedPocket Mobiles,6.03,2,4,14,3,0,31.333333333333332,38,29,21,21,31,8.9,1,1.88,155,3,3,2026,pitcher,31.1,6.031914893617022,0.2872340425531915,10.914893617021278,1.4761904761904763,0.2,0.13548387096774195,0.06451612903225806,0.21428571428571427,7.548464236369433,2.4978212349877777,5.050643001381656,5.784685554573145
98,C Czerwinski,Great Falls Voyagers,13.35,0,4,8,6,0,31,55,51,46,24,27,7.84,5,2.55,176,3,5,2026,pitcher,31,6.967741935483871,1.4516129032258065,15.96774193548387,1.125,0.1534090909090909,0.13636363636363635,0.017045454545454558,0.75,7.548464236369433,2.4978212349877777,5.050643001381656,8.2119333239623
99,J Garcia,Great Falls Voyagers,7.34,1,1,7,4,0,30.666666666666668,50,33,25,14,17,4.99,5,2.09,158,2,6,2026,pitcher,30.2,4.108695652173913,1.467391304347826,14.67391304347826,1.2142857142857142,0.10759493670886076,0.08860759493670886,0.018987341772151903,0.5714285714285714,7.548464236369433,2.4978212349877777,5.050643001381656,8.018034305729483
99,L Hartman,Billings Mustangs,6.46,3,3,25,0,7,30.666666666666668,36,23,22,17,49,14.38,4,1.73,140,5,NA,2026,pitcher,30.2,4.989130434782608,1.1739130434782608,10.565217391304348,2.8823529411764706,0.35,0.12142857142857143,0.22857142857142854,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
101,N Naccarato,Billings Mustangs,6.53,1,0,26,0,0,30.333333333333332,37,23,22,19,28,8.31,4,1.85,143,8,NA,2026,pitcher,30.1,5.637362637362638,1.1868131868131868,10.978021978021978,1.4736842105263157,0.1958041958041958,0.13286713286713286,0.06293706293706294,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
102,R Steinman,Missoula PaddleHeads,8.4,2,2,24,0,0,30,40,29,28,18,27,8.1,6,1.93,149,1,2,2026,pitcher,30,5.4,1.8,12,1.5,0.18120805369127516,0.12080536912751678,0.06040268456375837,0,7.548464236369433,2.4978212349877777,5.050643001381656,7.8506430013816555
103,L Wade,Glacier Range Riders,4.3,2,2,19,0,0,29.333333333333332,27,16,14,20,30,9.2,2,1.6,130,2,NA,2026,pitcher,29.1,6.136363636363637,0.6136363636363636,8.28409090909091,1.5,0.23076923076923078,0.15384615384615385,0.07692307692307693,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
104,G Grosjean,Long Beach Coast,6.59,4,2,16,3,0,28.666666666666668,35,29,21,14,31,9.73,5,1.71,141,2,4,2026,pitcher,28.2,4.395348837209302,1.569767441860465,10.988372093023255,2.2142857142857144,0.2198581560283688,0.09929078014184398,0.12056737588652483,0.1875,7.548464236369433,2.4978212349877777,5.050643001381656,7.0390150944049115
105,M Riley,Oakland Ballers,12.07,2,1,12,3,0,28.333333333333332,49,39,38,23,31,9.85,9,2.54,152,2,1,2026,pitcher,28.1,7.305882352941177,2.8588235294117648,15.564705882352941,1.3478260869565217,0.20394736842105263,0.1513157894736842,0.05263157894736842,0.25,7.548464236369433,2.4978212349877777,5.050643001381656,9.532995942558127
106,C Percival,Long Beach Coast,4.18,3,0,8,5,2,28,31,16,13,8,22,7.07,8,1.39,122,NA,NA,2026,pitcher,28,2.5714285714285716,2.5714285714285716,9.964285714285714,2.75,0.18032786885245902,0.06557377049180328,0.11475409836065574,0.625,7.548464236369433,2.4978212349877777,5.050643001381656,NA
106,J Toporek,Missoula PaddleHeads,7.71,2,1,6,5,0,28,44,25,24,10,20,6.43,2,1.93,135,4,2,2026,pitcher,28,3.2142857142857144,0.6428571428571429,14.142857142857142,2,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.8333333333333334,7.548464236369433,2.4978212349877777,5.050643001381656,5.836357287095941
106,H Vela,Boise Hawks,6.75,1,3,6,6,0,28,37,21,21,15,14,4.5,8,1.86,129,NA,1,2026,pitcher,28,4.821428571428571,2.5714285714285716,11.892857142857142,0.9333333333333333,0.10852713178294573,0.11627906976744186,-0.007751937984496124,1,7.548464236369433,2.4978212349877777,5.050643001381656,9.479214429953085
109,J Almeda,Billings Mustangs,6.51,1,0,21,3,0,27.666666666666668,32,21,20,25,31,10.08,3,2.06,142,NA,3,2026,pitcher,27.2,8.132530120481928,0.9759036144578312,10.409638554216867,1.24,0.21830985915492956,0.176056338028169,0.04225352112676056,0.14285714285714285,7.548464236369433,2.4978212349877777,5.050643001381656,7.255462278490089
109,J Betancourt,Billings Mustangs,7.81,2,0,11,3,0,27.666666666666668,34,26,24,14,15,4.88,3,1.73,130,NA,3,2026,pitcher,27.2,4.554216867469879,0.9759036144578312,11.06024096385542,1.0714285714285714,0.11538461538461539,0.1076923076923077,0.007692307692307693,0.2727272727272727,7.548464236369433,2.4978212349877777,5.050643001381656,7.219317700176836
109,M Dye,Billings Mustangs,7.48,0,0,13,2,0,27.666666666666668,32,25,23,15,35,11.39,5,1.7,129,2,3,2026,pitcher,27.2,4.879518072289156,1.6265060240963856,10.409638554216867,2.3333333333333335,0.2713178294573643,0.11627906976744186,0.15503875968992248,0.15384615384615385,7.548464236369433,2.4978212349877777,5.050643001381656,6.821727338731053
112,K Kneip,Ogden Raptors,9.22,3,3,28,0,4,27.333333333333332,36,34,28,25,20,6.59,4,2.23,147,9,4,2026,pitcher,27.1,8.231707317073171,1.3170731707317074,11.853658536585366,0.8,0.1360544217687075,0.17006802721088435,-0.03401360544217685,0,7.548464236369433,2.4978212349877777,5.050643001381656,8.672594220893851
112,B Rozakis,RedPocket Mobiles,6.91,1,1,30,0,0,27.333333333333332,36,24,21,20,18,5.93,1,2.05,139,5,2,2026,pitcher,27.1,6.585365853658537,0.32926829268292684,11.853658536585366,0.9,0.12949640287769784,0.14388489208633093,-0.014388489208633087,0,7.548464236369433,2.4978212349877777,5.050643001381656,6.623813733088973
114,R Wentz,Missoula PaddleHeads,9,2,1,10,6,0,27,38,28,27,19,31,10.33,5,2.11,138,7,5,2026,pitcher,27,6.333333333333333,1.6666666666666667,12.666666666666666,1.631578947368421,0.2246376811594203,0.13768115942028986,0.08695652173913043,0.6,7.548464236369433,2.4978212349877777,5.050643001381656,7.828420779159433
114,I Williams,Yuba-Sutter Freebirds,7.67,1,2,18,1,0,27,26,30,23,30,21,7,NA,2.07,137,2,2,2026,pitcher,27,10,NA,8.666666666666666,0.7,0.15328467153284672,0.21897810218978103,-0.06569343065693431,0.05555555555555555,7.548464236369433,2.4978212349877777,5.050643001381656,NA
116,R Humphreys,Glacier Range Riders,9.91,2,1,16,0,0,26.333333333333332,23,30,29,34,27,9.23,NA,2.16,134,4,5,2026,pitcher,26.1,11.620253164556962,NA,7.860759493670886,0.7941176470588235,0.20149253731343283,0.2537313432835821,-0.052238805970149266,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
117,L Riley,Ogden Raptors,13.15,0,2,23,0,3,26,35,38,38,26,37,12.81,7,2.35,148,3,10,2026,pitcher,26,9,2.423076923076923,12.115384615384615,1.4230769230769231,0.25,0.17567567567567569,0.07432432432432431,0,7.548464236369433,2.4978212349877777,5.050643001381656,9.858335309073963
117,P Sanders,RedPocket Mobiles,13.15,1,1,22,0,0,26,51,40,38,16,21,7.27,6,2.58,145,1,3,2026,pitcher,26,5.538461538461538,2.076923076923077,17.653846153846153,1.3125,0.14482758620689656,0.1103448275862069,0.03448275862068967,0,7.548464236369433,2.4978212349877777,5.050643001381656,8.627566078304733
117,C Tremain,Modesto Roadsters,6.23,1,1,26,0,0,26,42,19,18,10,26,9,2,2,133,1,2,2026,pitcher,26,3.4615384615384617,0.6923076923076923,14.538461538461538,2.6,0.19548872180451127,0.07518796992481203,0.12030075187969924,0,7.548464236369433,2.4978212349877777,5.050643001381656,5.435258385997041
120,C Kelly,Ogden Raptors,9.47,1,0,18,0,0,25.666666666666668,36,28,27,24,23,8.06,6,2.34,136,1,5,2026,pitcher,25.2,8.415584415584416,2.103896103896104,12.623376623376624,0.9583333333333334,0.16911764705882354,0.17647058823529413,-0.00735294117647059,0,7.548464236369433,2.4978212349877777,5.050643001381656,9.687006637745291
121,L Alaniz,Modesto Roadsters,4.26,0,0,19,0,0,25.333333333333332,22,13,12,14,20,7.11,3,1.42,113,1,5,2026,pitcher,25.1,4.973684210526316,1.0657894736842106,7.815789473684211,1.4285714285714286,0.17699115044247787,0.12389380530973451,0.05309734513274336,0,7.548464236369433,2.4978212349877777,5.050643001381656,7.261169317171129
121,J Locklear,Boise Hawks,11.72,0,2,13,2,0,25.333333333333332,38,35,33,21,19,6.75,5,2.33,140,4,6,2026,pitcher,25.1,7.460526315789474,1.7763157894736843,13.5,0.9047619047619048,0.1357142857142857,0.15,-0.01428571428571429,0.15384615384615385,7.548464236369433,2.4978212349877777,5.050643001381656,9.313800896118497
123,C Housley,Glacier Range Riders,8.28,1,1,26,0,2,25,29,24,23,24,22,7.92,4,2.12,127,2,2,2026,pitcher,25,8.64,1.44,10.44,0.9166666666666666,0.1732283464566929,0.1889763779527559,-0.015748031496062992,0,7.548464236369433,2.4978212349877777,5.050643001381656,8.490643001381656
123,M Lauria,RedPocket Mobiles,8.64,0,3,5,5,0,25,32,30,24,22,16,5.76,4,2.16,140,7,6,2026,pitcher,25,7.92,1.44,11.52,0.7272727272727273,0.11428571428571428,0.15714285714285714,-0.04285714285714286,1,7.548464236369433,2.4978212349877777,5.050643001381656,9.210643001381655
125,C Diaz,Oakland Ballers,7.66,2,2,12,3,1,24.666666666666668,35,25,21,11,18,6.57,3,1.86,117,2,3,2026,pitcher,24.2,4.013513513513513,1.0945945945945945,12.77027027027027,1.6363636363636365,0.15384615384615385,0.09401709401709402,0.05982905982905984,0.25,7.548464236369433,2.4978212349877777,5.050643001381656,6.87496732570598
2,J Abreu,RedPocket Mobiles,11.57,0,2,13,0,1,11.666666666666666,14,15,15,18,12,9.26,1,2.74,70,5,4,2026,pitcher,11.2,13.885714285714286,0.7714285714285715,10.8,0.6666666666666666,0.17142857142857143,0.2571428571428571,-0.08571428571428569,0,7.548464236369433,2.4978212349877777,5.050643001381656,9.76492871566737
3,J Acosta,Boise Hawks,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
4,W Adams,RedPocket Mobiles,8.15,1,6,20,0,2,17.666666666666668,16,16,16,19,21,10.7,2,1.98,90,2,3,2026,pitcher,17.2,9.679245283018867,1.0188679245283019,8.150943396226415,1.105263157894737,0.23333333333333334,0.2111111111111111,0.022222222222222227,0,7.548464236369433,2.4978212349877777,5.050643001381656,7.8808316806269385
5,C Adamson,RedPocket Mobiles,12.91,0,3,3,3,0,15.333333333333334,25,22,22,5,9,5.28,7,1.96,77,1,NA,2026,pitcher,15.1,2.934782608695652,4.108695652173913,14.67391304347826,1.8,0.11688311688311688,0.06493506493506493,0.05194805194805195,1,7.548464236369433,2.4978212349877777,5.050643001381656,NA
6,Z Addkison,Yuba-Sutter Freebirds,29.84,0,1,4,2,0,6.333333333333333,23,21,21,11,4,5.68,5,5.37,51,1,NA,2026,pitcher,6.1,15.631578947368421,7.105263157894737,32.68421052631579,0.36363636363636365,0.0784313725490196,0.21568627450980393,-0.13725490196078433,0.5,7.548464236369433,2.4978212349877777,5.050643001381656,NA
7,D Aguiar,Yuba-Sutter Freebirds,10.19,0,2,16,0,0,17.666666666666668,22,21,20,19,15,7.64,5,2.32,101,2,4,2026,pitcher,17.2,9.679245283018867,2.5471698113207544,11.20754716981132,0.7894736842105263,0.1485148514851485,0.18811881188118812,-0.03960396039603961,0,7.548464236369433,2.4978212349877777,5.050643001381656,10.937435454211844
9,C Allen,Great Falls Voyagers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
9,J Allgeyer,Oakland Ballers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
12,E Amundson,Yuba-Sutter Freebirds,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
12,A Anderson,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
12,D Andiarena,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
16,E Apodaca,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
17,J Aponte,Yuba-Sutter Freebirds,6.75,1,1,5,0,0,4,5,3,3,4,5,11.25,NA,2.25,19,NA,NA,2026,pitcher,4,9,NA,11.25,1.25,0.2631578947368421,0.21052631578947367,0.05263157894736842,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
18,D Aragon,Yuba-Sutter Freebirds,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
18,K Ashworth,Glacier Range Riders,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
20,D Aspinwall,RedPocket Mobiles,25.77,0,0,7,0,0,7.333333333333333,20,21,21,10,5,6.14,1,4.09,53,5,1,2026,pitcher,7.1,12.272727272727273,1.2272727272727273,24.545454545454547,0.5,0.09433962264150944,0.18867924528301888,-0.09433962264150944,0,7.548464236369433,2.4978212349877777,5.050643001381656,9.959733910472565
21,I Austin IV,Ogden Raptors,10.2,2,0,14,0,0,15,25,22,17,17,17,10.2,2,2.8,93,NA,3,2026,pitcher,15,10.2,1.2,15,1,0.1827956989247312,0.1827956989247312,0,0,7.548464236369433,2.4978212349877777,5.050643001381656,8.517309668048323
23,A Balentine,Oakland Ballers,6.75,0,0,3,0,0,4,3,3,3,3,0,0,2,1.5,18,NA,1,2026,pitcher,4,6.75,4.5,6.75,0,0,0.16666666666666666,-0.16666666666666666,0,7.548464236369433,2.4978212349877777,5.050643001381656,14.550643001381655
24,M Ball,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
26,J Ballista,Missoula PaddleHeads,7.94,0,1,5,0,0,5.666666666666667,12,5,5,1,2,3.18,2,2.29,28,NA,NA,2026,pitcher,5.2,1.588235294117647,3.176470588235294,19.058823529411764,2,0.07142857142857142,0.03571428571428571,0.03571428571428571,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
27,M Bardowell,Long Beach Coast,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
28,B Barker,Oakland Ballers,14.54,0,0,5,0,0,4.333333333333333,11,8,7,3,3,6.23,2,3.23,28,1,NA,2026,pitcher,4.1,6.230769230769231,4.153846153846154,22.846153846153847,1,0.10714285714285714,0.10714285714285714,0,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
29,B Barker,Idaho Falls Chukars,21.38,0,0,6,0,0,8,21,19,19,12,8,9,1,4.13,56,1,NA,2026,pitcher,8,13.5,1.125,23.625,0.6666666666666666,0.14285714285714285,0.21428571428571427,-0.07142857142857142,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
31,B Barquin,Yuba-Sutter Freebirds,14.73,0,1,7,2,0,14.666666666666666,28,25,24,9,10,6.14,3,2.52,82,1,4,2026,pitcher,14.2,5.522727272727273,1.840909090909091,17.181818181818183,1.1111111111111112,0.12195121951219512,0.10975609756097561,0.01219512195121951,0.2857142857142857,7.548464236369433,2.4978212349877777,5.050643001381656,9.00518845592711
32,A Barranca,Great Falls Voyagers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
32,E Barrera,Idaho Falls Chukars,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
32,L Barry,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
35,W Bartkoski,Glacier Range Riders,16.68,1,0,8,0,0,11.333333333333334,21,21,21,12,5,3.97,2,2.91,67,1,1,2026,pitcher,11.1,9.529411764705882,1.588235294117647,16.676470588235293,0.4166666666666667,0.07462686567164178,0.1791044776119403,-0.1044776119402985,0,7.548464236369433,2.4978212349877777,5.050643001381656,9.903584177852244
36,T Bates,Oakland Ballers,7.11,1,0,10,0,0,12.666666666666666,12,10,10,11,10,7.11,4,1.82,61,NA,1,2026,pitcher,12.2,7.815789473684211,2.8421052631578947,8.526315789473685,0.9090909090909091,0.16393442622950818,0.18032786885245902,-0.016393442622950838,0,7.548464236369433,2.4978212349877777,5.050643001381656,10.419064054013234
38,M Beale,Oakland Ballers,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
40,L Beard,Glacier Range Riders,54,0,0,1,0,0,1,8,6,6,NA,0,0,1,8,11,NA,NA,2026,pitcher,1,NA,9,72,NA,0,NA,NA,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
41,S Becker,RedPocket Mobiles,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
41,J Begora,Boise Hawks,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
43,J Bell,Great Falls Voyagers,9,0,0,3,0,1,2,2,2,2,1,1,4.5,1,1.5,10,NA,NA,2026,pitcher,2,4.5,4.5,9,1,0.1,0.1,0,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
45,L Bell,Yuba-Sutter Freebirds,18,0,0,1,0,0,1,1,2,2,2,2,18,NA,3,6,NA,NA,2026,pitcher,1,18,NA,9,1,0.3333333333333333,0.3333333333333333,0,0,7.548464236369433,2.4978212349877777,5.050643001381656,NA
47,A Bergeron,Yuba-Sutter Freebirds,54,0,0,3,0,0,2,11,17,12,7,0,0,1,9,24,NA,1,2026,pitcher,2,31.5,4.5,49.5,0,0,0.2916666666666667,-0.2916666666666667,0,7.548464236369433,2.4978212349877777,5.050643001381656,23.550643001381655
48,C Bergman,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
48,W Bermudez,Missoula PaddleHeads,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
48,C Bess,Long Beach Coast,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
48,T Best,Boise Hawks,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
53,G Bevacqua,Ogden Raptors,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2026,pitcher,0,NA,NA,NA,NA,NA,NA,NA,NA,7.548464236369433,2.4978212349877777,5.050643001381656,NA
54,J Bickford,Idaho Falls Chukars,6.23,0,0,6,0,0,8.666666666666666,12,8,6,10,12,12.46,1,2.54,47,4,1,2026,pitcher,8.2,10.384615384615385,1.0384615384615385,12.461538461538462,1.2,0.2553191489361702,0.2127659574468085,0.04255319148936168,0,7.548464236369433,2.4978212349877777,5.050643001381656,7.589104539843195
