"player_name","team","season","gp","pa","ab","h","x2b","x3b","hr","bb","hbp","sf","k","x1b","avg","obp","slg","ops","iso","bb_rate","k_rate","hr_rate","xbh","xbh_rate","woba","lg_obp","lg_slg","ops_plus","name_key","iso_pct","hr_pct","bb_pct","k_pct","power_score","discipline_score","scout_score","power_grade","discipline_grade","scout_grade","alumni_name","organization","signed_by_mlb_org"
"C Horner","Ogden Raptors",2023,56,209,184,52,15,1,1,16,5,3,27,35,0.282608695652174,0.350961538461538,0.391304347826087,0.742265886287625,0.108695652173913,0.076555023923445,0.129186602870813,0.00478468899521531,17,0.0813397129186603,0.329384615384615,0.415712620826764,0.519508091651979,60,"chorner",0.268357810413885,0.16154873164219,0.208277703604806,0.794392523364486,0.225634178905207,0.472029372496662,0.311872496662216,33.5380507343124,48.6797809774894,40.1596599674207,"Coleton Horner","Arizona Diamondbacks",1
"C Hornung","Glacier Range Riders",2026,77,334,269,91,25,2,11,49,7,7,61,53,0.338289962825279,0.442771084337349,0.568773234200744,1.01154431853809,0.230483271375465,0.146706586826347,0.182634730538922,0.0329341317365269,38,0.11377245508982,0.433873493975904,0.450384809487762,0.58938642643552,95,"chornung",0.751668891855808,0.587449933244326,0.798397863818425,0.476635514018692,0.685981308411215,0.653604806408545,0.67464953271028,61.1588785046729,59.7120259582235,63.6098255606978,NA,NA,0
"C Jordan","Ogden Raptors",2024,68,314,258,83,9,3,8,31,14,4,43,63,0.321705426356589,0.416938110749186,0.472868217054264,0.889806327803449,0.151162790697674,0.0987261146496815,0.136942675159236,0.0254777070063694,20,0.0636942675159236,0.392628664495114,0.424262617051871,0.536937901498929,86,"cjordan",0.43524699599466,0.475300400534045,0.39652870493992,0.747663551401869,0.451268357810414,0.554539385847797,0.487413217623498,47.0761014686248,53.6929628878524,51.506737003355,NA,NA,0
"C Jordan","Ogden Raptors",2025,91,437,373,129,23,3,12,45,11,6,42,91,0.345844504021448,0.425287356321839,0.520107238605898,0.945394594927737,0.17426273458445,0.102974828375286,0.0961098398169336,0.0274599542334096,38,0.0869565217391304,0.411708045977011,0.430165036674817,0.545487286609522,94,"cjordan",0.51935914552737,0.497997329773031,0.449933244325768,0.918558077436582,0.510814419225634,0.660814419225634,0.563314419225634,50.6488651535381,60.1500709795173,56.4130446508517,NA,NA,0
"C Jordan","Ogden Raptors",2026,93,451,381,123,22,1,23,49,8,8,60,77,0.322834645669291,0.403587443946188,0.566929133858268,0.970516577804456,0.244094488188976,0.108647450110865,0.133037694013304,0.0509977827050998,46,0.1019955654102,0.416733183856502,0.450384809487762,0.58938642643552,86,"cjordan",0.790387182910547,0.843791722296395,0.492656875834446,0.775700934579439,0.811748998664887,0.620026702269693,0.744646194926569,68.7049399198932,57.6718718312716,68.1344595833738,NA,NA,0
"C Kirtley","Glacier Range Riders",2023,59,267,228,73,18,1,15,35,2,2,53,39,0.320175438596491,0.411985018726592,0.605263157894737,1.01724817662133,0.285087719298246,0.131086142322097,0.198501872659176,0.0561797752808989,34,0.127340823970037,0.435337078651685,0.415712620826764,0.519508091651979,116,"ckirtley",0.885180240320427,0.879839786381842,0.691588785046729,0.388518024032043,0.883044058744993,0.55520694259012,0.768301068090788,72.9826435246996,53.7335226120462,69.6635274064964,NA,NA,0
"C Lane","Ogden Raptors",2025,95,447,395,139,29,1,8,35,10,5,61,101,0.351898734177215,0.413483146067416,0.491139240506329,0.904622386573745,0.139240506329114,0.0782997762863535,0.136465324384787,0.0178970917225951,38,0.0850111856823266,0.39627191011236,0.430165036674817,0.545487286609522,86,"clane",0.391188251001335,0.356475300400534,0.218958611481976,0.753004005340454,0.377303070761015,0.459279038718291,0.405994659546061,42.6381842456609,47.9050902453863,46.2437835097144,NA,NA,0
"C Lane","Ogden Raptors",2026,94,485,413,167,36,3,18,56,8,8,49,110,0.404358353510896,0.476288659793814,0.63680387409201,1.11309253388582,0.232445520581114,0.115463917525773,0.101030927835052,0.0371134020618557,57,0.117525773195876,0.475294845360825,0.450384809487762,0.58938642643552,114,"clane",0.758344459279039,0.667556742323097,0.56475300400534,0.901201602136182,0.722029372496662,0.716154873164219,0.719973297730307,63.3217623497997,63.5124721151896,66.5395859628683,NA,NA,0
"C Lawrence","Ogden Raptors",2026,95,451,395,156,32,3,35,50,2,2,96,86,0.394936708860759,0.463251670378619,0.756962025316456,1.22021369569507,0.362025316455696,0.110864745011086,0.212860310421286,0.0776053215077605,70,0.155210643015521,0.515293986636971,0.450384809487762,0.58938642643552,131,"clawrence",0.970627503337784,0.962616822429907,0.518024032042724,0.316421895861148,0.967423230974633,0.427303070761015,0.778381174899867,78.045393858478,45.9622794564997,70.3151126789432,NA,NA,0
"C LeBron","Boise Hawks",2022,10,48,43,16,5,0,0,4,0,1,13,11,0.372093023255814,0.416666666666667,0.488372093023256,0.905038759689922,0.116279069767442,0.0833333333333333,0.270833333333333,0,5,0.104166666666667,0.393395833333333,0.403219653620203,0.505468647871367,100,"clebron",0.299065420560748,0,0.248331108144192,0.0827770360480641,0.179439252336449,0.173831775700935,0.177476635514019,30.7663551401869,30.5617521800852,31.4722159293181,NA,NA,0
"C Lopez","Rocky Mountain Vibes",2022,63,278,244,83,17,0,4,28,1,3,28,62,0.340163934426229,0.405797101449275,0.459016393442623,0.864813494891898,0.118852459016393,0.100719424460432,0.100719424460432,0.0143884892086331,21,0.0755395683453237,0.380829710144928,0.403219653620203,0.505468647871367,91,"clopez",0.307076101468625,0.285714285714286,0.420560747663551,0.903871829105474,0.298531375166889,0.638050734312417,0.417363150867824,37.9118825100134,58.7669843845062,46.9786508732753,NA,NA,0
"C Magee","Glacier Range Riders",2026,2,7,6,2,1,0,0,0,1,0,0,1,0.333333333333333,0.428571428571429,0.5,0.928571428571429,0.166666666666667,0,0,0,1,0.142857142857143,0.411571428571429,0.450384809487762,0.58938642643552,80,"cmagee",0.496662216288385,0,0,1,0.297997329773031,0.45,0.35119826435247,37.8798397863818,47.3413100790915,42.7017055568141,NA,NA,0
"C Matlon","Boise Hawks",2026,2,9,8,3,0,0,0,0,0,0,2,3,0.375,0.375,0.375,0.75,0,0,0.222222222222222,0,0,0,0.333,0.450384809487762,0.58938642643552,47,"cmatlon",0,0,0,0.253671562082777,0,0.11415220293725,0.0399532710280374,20,26.9357128371527,22.5826078513868,NA,NA,0
"C Middleton","Grand Junction Jackalopes",2022,42,176,154,47,9,0,8,13,6,3,36,30,0.305194805194805,0.375,0.519480519480519,0.894480519480519,0.214285714285714,0.0738636363636364,0.204545454545455,0.0454545454545454,17,0.0965909090909091,0.3874375,0.403219653620203,0.505468647871367,96,"cmiddleton",0.68758344459279,0.769025367156208,0.18958611481976,0.356475300400534,0.720160213618158,0.264686248331108,0.56074432576769,63.2096128170895,36.0819306428716,56.246911982049,NA,NA,0
"C Mink","Ogden Raptors",2021,32,71,64,17,0,0,1,7,0,0,22,16,0.265625,0.338028169014085,0.3125,0.650528169014085,0.046875,0.0985915492957746,0.309859154929577,0.0140845070422535,1,0.0140845070422535,0.297732394366197,0.386737115479336,0.403905188465603,65,"cmink",0.110814419225634,0.279038718291055,0.392523364485981,0.0440587449933244,0.178104138851802,0.235714285714286,0.198267690253672,30.6862483311081,34.3216386128574,32.8161644929178,NA,NA,0
"C Mize","Rocky Mountain Vibes",2024,18,72,63,25,6,0,3,7,1,0,13,16,0.396825396825397,0.464788732394366,0.634920634920635,1.099709367315,0.238095238095238,0.0972222222222222,0.180555555555556,0.0416666666666667,9,0.125,0.474492957746479,0.424262617051871,0.536937901498929,128,"cmize",0.774365821094793,0.723631508678238,0.379172229639519,0.489986648865154,0.754072096128171,0.429038718291055,0.64031041388518,65.2443257676902,46.0677347394038,61.3901205001241,NA,NA,0
"C Monroe","Great Falls Voyagers",2022,42,181,165,48,11,0,3,11,2,3,39,34,0.290909090909091,0.337016574585635,0.412121212121212,0.749137786706847,0.121212121212121,0.0607734806629834,0.215469613259669,0.0165745856353591,14,0.0773480662983425,0.32878453038674,0.403219653620203,0.505468647871367,65,"cmonroe",0.320427236315087,0.325767690253672,0.116154873164219,0.292389853137517,0.322563417890521,0.195460614152203,0.278077436582109,39.3538050734312,31.8758872439667,37.9751232510221,NA,NA,0
"C Monroe","Idaho Falls Chukars",2023,27,118,101,34,6,0,4,14,2,1,25,24,0.336633663366337,0.423728813559322,0.514851485148515,0.938580298707837,0.178217821782178,0.11864406779661,0.211864406779661,0.0338983050847458,10,0.0847457627118644,0.410559322033898,0.415712620826764,0.519508091651979,101,"cmonroe",0.534045393858478,0.602136181575434,0.58611481975968,0.324432576769025,0.56128170894526,0.468357810413885,0.528758344459279,53.6769025367156,48.456702494423,54.1793154039505,NA,NA,0
"C Monroe","Idaho Falls Chukars",2024,20,86,66,23,5,1,4,18,2,0,17,13,0.348484848484849,0.5,0.636363636363636,1.13636363636364,0.287878787878788,0.209302325581395,0.197674418604651,0.0465116279069767,10,0.116279069767442,0.485848837209302,0.424262617051871,0.536937901498929,136,"cmonroe",0.886515353805073,0.787716955941255,0.974632843791722,0.392523364485981,0.846995994659546,0.712683578104139,0.799986648865153,70.8197596795728,63.3015615493815,71.7117058804492,NA,NA,0
"C Muniz","Billings Mustangs",2026,85,428,352,127,19,2,27,63,11,2,74,79,0.360795454545455,0.469626168224299,0.65625,1.1258761682243,0.295454545454545,0.147196261682243,0.172897196261682,0.0630841121495327,48,0.11214953271028,0.480542056074766,0.450384809487762,0.58938642643552,116,"cmuniz",0.898531375166889,0.923898531375167,0.801068090787717,0.53671562082777,0.9086782376502,0.682109479305741,0.82937917222964,74.520694259012,61.443926181302,73.611659492756,NA,NA,0
"C Perez","Missoula PaddleHeads",2024,25,101,88,29,6,0,4,7,5,1,25,19,0.329545454545455,0.405940594059406,0.534090909090909,0.940031503150315,0.204545454545455,0.0693069306930693,0.247524752475248,0.0396039603960396,10,0.099009900990099,0.409326732673267,0.424262617051871,0.536937901498929,95,"cperez",0.648865153538051,0.695594125500668,0.164218958611482,0.14018691588785,0.667556742323097,0.153404539385848,0.48760347129506,60.0534045393859,29.3206246197526,51.5190351359807,NA,NA,0
"C Perez","Missoula PaddleHeads",2025,60,258,228,72,11,0,9,19,6,5,38,52,0.315789473684211,0.375968992248062,0.482456140350877,0.858425132598939,0.166666666666667,0.0736434108527132,0.147286821705426,0.0348837209302326,20,0.0775193798449612,0.374062015503876,0.430165036674817,0.545487286609522,76,"cperez",0.496662216288385,0.624833110814419,0.185580774365821,0.700934579439252,0.547930574098798,0.417489986648865,0.502276368491322,52.8758344459279,45.3660515108497,52.4675016451449,NA,NA,0
"C Petersen","Grand Junction Jackalopes",2022,74,323,264,95,15,6,14,46,10,2,79,60,0.359848484848485,0.468944099378882,0.621212121212121,1.090156220591,0.261363636363636,0.142414860681115,0.244582043343653,0.043343653250774,35,0.108359133126935,0.467127329192547,0.403219653620203,0.505468647871367,139,"cpetersen",0.841121495327103,0.746328437917223,0.770360480640854,0.148197596795728,0.803204272363151,0.490387182910547,0.69371829105474,68.192256341789,49.7951733928209,64.8424436605284,NA,NA,0
"C Petersen","Rocky Mountain Vibes",2023,54,247,190,66,15,4,6,41,13,3,50,41,0.347368421052632,0.48582995951417,0.563157894736842,1.04898785425101,0.21578947368421,0.165991902834008,0.202429149797571,0.0242914979757085,25,0.101214574898785,0.454327935222672,0.415712620826764,0.519508091651979,125,"cpetersen",0.69826435246996,0.445927903871829,0.891855807743658,0.367156208277704,0.597329773030708,0.655740987983979,0.617773698264352,55.8397863818425,59.8418170756439,59.9333311757662,NA,NA,0
"C Phelts","Colorado Springs Sky Sox",2022,82,354,302,87,12,10,7,34,8,3,100,58,0.288079470198675,0.371757925072046,0.463576158940397,0.835334084012443,0.175496688741722,0.096045197740113,0.282485875706215,0.019774011299435,29,0.0819209039548023,0.365587896253602,0.403219653620203,0.505468647871367,84,"cphelts",0.523364485981308,0.391188251001335,0.367156208277704,0.0654205607476636,0.470493991989319,0.231375166889186,0.386802403204272,48.2296395193591,34.0580004055972,45.0031824115128,NA,NA,0
"C Phelts","Ogden Raptors",2023,89,392,324,106,17,8,2,49,9,3,52,79,0.327160493827161,0.425974025974026,0.447530864197531,0.873504890171557,0.12037037037037,0.125,0.13265306122449,0.00510204081632653,27,0.0688775510204082,0.387524675324675,0.415712620826764,0.519508091651979,89,"cphelts",0.316421895861148,0.165554072096128,0.630173564753004,0.779706275033378,0.25607476635514,0.697463284379172,0.410560747663551,35.3644859813084,62.3767998377611,46.5389386927301,NA,NA,0
"C Pregent","Rocky Mountain Vibes",2025,10,42,35,13,1,0,2,5,1,1,5,10,0.371428571428571,0.452380952380952,0.571428571428571,1.02380952380952,0.2,0.119047619047619,0.119047619047619,0.0476190476190476,3,0.0714285714285714,0.441071428571429,0.430165036674817,0.545487286609522,110,"cpregent",0.622162883845127,0.801068090787717,0.592790387182911,0.839786381842457,0.693724966622163,0.703938584779706,0.697299732977303,61.6234979973298,62.7702291624417,65.0739506132884,NA,NA,0
"C Robinson","Idaho Falls Chukars",2026,11,53,45,17,6,0,1,5,3,0,9,10,0.377777777777778,0.471698113207547,0.577777777777778,1.04947589098532,0.2,0.0943396226415094,0.169811320754717,0.0188679245283019,7,0.132075471698113,0.457037735849057,0.450384809487762,0.58938642643552,103,"crobinson",0.622162883845127,0.372496662216288,0.349799732977303,0.559412550066756,0.522296395193592,0.444125500667557,0.494936582109479,51.3377837116155,46.9843845061854,51.9930526338501,NA,NA,0
"C Royer","Idaho Falls Chukars",2026,13,53,44,14,0,0,1,6,2,1,14,13,0.318181818181818,0.415094339622642,0.386363636363636,0.801457975986278,0.0681818181818182,0.113207547169811,0.264150943396226,0.0188679245283019,1,0.0188679245283019,0.362811320754717,0.450384809487762,0.58938642643552,58,"croyer",0.165554072096128,0.372496662216288,0.53671562082777,0.0974632843791722,0.248331108144192,0.339052069425901,0.28008344459279,34.8998664886515,40.6002839180694,38.1047930353733,NA,NA,0
"C Runge","Great Falls Voyagers",2022,89,396,336,103,16,2,11,48,10,2,64,74,0.306547619047619,0.406565656565657,0.464285714285714,0.870851370851371,0.157738095238095,0.121212121212121,0.161616161616162,0.0277777777777778,29,0.0732323232323232,0.385684343434343,0.403219653620203,0.505468647871367,93,"crunge",0.456608811748999,0.500667556742323,0.610146862483311,0.607476635514019,0.474232309746328,0.608945260347129,0.521381842456609,48.4539385847797,56.9985804096532,53.7024930688156,NA,NA,0
"C Runge","Missoula PaddleHeads",2024,64,286,241,82,16,1,11,33,5,7,39,54,0.340248962655602,0.41958041958042,0.551867219917012,0.971447639497432,0.211618257261411,0.115384615384615,0.136363636363636,0.0384615384615385,28,0.0979020979020979,0.417465034965035,0.424262617051871,0.536937901498929,102,"crunge",0.675567423230975,0.680907877169559,0.562082777036048,0.7543391188251,0.677703604806408,0.648598130841122,0.667516688918558,60.6622162883845,59.4078280267694,63.1487534655922,NA,NA,0
"C Sargent","Ogden Raptors",2024,91,401,358,113,20,2,19,34,2,7,75,72,0.315642458100559,0.371571072319202,0.541899441340782,0.913470513659984,0.226256983240224,0.084788029925187,0.187032418952618,0.0473815461346633,41,0.102244389027431,0.392546134663342,0.424262617051871,0.536937901498929,89,"csargent",0.7369826435247,0.799732977303071,0.260347129506008,0.449933244325768,0.762082777036048,0.3456608811749,0.616335113484646,65.7249666221629,41.0018251875887,59.8403400325793,NA,NA,0
"C Sargent Jr.","Ogden Raptors",2025,80,398,352,135,21,0,35,36,5,4,57,79,0.383522727272727,0.443324937027708,0.741477272727273,1.18480220975498,0.357954545454545,0.0904522613065327,0.14321608040201,0.0879396984924623,56,0.14070351758794,0.500826196473552,0.430165036674817,0.545487286609522,139,"c.",0.967957276368491,0.983978638184246,0.316421895861148,0.720961281708945,0.974365821094793,0.498464619492657,0.807800400534045,78.4619492656876,50.2859460555668,72.2167923449518,NA,NA,0
"C Sepulveda","Billings Mustangs",2021,60,210,185,64,0,0,10,25,0,0,31,54,0.345945945945946,0.423809523809524,0.508108108108108,0.931917631917632,0.162162162162162,0.119047619047619,0.147619047619048,0.0476190476190476,10,0.0476190476190476,0.410533333333333,0.386737115479336,0.403905188465603,135,"csepulveda",0.483311081441923,0.801068090787717,0.592790387182911,0.696929238985314,0.61041388518024,0.639652870493992,0.620647530040053,56.6248331108144,58.8643277225715,60.1190977054274,"Christian Sepulveda","Los Angeles Angels",1
"C Silber","Missoula PaddleHeads",2021,32,71,65,19,0,0,1,6,0,0,13,18,0.292307692307692,0.352112676056338,0.338461538461538,0.690574214517876,0.0461538461538461,0.0845070422535211,0.183098591549296,0.0140845070422535,1,0.0140845070422535,0.313028169014084,0.386737115479336,0.403905188465603,75,"csilber",0.106809078771696,0.279038718291055,0.256341789052069,0.469959946595461,0.175700934579439,0.352469959946595,0.237570093457944,30.5420560747664,41.4155343743663,35.3566997853221,NA,NA,0
"C Sorg","Billings Mustangs",2025,22,90,82,25,7,1,0,7,1,0,14,17,0.304878048780488,0.366666666666667,0.414634146341463,0.78130081300813,0.109756097560976,0.0777777777777778,0.155555555555556,0,8,0.0888888888888889,0.346233333333333,0.430165036674817,0.545487286609522,61,"csorg",0.271028037383178,0,0.214953271028037,0.650200267022697,0.162616822429907,0.410814419225634,0.249485981308411,29.7570093457944,44.960454268911,36.1269512497708,NA,NA,0
"C Steele","Colorado Springs Sky Sox",2022,9,20,18,7,0,0,0,1,0,0,0,7,0.388888888888889,0.421052631578947,0.388888888888889,0.809941520467836,0,0.05,0,0,0,0,0.363473684210526,0.403219653620203,0.505468647871367,81,"csteele",0,0,0.0734312416555407,1,0,0.490387182910547,0.171635514018692,20,49.7951733928209,31.0946416820393,NA,NA,0
"C Stratton","Grand Junction Jackalopes",2021,13,22,21,3,0,0,0,1,0,0,5,3,0.142857142857143,0.181818181818182,0.142857142857143,0.324675324675325,0,0.0454545454545454,0.227272727272727,0,0,0,0.152454545454545,0.386737115479336,0.403905188465603,-18,"cstratton",0,0,0.0640854472630174,0.228304405874499,0,0.137983978638184,0.0482943925233645,20,28.3836949908741,23.1217838765009,NA,NA,0
"C Taylor","Glacier Range Riders",2023,71,299,244,74,6,3,13,46,7,2,75,52,0.30327868852459,0.424749163879599,0.512295081967213,0.937044245846812,0.209016393442623,0.153846153846154,0.250836120401338,0.0434782608695652,22,0.0735785953177258,0.410558528428094,0.415712620826764,0.519508091651979,101,"ctaylor",0.662216288384513,0.748998664886515,0.830440587449933,0.126835781041388,0.696929238985314,0.513818424566088,0.632840453938585,61.8157543391188,51.218819712026,60.9072569770327,NA,NA,0
"C Thompson","Missoula PaddleHeads",2021,78,369,322,115,0,0,12,47,0,0,80,103,0.357142857142857,0.439024390243902,0.468944099378882,0.907968489622784,0.111801242236025,0.127371273712737,0.21680216802168,0.032520325203252,12,0.032520325203252,0.404081300813008,0.386737115479336,0.403905188465603,130,"cthompson",0.280373831775701,0.580774365821095,0.652870493991989,0.287049399198932,0.400534045393859,0.488251001335113,0.431234979973298,44.0320427236315,49.6653822754005,47.8753357713842,NA,NA,0
"C Thompson","Missoula PaddleHeads",2022,95,427,375,120,26,2,12,47,1,4,75,80,0.32,0.39344262295082,0.496,0.88944262295082,0.176,0.110070257611241,0.175644028103044,0.0281030444964871,40,0.0936768149882904,0.388014051522248,0.403219653620203,0.505468647871367,96,"cthompson",0.526034712950601,0.510013351134846,0.5086782376502,0.515353805073431,0.519626168224299,0.511682242990654,0.516845794392523,51.1775700934579,51.0890285946056,53.4092796962145,NA,NA,0
"C Thompson","Missoula PaddleHeads",2023,87,371,316,90,21,4,10,45,4,6,62,55,0.284810126582278,0.37466307277628,0.471518987341772,0.846182060118053,0.186708860759494,0.121293800539084,0.16711590296496,0.0269541778975741,35,0.0943396226415094,0.369118598382749,0.415712620826764,0.519508091651979,81,"cthompson",0.567423230974633,0.4913217623498,0.61415220293725,0.570093457943925,0.5369826435247,0.594325767690254,0.557052736982644,52.218958611482,56.1103224498073,56.0082850577689,NA,NA,0
"C Tirado","Rocky Mountain Vibes",2021,30,93,87,22,0,0,3,6,0,0,27,19,0.252873563218391,0.301075268817204,0.35632183908046,0.657397107897664,0.103448275862069,0.0645161290322581,0.290322580645161,0.032258064516129,3,0.032258064516129,0.293709677419355,0.386737115479336,0.403905188465603,66,"ctirado",0.259012016021362,0.574098798397864,0.130841121495327,0.0587449933244326,0.385046728971963,0.0983978638184246,0.284719626168224,43.1028037383178,25.9785033461772,38.4044791093563,"Carlos Tirado","Pittsburgh Pirates",1
"C Tucker","Ogden Raptors",2025,18,81,62,20,3,1,1,16,2,1,18,15,0.32258064516129,0.469135802469136,0.451612903225806,0.920748705694942,0.129032258064516,0.197530864197531,0.222222222222222,0.0123456790123457,5,0.0617283950617284,0.411530864197531,0.430165036674817,0.545487286609522,92,"ctucker",0.356475300400534,0.249666221628838,0.965287049399199,0.253671562082777,0.313751668891856,0.645060080106809,0.429709612817089,38.8251001335113,59.1928614885419,47.7767349536662,NA,NA,0
"C Valentine","Ogden Raptors",2026,95,509,434,167,50,4,20,53,13,7,74,93,0.384792626728111,0.45956607495069,0.65668202764977,1.11624810260046,0.271889400921659,0.104125736738703,0.145383104125737,0.0392927308447937,74,0.145383104125737,0.474504930966469,0.450384809487762,0.58938642643552,113,"cvalentine",0.86648865153538,0.688918558077437,0.456608811748999,0.70894526034713,0.795460614152203,0.570160213618158,0.716605473965287,67.7276368491322,54.6420604339891,66.321887439723,NA,NA,0
"C Vaughan","Idaho Falls Chukars",2026,67,309,244,77,17,0,8,48,9,3,67,52,0.315573770491803,0.440789473684211,0.483606557377049,0.92439603106126,0.168032786885246,0.155339805825243,0.216828478964401,0.0258899676375405,25,0.0809061488673139,0.408582236842105,0.450384809487762,0.58938642643552,80,"cvaughan",0.502002670226969,0.48064085447263,0.842456608811749,0.285714285714286,0.493457943925234,0.591922563417891,0.527920560747664,49.607476635514,55.9643074427094,54.1251604690551,NA,NA,0
"C Wilkerson","Missoula PaddleHeads",2025,90,440,383,125,25,1,7,50,3,2,52,92,0.326370757180157,0.406392694063927,0.451697127937337,0.858089822001264,0.12532637075718,0.113636363636364,0.118181818181818,0.0159090909090909,33,0.075,0.380045662100457,0.430165036674817,0.545487286609522,77,"cwilkerson",0.34045393858478,0.31241655540721,0.543391188251001,0.845126835781041,0.329238985313752,0.679172229639519,0.45171562082777,39.7543391188251,61.2654633948489,49.1992189606999,NA,NA,0
"D Abbadessa","Ogden Raptors",2021,30,99,89,27,0,0,0,10,0,0,23,27,0.303370786516854,0.373737373737374,0.303370786516854,0.677108160254228,0,0.101010101010101,0.232323232323232,0,0,0,0.311878787878788,0.386737115479336,0.403905188465603,72,"dabbadessa",0,0,0.423230974632844,0.194926568758344,0,0.320493991989319,0.112172897196262,20,39.4727235854796,27.2509358447415,NA,NA,0
"D Andiarena","Missoula PaddleHeads",2026,30,121,109,45,9,0,7,11,1,0,19,29,0.412844036697248,0.471074380165289,0.688073394495413,1.1591477746607,0.275229357798165,0.0909090909090909,0.15702479338843,0.0578512396694215,16,0.132231404958678,0.497603305785124,0.450384809487762,0.58938642643552,121,"dandiarena",0.867823765020027,0.890520694259012,0.317757009345794,0.640854472630174,0.876902536715621,0.463150867823765,0.732089452603471,72.6141522029372,48.1403366457108,67.3227828300808,NA,NA,0
"D Binder","Rocky Mountain Vibes",2022,18,79,73,22,5,1,2,4,1,1,19,14,0.301369863013699,0.341772151898734,0.479452054794521,0.821224206693255,0.178082191780822,0.0506329113924051,0.240506329113924,0.0253164556962025,8,0.10126582278481,0.35553164556962,0.403219653620203,0.505468647871367,80,"dbinder",0.532710280373832,0.471295060080107,0.0774365821094793,0.162883845126836,0.508144192256342,0.11588785046729,0.370854472630174,50.4886515353805,27.0411681200568,43.9722968380854,NA,NA,0
"D Blinn","Ogden Raptors",2025,43,27,20,6,0,0,1,6,1,0,8,5,0.3,0.481481481481481,0.45,0.931481481481482,0.15,0.222222222222222,0.296296296296296,0.037037037037037,1,0.037037037037037,0.422333333333333,0.430165036674817,0.545487286609522,94,"dblinn",0.429906542056075,0.660881174899867,0.979973297730307,0.0534045393858478,0.522296395193592,0.5630173564753,0.53654873164219,51.3377837116155,54.2080713851146,54.682891571464,NA,NA,0
"D Brutcher","Ogden Raptors",2024,35,152,124,45,12,0,6,26,2,0,26,27,0.362903225806452,0.480263157894737,0.604838709677419,1.08510186757216,0.241935483870968,0.171052631578947,0.171052631578947,0.0394736842105263,18,0.118421052631579,0.468539473684211,0.424262617051871,0.536937901498929,126,"dbrutcher",0.78237650200267,0.691588785046729,0.911882510013351,0.554072096128171,0.746061415220294,0.75086782376502,0.747743658210948,64.7636849132176,65.6215777732711,68.3346818127879,NA,NA,0
"D Conners","Boise Hawks",2025,10,38,35,11,2,0,0,2,1,0,3,9,0.314285714285714,0.368421052631579,0.371428571428571,0.73984962406015,0.0571428571428572,0.0526315789473684,0.0789473684210526,0,2,0.0526315789473684,0.332526315789474,0.430165036674817,0.545487286609522,54,"dconners",0.138851802403204,0,0.0827770360480641,0.951935914552737,0.0833110814419226,0.473898531375167,0.220016688918558,24.9986648865154,48.7933482052322,34.2220352330712,NA,NA,0
"D Conners","Ogden Raptors",2023,91,402,334,103,21,1,5,44,9,10,55,76,0.308383233532934,0.392947103274559,0.422155688622754,0.815102791897314,0.11377245508982,0.109452736318408,0.13681592039801,0.0124378109452736,27,0.0671641791044776,0.360599496221662,0.415712620826764,0.519508091651979,76,"dconners",0.289719626168224,0.252336448598131,0.503337783711616,0.748998664886515,0.274766355140187,0.61388518024032,0.393457943925234,36.4859813084112,57.2987223686879,45.4334012966978,NA,NA,0
"D Connors","Ogden Raptors",2022,89,379,324,101,25,2,6,46,4,4,61,68,0.311728395061728,0.399470899470899,0.45679012345679,0.85626102292769,0.145061728395062,0.121372031662269,0.160949868073879,0.0158311345646438,33,0.0870712401055409,0.377314814814815,0.403219653620203,0.505468647871367,89,"dconnors",0.409879839786382,0.309746328437917,0.616822429906542,0.618157543391188,0.369826435246996,0.617423230974633,0.456485313751669,42.1895861148198,57.5136889069154,49.5075353031921,NA,NA,0
"D Cornett","Billings Mustangs",2021,38,106,97,25,0,0,1,9,0,0,14,24,0.257731958762887,0.320754716981132,0.288659793814433,0.609414510795565,0.0309278350515464,0.0849056603773585,0.132075471698113,0.00943396226415094,1,0.00943396226415094,0.279462264150943,0.386737115479336,0.403905188465603,54,"dcornett",0.0881174899866489,0.212283044058745,0.2630173564753,0.783711615487316,0.137783711615487,0.497329773030708,0.263624833110814,28.2670226969292,50.2169945244372,37.0408966848981,NA,NA,0
"D Crenshaw","Billings Mustangs",2024,9,43,36,11,2,0,1,7,0,0,6,8,0.305555555555556,0.418604651162791,0.444444444444444,0.863049095607235,0.138888888888889,0.162790697674419,0.13953488372093,0.0232558139534884,3,0.0697674418604651,0.385511627906977,0.424262617051871,0.536937901498929,81,"dcrenshaw",0.388518024032043,0.428571428571429,0.87716955941255,0.7369826435247,0.404539385847797,0.814085447263017,0.547880507343124,44.2723631508678,69.4625836544312,55.4153856111848,NA,NA,0
"D Day","Glacier Range Riders",2022,13,6,5,4,0,0,1,1,0,0,1,3,0.8,0.833333333333333,1.4,2.23333333333333,0.6,0.166666666666667,0.166666666666667,0.166666666666667,1,0.166666666666667,0.909166666666667,0.403219653620203,0.505468647871367,384,"dday",0.994659546061415,0.995994659546061,0.894526034712951,0.584779706275033,0.995193591455274,0.755140186915888,0.911174899866489,79.7116154873164,65.8811600081119,78.8989934949351,NA,NA,0
