"player_name","team","season","pa","ops","ops_plus","woba","iso","hr_rate","bb_rate","k_rate","power_grade","discipline_grade","scout_grade"
"N Poss","RedPocket Mobiles",2026,126,0.751373626373626,54,0.337650793650794,0.153846153846154,0.0396825396825397,0.134920634920635,0.19047619047619,52.6699266503668,55.7848368283906,41.2296801258521
"K Jimenez","Colorado Springs Sky Sox",2024,392,0.84661135850668,77,0.372778350515464,0.124260355029586,0.0153061224489796,0.102040816326531,0.173469387755102,38.7481662591687,49.0395830748232,41.0959622443629
"A Mata","Long Beach Coast",2026,272,0.755377347770328,56,0.340921933085502,0.104803493449782,0.0110294117647059,0.121323529411765,0.121323529411765,34.6992665036675,63.0214666832113,40.9937073938123
"D Maynard","Grand Junction Jackalopes",2025,135,0.862686567164179,81,0.394985074626866,0.0761904761904762,0,0.125925925925926,0.2,26.4254278728606,51.9431691276833,40.9622443628736
"A Shaver","Billings Mustangs",2025,314,0.879828637815858,81,0.388584664536741,0.178030303030303,0.0318471337579618,0.101910828025478,0.273885350318471,52.9486552567237,36.200521156471,40.930781331935
"J Shanks","Idaho Falls Chukars",2024,196,0.869515306122449,82,0.387326530612245,0.1625,0.0204081632653061,0.086734693877551,0.219387755102041,47.080684596577,36.8966372999131,40.871788148925
"T Clark","Oakland Ballers",2024,160,0.862771739130435,81,0.3852,0.144927536231884,0.025,0.06875,0.1625,45.6723716381418,42.0151383546346,40.6082852648138
"E Peralta","Rocky Mountain Vibes",2023,355,0.856331918906176,84,0.375214285714286,0.141914191419142,0.0169014084507042,0.101408450704225,0.250704225352113,42.0488997555012,37.5518054349175,40.5807551127425
"D Harris IV","Oakland Ballers",2025,413,0.847671844672799,74,0.370510895883777,0.163538873994638,0.0314769975786925,0.0774818401937046,0.167070217917676,51.1735941320293,42.9048269016007,40.5492920818039
"C Booth","Rocky Mountain Vibes",2025,449,0.883817257217848,83,0.391033482142857,0.128608923884514,0.0178173719376392,0.0979955456570156,0.216035634743875,40.7726161369193,40.7308599081772,40.5217619297326
"T Lomack","Billings Mustangs",2023,400,0.845400331546427,81,0.366962216624685,0.148148148148148,0.025,0.0825,0.185,46.1124694376528,40.8537039334905,40.4863660199266
"B Demco","Great Falls Voyagers",2022,2,1,123,0.444,0,0,0,0.5,20,20.2345204119618,40.4706345044573
"Q Jones","Great Falls Voyagers",2022,2,1,123,0.444,0,0,0,0.5,20,20.2345204119618,40.4706345044573
"E Diaz","Colorado Springs Sky Sox",2023,323,0.845731667713092,82,0.375811145510836,0.101398601398601,0.00619195046439628,0.105263157894737,0.198142414860681,32.9095354523227,46.2067254001737,40.372312532774
"M Golda","Grand Junction Jackalopes",2023,199,0.797813183380194,72,0.355994845360825,0.103030303030303,0.0100502512562814,0.105527638190955,0.150753768844221,34.200488997555,54.1953095917608,40.3172522286314
"D Williams","Grand Junction Jackalopes",2023,112,0.801714992927864,72,0.351339285714286,0.118811881188119,0.0178571428571428,0.0803571428571429,0.0982142857142857,39.1295843520782,52.4829383298176,40.2857891976927
"T Specht","Great Falls Voyagers",2025,419,0.835283701593656,71,0.363379474940334,0.161290322580645,0.0214797136038186,0.0883054892601432,0.176610978520286,47.1246943765281,44.2784464573768,40.2071316203461
"K Jenkins","Idaho Falls Chukars",2024,67,0.775053304904051,65,0.355746268656716,0.0535714285714286,0,0.164179104477612,0.17910447761194,24.4449877750611,63.334160565827,40.1638699528055
"J Begora","Boise Hawks",2025,349,0.900333505566255,84,0.395060171919771,0.19016393442623,0.0401146131805158,0.0687679083094556,0.263610315186246,58.4352078239609,27.9178558133763,40.1520713162035
"G Kueber","Rocky Mountain Vibes",2025,359,0.827892499240814,72,0.371629213483146,0.101351351351351,0.0139275766016713,0.139275766016713,0.214484679665738,35.1246943765281,53.2274475741407,40.1402726796015
"T Davis","Oakland Ballers",2024,4,0.833333333333333,80,0.3945,0,0,0.25,0.25,20,57.1882367539397,40.0104876769796
"E Niemann","Yuba-Sutter Freebirds",2024,86,0.849894291754757,78,0.376453488372093,0.116883116883117,0.0232558139534884,0.0232558139534884,0.0930232558139535,40.9339853300734,47.0703561235885,39.7705820660724
"C Hanson","Billings Mustangs",2025,164,0.798773006134969,66,0.359110429447853,0.0928571428571429,0.0121951219512195,0.121951219512195,0.158536585365854,33.4229828850856,58.1747115026678,39.7627163083377
"T Dixon","Ogden Raptors",2021,90,0.737037037037037,87,0.332755555555556,0.0740740740740741,0.0222222222222222,0.1,0.211111111111111,36.0488997555012,42.5884104727634,39.7469847928684
"P Howard","Ogden Raptors",2024,426,0.8751429003478,83,0.384308235294118,0.110539845758355,0.00938967136150234,0.0516431924882629,0.140845070422535,34.6259168704157,43.0500062042437,39.7430519140011
"B Held","Great Falls Voyagers",2023,6,1,117,0.444,0,0,0,0.333333333333333,20,21.0050874798362,39.6093340325118
"C Bowen","Billings Mustangs",2025,423,0.873855415132998,79,0.380451306413302,0.152671755725191,0.0236406619385343,0.0401891252955083,0.160756501182033,46.1418092909535,39.3646854448443,39.5739381227058
"J McLaughlin","Glacier Range Riders",2025,68,0.911764705882353,87,0.398691176470588,0.15,0.0294117647058823,0.0588235294117647,0.220588235294118,48.2836185819071,30.9628986226579,39.5031463030939
"M Mugan","Modesto Roadsters",2026,100,0.79040404040404,62,0.352181818181818,0.142857142857143,0.02,0.11,0.18,43.5012224938875,50.5546593870207,39.36156266387
"N Poss","Idaho Falls Chukars",2025,29,0.796101949025487,68,0.37251724137931,0.0434782608695652,0,0.137931034482759,0.172413793103448,23.6088019559902,59.7754063779625,39.2632406921867
"N Leehey","Oakland Ballers",2026,281,0.838078291814947,69,0.361797153024911,0.218253968253968,0.0533807829181495,0.0818505338078292,0.238434163701068,66.239608801956,32.5077553046284,39.2396434189827
"E Rosales","Rocky Mountain Vibes",2021,303,0.727209387605427,84,0.328049504950495,0.1,0.0297029702970297,0.108910891089109,0.240924092409241,41.4327628361858,40.7643628241717,39.231777661248
"K Carlson","Yuba-Sutter Freebirds",2026,154,0.744092508798391,53,0.335392156862745,0.130769230769231,0.025974025974026,0.12987012987013,0.194805194805195,44.5134474327628,53.9012284402531,39.208180388044
"B Skinner","Yuba-Sutter Freebirds",2024,416,0.803469477382521,68,0.357314009661836,0.126721763085399,0.0192307692307692,0.105769230769231,0.177884615384615,41.1100244498778,49.661248293833,39.208180388044
"P Harden","Oakland Ballers",2024,365,0.824968811263589,74,0.368453038674033,0.0967741935483871,0.010958904109589,0.128767123287671,0.219178082191781,33.5696821515892,49.7394217644869,39.1531200839014
"T Lozano","Oakland Ballers",2025,188,0.81580167537325,67,0.354780748663102,0.161849710982659,0.0265957446808511,0.0585106382978723,0.138297872340426,49.2078239608802,43.9210820201017,38.9800734137389
"P Winland Jr.","Long Beach Coast",2026,57,0.845201238390093,69,0.368228070175439,0.294117647058824,0.087719298245614,0.0350877192982456,0.280701754385965,76.0244498777506,23.6555403896265,38.9800734137389
"J McLaughlin","Glacier Range Riders",2026,238,0.79135593220339,63,0.353076271186441,0.13,0.0126050420168067,0.134453781512605,0.222689075630252,38.718826405868,50.4690408239236,38.9722076560042
"R Grabosch","Boise Hawks",2025,56,0.866946778711485,76,0.37425,0.196078431372549,0.0357142857142857,0.0535714285714286,0.214285714285714,57.7310513447433,31.3798237994788,38.9604090194022
"T Van Marter","Idaho Falls Chukars",2021,208,0.713141025641026,81,0.325014423076923,0.0158730158730159,0.0048076923076923,0.0913461538461538,0.134615384615385,26.5427872860636,51.8649956570294,38.9053487152596
"A Meggs","Grand Junction Jackalopes",2023,223,0.76029883107089,65,0.338981900452489,0.0677083333333333,0.00448430493273542,0.103139013452915,0.103139013452915,29.4914425427873,59.3696488398064,38.8502884111169
"J Anderson","Grand Junction Jackalopes",2021,188,0.708984875672904,80,0.325095744680851,0.036144578313253,0.0106382978723404,0.117021276595745,0.191489361702128,28.6552567237164,50.8152376225338,38.7991609858416
"O Serratos Jr.","Great Falls Voyagers",2024,243,0.86787508189561,81,0.378485477178423,0.148325358851675,0.0164609053497942,0.0823045267489712,0.218106995884774,42.841075794621,35.7798734334285,38.755899318301
"B Bohning","Ogden Raptors",2022,84,0.820125572713389,82,0.369048192771084,0.126760563380282,0.0119047619047619,0.0714285714285714,0.19047619047619,37.7799511002445,37.8496091326467,38.6536444677504
"D Kolbush","Great Falls Voyagers",2022,306,0.814192343604108,80,0.36040522875817,0.120300751879699,0.0163398692810457,0.104575163398693,0.23202614379085,38.6161369193154,40.790420647723,38.6300471945464
"J Duarte","Yuba-Sutter Freebirds",2025,171,0.781677208732912,63,0.353627218934911,0.0620689655172413,0.0116959064327485,0.0994152046783626,0.0526315789473684,30.8557457212714,59.8051867477354,38.5907184058731
"J Schulefand","Boise Hawks",2022,47,0.770108977685521,73,0.35068085106383,0.048780487804878,0,0.106382978723404,0.148936170212766,24.0488997555012,54.8579228192083,38.5789197692711
"M Harris","Boise Hawks",2021,185,0.69054054054054,75,0.314983783783784,0.1125,0.0324324324324324,0.135135135135135,0.324324324324324,44,44.5688050626629,38.5749868904038
"A Fritz","Great Falls Voyagers",2024,46,0.854718981972428,79,0.373282608695652,0.121951219512195,0.0217391304347826,0.0869565217391304,0.195652173913043,41.2860635696822,40.6564089837449,38.3547456738332
"K Higgins","Colorado Springs Sky Sox",2023,98,0.795236402417348,71,0.355164948453608,0.103448275862069,0.0204081632653061,0.102040816326531,0.173469387755102,38.4987775061125,49.0395830748232,38.3232826428946
"R Pitts","Long Beach Coast",2026,67,0.759324009324009,57,0.349030303030303,0.115384615384615,0.0149253731343283,0.119402985074627,0.17910447761194,37.2371638141809,53.6294825660752,38.3232826428946
"S Cullen","Idaho Falls Chukars",2023,206,0.81090860359153,74,0.359,0.159340659340659,0.029126213592233,0.0970873786407767,0.237864077669903,49.5158924205379,37.0976547958804,38.2996853696906
"N Emanuel","Great Falls Voyagers",2021,121,0.655756484739383,67,0.312198347107438,0,0,0.165289256198347,0.190082644628099,20,61.755800967862,38.2878867330886
"M Edie","Billings Mustangs",2023,283,0.850640603055404,82,0.373748201438849,0.135458167330677,0.00706713780918727,0.0671378091872792,0.201413427561837,37.6625916870416,35.2624395086239,38.2288935500787
"J Nehler","Billings Mustangs",2026,27,0.842948717948718,72,0.372961538461538,0.125,0.037037037037037,0.0740740740740741,0.148148148148148,47.8288508557457,45.4175456011912,38.209229155742
"A Shumaker","Grand Junction Jackalopes",2024,93,0.808547008547009,71,0.362855555555556,0.0641025641025641,0.010752688172043,0.118279569892473,0.182795698924731,30.7970660146699,52.5834470778012,38.1423702149974
"F Loera","Great Falls Voyagers",2022,47,0.832826747720365,85,0.371191489361702,0.0952380952380952,0,0.0851063829787234,0.212765957446809,27.8777506112469,37.4959672415932,38.1345044572627
"C Bufford","Oakland Ballers",2026,213,0.827110813026306,68,0.361976525821596,0.174603174603175,0.0328638497652582,0.0985915492957746,0.234741784037559,53.0953545232274,38.0059560739546,38.0637126376508
"C Comer","Billings Mustangs",2021,199,0.688956144358154,74,0.312663316582915,0.102272727272727,0.0301507537688442,0.115577889447236,0.221105527638191,42.0635696821516,45.9982628117632,38.0597797587834
"A Adams","Rocky Mountain Vibes",2025,150,0.835793776970248,74,0.378506756756757,0.092436974789916,0.0133333333333333,0.14,0.273333333333333,33.8337408312958,47.1187492244695,38.0479811221814
"A Hanson","Rocky Mountain Vibes",2022,221,0.810867558837102,78,0.355022727272727,0.157360406091371,0.0180995475113122,0.081447963800905,0.226244343891403,44.9095354523227,34.0786698101501,37.9221289984268
"P Shelton","Grand Junction Jackalopes",2025,158,0.804069119286511,67,0.360397435897436,0.101449275362319,0.0126582278481013,0.0886075949367089,0.132911392405063,34.7432762836186,51.3773421019978,37.9221289984268
"R Yeargain","Missoula PaddleHeads",2023,54,0.831851851851852,77,0.363981481481482,0.18,0.037037037037037,0.0740740740740741,0.240740740740741,55.5745721271394,30.6762625635935,37.8945988463555
"G Horvat","RedPocket Mobiles",2026,307,0.840651465798046,73,0.373195439739414,0.105454545454545,0.00977198697068403,0.0781758957654723,0.146579804560261,34.479217603912,46.6534309467676,37.7923439958049
"C Castaneda","Yuba-Sutter Freebirds",2026,323,0.814753848166398,67,0.360671826625387,0.144366197183099,0.0247678018575851,0.0990712074303406,0.204334365325077,45.5110024449878,43.2137982379948,37.745149449397
"T Lewis","Ogden Raptors",2022,289,0.814117846210272,80,0.358282229965157,0.149797570850202,0.0173010380622837,0.0899653979238754,0.259515570934256,43.4278728606357,33.2820449187244,37.7136864184583
"T Jorgensen","Boise Hawks",2021,279,0.716115246760408,81,0.322186379928315,0.0461538461538461,0.014336917562724,0.0681003584229391,0.125448028673835,30.4303178484108,47.3607147288745,37.6310959622444
"B Evans","Billings Mustangs",2023,113,0.787443693693694,69,0.34409009009009,0.125,0.0176991150442478,0.0619469026548672,0.132743362831858,40.0244498777506,45.4324357860777,37.5170424750918
"K Kaufman","Ogden Raptors",2021,95,0.657535885167464,66,0.29478947368421,0.102272727272727,0.031578947368421,0.0736842105263158,0.0947368421052632,42.4156479217604,51.3587293708897,37.4698479286838
"R Cash","Missoula PaddleHeads",2023,298,0.751638001638002,62,0.334408783783784,0.0946969696969697,0.0100671140939597,0.087248322147651,0.10738255033557,33.0855745721271,53.6592629358481,37.3518615626639
"A Mata","Idaho Falls Chukars",2024,156,0.807280310929946,69,0.356902597402597,0.124087591240876,0.0192307692307692,0.102564102564103,0.205128205128205,40.6699266503667,44.1928278942797,37.3321971683272
"K Oyama","Boise Hawks",2023,309,0.743082716781904,61,0.333270358306189,0.0743494423791821,0.00323624595469255,0.0970873786407767,0.113268608414239,29.7701711491443,55.8257848368284,37.2968012585212
"D Maiben","Boise Hawks",2023,226,0.780449050086356,69,0.34724,0.077720207253886,0,0.0663716814159292,0.0530973451327434,26.601466992665,51.0088100260578,37.1552176192973
"M Herron Jr.","Rocky Mountain Vibes",2023,352,0.83749668288368,78,0.364905714285714,0.18266253869969,0.0369318181818182,0.0596590909090909,0.25,56,27.5418786449932,37.1473518615627
"J Sebring","Modesto Roadsters",2026,37,0.681267474370923,44,0.327540540540541,0.0344827586206896,0,0.216216216216216,0.216216216216216,23.3007334963325,60.884725152004,37.139486103828
"D Binder","Rocky Mountain Vibes",2022,79,0.821224206693255,80,0.35553164556962,0.178082191780822,0.0253164556962025,0.0506329113924051,0.240506329113924,50.6161369193154,27.1807916614965,37.09229155742
"B Daniel","Great Falls Voyagers",2021,154,0.714001327140013,81,0.324681818181818,0.0656934306569343,0.0194805194805195,0.11038961038961,0.233766233766234,34.6699266503667,42.2757165901477,37.0254326166754
"M Weaver","RedPocket Mobiles",2026,106,0.684997699033594,43,0.317367924528302,0.109756097560976,0,0.19811320754717,0.358490566037736,29.5941320293399,52.7956322124333,37.0254326166754
"A Don","Idaho Falls Chukars",2022,76,0.841342486651411,88,0.376657894736842,0.0579710144927536,0,0.0657894736842105,0.197368421052632,24.9731051344743,35.5565206601315,36.8995804929208
"C Steele","Colorado Springs Sky Sox",2022,20,0.809941520467836,81,0.363473684210526,0,0,0.05,0,20,49.7394217644869,36.7147351861563
"S Thompson","Rocky Mountain Vibes",2024,21,0.817460317460317,73,0.37052380952381,0.0555555555555556,0,0.142857142857143,0.285714285714286,24.7530562347188,47.3383794515449,36.5613529103304
"B McConnell","Glacier Range Riders",2022,430,0.744232704402516,66,0.333044811320755,0.0826666666666667,0.00930232558139534,0.0883720930232558,0.134883720930233,31.7066014669927,51.0534805807172,36.5416885159937
"A Nielsen","Grand Junction Jackalopes",2022,295,0.763883423834632,70,0.340814432989691,0.0725190839694657,0.00677966101694915,0.0745762711864407,0.122033898305085,30.3129584352078,48.9241841419531,36.5377556371264
"T Jorgensen","Boise Hawks",2022,460,0.761086414398786,69,0.340545652173913,0.102244389027431,0.00869565217391304,0.0782608695652174,0.15,33.59902200489,46.0578235513091,36.4984268484531
"B Parr","Billings Mustangs",2021,124,0.727720065609623,84,0.32508064516129,0.0508474576271187,0.0161290322580645,0.0483870967741935,0.161290322580645,31.559902200489,39.5396451172602,36.4472994231778
"E McCabe","Rocky Mountain Vibes",2023,255,0.770779108103418,66,0.343933333333333,0.0929203539823009,0.0156862745098039,0.0784313725490196,0.12156862745098,34.9046454767726,49.8585432435786,36.4276350288411
"M Jackson","RedPocket Mobiles",2026,146,0.784501301935922,60,0.349767123287671,0.181818181818182,0.0205479452054795,0.102739726027397,0.287671232876712,49.5452322738386,36.1074575009306,36.4119035133718
"B Broussard","Billings Mustangs",2021,262,0.599514226231783,52,0.285038167938931,0.0545454545454545,0.0152671755725191,0.16030534351145,0.221374045801527,31.5305623471883,56.1273110807793,36.3765076035658
"R Petersen","Idaho Falls Chukars",2026,21,0.807017543859649,63,0.345857142857143,0.157894736842105,0.0476190476190476,0,0.142857142857143,55.8826405867971,40.2692641766969,36.3253801782905
"I Nunez","Yuba-Sutter Freebirds",2026,173,0.813127471858838,65,0.357566473988439,0.190789473684211,0.0346820809248555,0.0867052023121387,0.260115606936416,56.6308068459658,32.2322868842288,36.2349239643419
"J Barth","Billings Mustangs",2022,274,0.744322344322344,65,0.331523809523809,0.112,0.0182481751824818,0.0364963503649635,0.0839416058394161,38.601466992665,47.6845762501551,36.2309910854746
"E Manzo","RedPocket Mobiles",2026,286,0.82862273794723,69,0.364357894736842,0.149606299212598,0.027972027972028,0.0769230769230769,0.202797202797203,47.520782396088,37.0604293336642,36.2113266911379
"D Murillo","Boise Hawks",2026,120,0.833384262796028,70,0.366100840336134,0.145454545454545,0.0166666666666667,0.05,0.175,42.4889975550122,37.1758282665343,36.1719979024646
"E Good","Missoula PaddleHeads",2026,119,0.730437665782493,49,0.323034482758621,0.115384615384615,0.0252100840336134,0.0756302521008403,0.109243697478992,41.6381418092909,50.6179426727882,36.0894074462507
